seed,history_length,representation,split,horizon,status,n_origins,n_forecast_samples,trajectory_rmse,endpoint_mae,mean_predicted_events,preprojection_invalid_state_rate,duration_clip_rate,zero_duration_displacement_projection_rate,postprojection_valid_rate,rollout_completion_rate,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,mean_input_raw_span,n_predictive_parameters,rollout_runtime_median_s,candidate_rmse_ratio_vs_control
228973438714350052,8,vectorchain_cartesian,validation,64,ok,120,7680,0.25646429780641705,0.2904233644640415,18.708333333333332,0.0,0.0,0.0,1.0,1.0,8.0,24.0,192.0,97.625,75,0.0024885999999999997,0.9952470474424439
228973438714350052,8,vectorchain_relational,validation,64,ok,120,7680,0.2552453351662362,0.2889722138544551,18.633333333333333,0.0,0.0,0.0,1.0,1.0,8.0,56.0,448.0,97.625,171,0.0024855,1.0
228973438714350052,8,fixed_relational,validation,128,ok,120,15360,1.0712776034931586,1.5511512200636637,13.825,0.0,0.21666666666666667,0.008333333333333333,1.0,1.0,8.0,56.0,448.0,73.0,171,0.0020239,0.49922649714892015
228973438714350052,8,persistence,validation,128,ok,120,15360,0.5627526271729353,0.5453530260276599,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0,7.05e-06,0.9503468125109807
228973438714350052,8,raw_ar,validation,128,ok,120,15360,0.45835481748269347,0.48335619470560687,0.0,0.0,0.0,0.0,1.0,1.0,56.0,56.0,448.0,56.0,57,0.008041900000000001,1.1668038494788433
228973438714350052,8,raw_matched,validation,128,ok,120,15360,50.18447823004742,71.3510845125702,46.84166666666667,0.575,0.5833333333333334,0.5916666666666667,1.0,1.0,56.0,56.0,448.0,56.0,171,0.00262785,0.01065688404718269
228973438714350052,8,vectorchain_absolute,validation,128,ok,120,15360,0.5348659884091748,0.5400147507934047,18.641666666666666,0.0,0.0,0.0,1.0,1.0,8.0,40.0,320.0,97.625,123,0.00247245,0.9998956319070476
228973438714350052,8,vectorchain_cartesian,validation,128,ok,120,15360,0.5356606982188616,0.5429126926262217,18.708333333333332,0.0,0.0,0.0,1.0,1.0,8.0,24.0,192.0,97.625,75,0.0024885999999999997,0.9984121800316685
228973438714350052,8,vectorchain_relational,validation,128,ok,120,15360,0.5348101654659794,0.5399757992970583,18.633333333333333,0.0,0.0,0.0,1.0,1.0,8.0,56.0,448.0,97.625,171,0.0024855,1.0
228973438714350052,16,fixed_relational,test,16,ok,91,1456,0.11171969837767376,0.09224505128676323,13.835164835164836,0.06593406593406594,0.16483516483516483,0.10989010989010989,1.0,1.0,16.0,112.0,896.0,145.0,339,0.002454,0.9453906257191091
228973438714350052,16,persistence,test,16,ok,91,1456,0.09475492701399528,0.09689773263966234,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0,8.6e-06,1.1146518590935042
228973438714350052,16,raw_ar,test,16,ok,91,1456,0.02542353149977731,0.02696303861305451,0.0,0.0,0.0,0.0,1.0,1.0,112.0,112.0,896.0,112.0,113,0.009631,4.1543699605754725
228973438714350052,16,raw_matched,test,16,ok,91,1456,0.38495249253293395,0.2550583877648871,15.934065934065934,0.5274725274725275,0.45054945054945056,0.6483516483516484,1.0,1.0,112.0,112.0,896.0,112.0,339,0.0020133,0.27436828596552887
228973438714350052,16,vectorchain_absolute,test,16,ok,91,1456,0.1056595118031919,0.10433546923411867,18.802197802197803,0.01098901098901099,0.0,0.02197802197802198,1.0,1.0,16.0,80.0,640.0,196.04395604395606,243,0.0028542,0.9996142680571091
228973438714350052,16,vectorchain_cartesian,test,16,ok,91,1456,0.10499632637400476,0.1047244763535419,18.64835164835165,0.0,0.0,0.02197802197802198,1.0,1.0,16.0,48.0,384.0,196.04395604395606,147,0.002839,1.0059281043624064
228973438714350052,16,vectorchain_relational,test,16,ok,91,1456,0.10561875555441914,0.10429741835179125,18.802197802197803,0.01098901098901099,0.0,0.02197802197802198,1.0,1.0,16.0,112.0,896.0,196.04395604395606,339,0.002915,1.0
228973438714350052,16,fixed_relational,test,64,ok,91,5824,0.39317823572718813,0.5328598323491043,13.835164835164836,0.06593406593406594,0.16483516483516483,0.10989010989010989,1.0,1.0,16.0,112.0,896.0,145.0,339,0.002454,1.0218111423563976
228973438714350052,16,persistence,test,64,ok,91,5824,0.36244302572323134,0.3763273931234072,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0,8.6e-06,1.1084608440082342
228973438714350052,16,raw_ar,test,64,ok,91,5824,0.1345864942687825,0.16255293465116025,0.0,0.0,0.0,0.0,1.0,1.0,112.0,112.0,896.0,112.0,113,0.009631,2.9850982030613635
228973438714350052,16,raw_matched,test,64,ok,91,5824,1.878417064242575,1.4134580452500032,15.934065934065934,0.5274725274725275,0.45054945054945056,0.6483516483516484,1.0,1.0,112.0,112.0,896.0,112.0,339,0.0020133,0.21387896748056234
228973438714350052,16,vectorchain_absolute,test,64,ok,91,5824,0.4016565982880264,0.4045029855656086,18.802197802197803,0.01098901098901099,0.0,0.02197802197802198,1.0,1.0,16.0,80.0,640.0,196.04395604395606,243,0.0028542,1.000242256470974
228973438714350052,16,vectorchain_cartesian,test,64,ok,91,5824,0.4054128269975111,0.40522346971830797,18.64835164835165,0.0,0.0,0.02197802197802198,1.0,1.0,16.0,48.0,384.0,196.04395604395606,147,0.002839,0.9909748173817341
228973438714350052,16,vectorchain_relational,test,64,ok,91,5824,0.4017539021980711,0.40441233305993707,18.802197802197803,0.01098901098901099,0.0,0.02197802197802198,1.0,1.0,16.0,112.0,896.0,196.04395604395606,339,0.002915,1.0
228973438714350052,16,fixed_relational,test,128,ok,91,11648,0.96891435923401,1.5630281912863666,13.835164835164836,0.06593406593406594,0.16483516483516483,0.10989010989010989,1.0,1.0,16.0,112.0,896.0,145.0,339,0.002454,0.7445370790206547
228973438714350052,16,persistence,test,128,ok,91,11648,0.6094080405676116,0.53844990642343,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0,8.6e-06,1.1837596795955359
228973438714350052,16,raw_ar,test,128,ok,91,11648,0.36390495322468897,0.42865927599760484,0.0,0.0,0.0,0.0,1.0,1.0,112.0,112.0,896.0,112.0,113,0.009631,1.9823656162213419
228973438714350052,16,raw_matched,test,128,ok,91,11648,3.195867801005576,3.5836376954139957,15.934065934065934,0.5274725274725275,0.45054945054945056,0.6483516483516484,1.0,1.0,112.0,112.0,896.0,112.0,339,0.0020133,0.22572669201719603
228973438714350052,16,vectorchain_absolute,test,128,ok,91,11648,0.72154063513326,0.6284477767087397,18.802197802197803,0.01098901098901099,0.0,0.02197802197802198,1.0,1.0,16.0,80.0,640.0,196.04395604395606,243,0.0028542,0.9997949272975131
228973438714350052,16,vectorchain_cartesian,test,128,ok,91,11648,0.7398610637066092,0.6770375774743941,18.64835164835165,0.0,0.0,0.02197802197802198,1.0,1.0,16.0,48.0,384.0,196.04395604395606,147,0.002839,0.9750380202888016
228973438714350052,16,vectorchain_relational,test,128,ok,91,11648,0.7213926668452592,0.6280605523873197,18.802197802197803,0.01098901098901099,0.0,0.02197802197802198,1.0,1.0,16.0,112.0,896.0,196.04395604395606,339,0.002915,1.0
228973438714350052,16,fixed_relational,validation,16,ok,120,1920,0.11454736278942551,0.11058479415909155,13.791666666666666,0.09166666666666666,0.19166666666666668,0.11666666666666667,1.0,1.0,16.0,112.0,896.0,145.0,339,0.00213215,0.8820308274648665
228973438714350052,16,persistence,validation,16,ok,120,1920,0.07824340318574524,0.0826466733374197,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0,8.6e-06,1.291282089880801
228973438714350052,16,raw_ar,validation,16,ok,120,1920,0.023115827306755356,0.02571015328749154,0.0,0.0,0.0,0.0,1.0,1.0,112.0,112.0,896.0,112.0,113,0.00813585,4.370784737414483
228973438714350052,16,raw_matched,validation,16,ok,120,1920,0.24195428565209187,0.14554369559367686,15.808333333333334,0.475,0.5,0.5583333333333333,1.0,1.0,112.0,112.0,896.0,112.0,339,0.0017591,0.41757600991764754
228973438714350052,16,vectorchain_absolute,validation,16,ok,120,1920,0.10108330169915757,0.09187438008452589,19.091666666666665,0.0,0.0,0.0,1.0,1.0,16.0,80.0,640.0,191.975,243,0.0026164,0.9995152857765949
228973438714350052,16,vectorchain_cartesian,validation,16,ok,120,1920,0.1024666676262726,0.08958405546267766,19.033333333333335,0.0,0.0,0.0,1.0,1.0,16.0,48.0,384.0,191.975,147,0.00262785,0.9860211864562471
228973438714350052,16,vectorchain_relational,validation,16,ok,120,1920,0.10103430518507524,0.09191764430247025,19.091666666666665,0.0,0.0,0.0,1.0,1.0,16.0,112.0,896.0,191.975,339,0.00261775,1.0
228973438714350052,16,fixed_relational,validation,64,ok,120,7680,0.49054250747749345,0.695274442547129,13.791666666666666,0.09166666666666666,0.19166666666666668,0.11666666666666667,1.0,1.0,16.0,112.0,896.0,145.0,339,0.00213215,0.688926439992198
228973438714350052,16,persistence,validation,64,ok,120,7680,0.3090780455457697,0.32726628685785725,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0,8.6e-06,1.0934057213431905
228973438714350052,16,raw_ar,validation,64,ok,120,7680,0.13105826548645388,0.1557331884835043,0.0,0.0,0.0,0.0,1.0,1.0,112.0,112.0,896.0,112.0,113,0.00813585,2.5786065616460174
228973438714350052,16,raw_matched,validation,64,ok,120,7680,1.3498589335048579,1.2915425588845697,15.808333333333334,0.475,0.5,0.5583333333333333,1.0,1.0,112.0,112.0,896.0,112.0,339,0.0017591,0.2503577929168104
228973438714350052,16,vectorchain_absolute,validation,64,ok,120,7680,0.33804697750625756,0.3243758811888975,19.091666666666665,0.0,0.0,0.0,1.0,1.0,16.0,80.0,640.0,191.975,243,0.0026164,0.9997063302690231
228973438714350052,16,vectorchain_cartesian,validation,64,ok,120,7680,0.34166211525269186,0.3172543793989243,19.033333333333335,0.0,0.0,0.0,1.0,1.0,16.0,48.0,384.0,191.975,147,0.00262785,0.9891284056804807
228973438714350052,16,vectorchain_relational,validation,64,ok,120,7680,0.33794770334131574,0.32452339448787804,19.091666666666665,0.0,0.0,0.0,1.0,1.0,16.0,112.0,896.0,191.975,339,0.00261775,1.0
