representation,variant,features,role,split,horizon,context_length,tolerance,n_seeds,n_successes,n_failures,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max,rmse_ratio_vs_raw_mean,rmse_ratio_vs_raw_median,rmse_ratio_vs_reference_mean,rmse_ratio_vs_reference_median,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,n_pooled_features,n_model_parameters,step_reduction_factor_vs_raw_mean,scalar_reduction_factor_vs_raw_mean,predictive_parity_rate,structural_reduction_success_rate,payload_reduction_success_rate,joint_success_rate,beats_reference_rate,practical_improvement_rate,robust_improvement_cell,representation_runtime_median_s
vectorchain,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,validation,16,64,0.1,5,5,0,0.10134140470188524,0.09709970005923312,0.20232138880885397,0.18988012205985952,0.16643505069254044,0.2075284347592176,0.1633493137941539,0.28441402273849853,0.7763863034848217,0.7261814584367074,1.3391191096098212,1.2100328799533495,1.6649859943977592,9.989915966386555,79.91932773109244,18,19,38.43970146221256,6.406616910368759,1.0,1.0,1.0,1.0,0.0,0.0,False,1.3829154
vectorchain,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,validation,16,128,0.1,5,5,0,0.10412231647490071,0.10023083024977858,0.1929672010470002,0.18506885444776794,0.1838696745274682,0.2063806509526953,0.18124764242666985,0.20826918288039956,0.645522899572666,0.6186770840773135,1.1114272499295548,1.0222984905242132,2.6179271708683474,15.707563025210083,125.66050420168067,18,19,48.894105303965276,8.14901755066088,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6438101
vectorchain,segment,"dt,dy",secondary,test,1,32,0.1,5,5,0,0.014885875939393773,0.014843772281688334,0.019901791766617227,0.02010276343460441,0.01968510100851209,0.020360251110422473,0.01796992015452959,0.021390923125017582,1.228407803603737,1.2233988177364201,1.2183384451509807,1.2493185021920927,1.2229691876750701,2.4459383753501402,19.567507002801122,6,7,26.165914559636764,13.082957279818382,0.0,1.0,1.0,0.0,0.2,0.0,False,0.740386
vectorchain,segment,"dt,dy",secondary,test,1,64,0.1,5,5,0,0.015256969092359981,0.015104049946153043,0.019916437914125524,0.019996186845817724,0.018999474362387626,0.020413546724796765,0.018525897194653983,0.021647084442971514,0.9966945061537722,1.0038293605194923,1.2791663961389534,1.2801865547545022,1.6789915966386555,3.357983193277311,26.863865546218488,6,7,38.119887555673785,19.059943777836892,1.0,1.0,1.0,1.0,0.0,0.0,False,1.3424196
vectorchain,segment,"dt,dy",secondary,test,1,128,0.1,5,5,0,0.015016283285415396,0.014800531784265405,0.019345862939651397,0.018880428170602082,0.018764881165873066,0.019732539071358215,0.018760052321389952,0.020591413969033672,0.8300639670545559,0.827002497194717,1.241165941117131,1.233715203477469,2.611764705882353,5.223529411764706,41.78823529411765,6,7,49.01015011707217,24.505075058536086,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6416845
vectorchain,segment,"dt,dy",secondary,test,4,32,0.1,5,5,0,0.03415269096663857,0.03393416752380478,0.06395847026071574,0.0630390821700744,0.058682821182714576,0.06845347033569323,0.05796446659646465,0.07165251101863189,1.614370406213709,1.566097479007931,1.8497248731773301,1.8751550382980728,1.2241758241758243,2.4483516483516485,19.58681318681319,6,7,26.140120034595746,13.070060017297873,0.0,1.0,1.0,0.0,0.0,0.0,False,0.753649
vectorchain,segment,"dt,dy",secondary,test,4,64,0.1,5,5,0,0.036278692211118437,0.035947618537905256,0.05848245514486235,0.058545694691413804,0.05838138991349216,0.05884660342543816,0.055196668952437314,0.06144191874153026,0.9324887939846617,0.9357514697748762,2.0791886423446067,2.1082646837870427,1.6796703296703295,3.359340659340659,26.87472527472527,6,7,38.104414976858756,19.052207488429378,1.0,1.0,1.0,1.0,0.0,0.0,False,1.3651379
vectorchain,segment,"dt,dy",secondary,test,4,128,0.1,5,5,0,0.035738189719713015,0.03545204680091831,0.05609765955108871,0.05626754410702887,0.056173804661726556,0.05647128228363786,0.054284348770651115,0.05729131793239917,0.7225018459354698,0.7235450519579667,1.6931321395107464,1.695163265561972,2.6137362637362633,5.227472527472527,41.81978021978021,6,7,48.97313635857132,24.48656817928566,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6510146
vectorchain,segment,"dt,dy",secondary,test,16,32,0.1,5,5,0,0.15308096158123258,0.1422088022314102,0.3436665477416708,0.3108785768951339,0.2998485389253499,0.4042987484074696,0.29540942625074235,0.40789744822965873,1.683783387185354,1.5194988583840106,2.0724735095432645,2.0606779494030327,1.2241758241758243,2.4483516483516485,19.58681318681319,6,7,26.140120034595746,13.070060017297873,0.0,1.0,1.0,0.0,0.0,0.0,False,0.7287825
vectorchain,segment,"dt,dy",secondary,test,16,64,0.1,5,5,0,0.13051358819505912,0.13082026013293394,0.23430665808990986,0.23551771895867482,0.23243773975388152,0.23919113449856785,0.22060042051509104,0.24378627672333414,0.8320931380666042,0.8347677627963819,1.4600111435809229,1.4543199274416587,1.6785714285714284,3.3571428571428568,26.857142857142854,6,7,38.12999359973057,19.064996799865284,1.0,1.0,1.0,1.0,0.0,0.0,False,1.3612715
vectorchain,segment,"dt,dy",secondary,test,16,128,0.1,5,5,0,0.12799192745888846,0.12852934036690858,0.2248272170231226,0.2259837273919823,0.2243963630881567,0.22629468059264907,0.2173471248934365,0.2301141891493884,0.7347395805335932,0.7368045073736363,1.1230646703225418,1.100078805034386,2.6142857142857143,5.228571428571429,41.82857142857143,6,7,48.962863355766544,24.481431677883272,1.0,1.0,1.0,1.0,0.0,0.0,False,2.5806545
vectorchain,segment,"dt,dy",secondary,validation,1,32,0.1,5,5,0,0.01496182013931767,0.01487176346465529,0.019894665714362776,0.01950844945556225,0.018642923421657118,0.020478837431673096,0.018605844905798443,0.022237273357122958,1.239622602781047,1.2535581805210696,1.1848376572064532,1.2102671528558733,1.2106442577030812,2.4212885154061623,19.3703081232493,6,7,26.432456643799135,13.216228321899568,0.0,1.0,1.0,0.0,0.2,0.2,False,0.740386
vectorchain,segment,"dt,dy",secondary,validation,1,64,0.1,5,5,0,0.015509962688507581,0.015323630382359652,0.020368733372584012,0.020266299704490086,0.019541156055474265,0.021127684510170688,0.01892714091197294,0.021981385680812086,1.081839565049146,1.066610937092886,1.2720538338575762,1.2887709000434293,1.673389355742297,3.346778711484594,26.77422969187675,6,7,38.246487858108914,19.123243929054457,0.6,1.0,1.0,0.6,0.0,0.0,False,1.3424196
vectorchain,segment,"dt,dy",secondary,validation,1,128,0.1,5,5,0,0.014956261839613683,0.014992639712625846,0.019224012611917377,0.01985415921150606,0.018083184097469188,0.020076128067155984,0.017945050981777736,0.020161540701677916,0.8511401481400093,0.8569508571088224,1.2092097311212004,1.1977854571210502,2.630252100840336,5.260504201680672,42.08403361344538,6,7,48.665132340539486,24.332566170269743,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6416845
vectorchain,segment,"dt,dy",secondary,validation,4,32,0.1,5,5,0,0.03485118843125802,0.03457200540795576,0.0632996484762802,0.06295790291934239,0.05857027300366551,0.06629306084380587,0.057622333018858024,0.07105467259572924,1.78310695438106,1.7586798200075369,1.8470719542815999,1.8374431359467716,1.2106442577030812,2.4212885154061623,19.3703081232493,6,7,26.432456643799135,13.216228321899568,0.0,1.0,1.0,0.0,0.0,0.0,False,0.753649
vectorchain,segment,"dt,dy",secondary,validation,4,64,0.1,5,5,0,0.03732531436917206,0.03729828704591061,0.06030995086023912,0.06028309049315078,0.059618223976228235,0.060735095659169784,0.058469547471533295,0.06244379670111348,1.0753296216274069,1.0761875332610673,2.2214152370766724,2.204548135660774,1.6722689075630253,3.3445378151260505,26.756302521008404,6,7,38.27221910899201,19.136109554496006,0.8,1.0,1.0,0.8,0.0,0.0,False,1.3651379
vectorchain,segment,"dt,dy",secondary,validation,4,128,0.1,5,5,0,0.035844267387577816,0.03565110722291682,0.054243788869616984,0.05450638078352267,0.05384018857355877,0.05464144495450217,0.053434056470529734,0.05479687356597154,0.7327765834215065,0.7335362405107163,1.6891660778894935,1.7035812671758588,2.6291316526610644,5.258263305322129,42.06610644257703,6,7,48.68577512362505,24.342887561812525,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6510146
vectorchain,segment,"dt,dy",secondary,validation,16,32,0.1,5,5,0,0.1603124795717014,0.14976244392846944,0.34725145159838827,0.3142245193424903,0.3014597201471474,0.41063693542000024,0.29872122718320837,0.411214855899095,1.9415426768848083,1.7566207810121168,2.119344122997433,2.074367149348874,1.2106442577030812,2.4212885154061623,19.3703081232493,6,7,26.432456643799135,13.216228321899568,0.0,1.0,1.0,0.0,0.0,0.0,False,0.7287825
vectorchain,segment,"dt,dy",secondary,validation,16,64,0.1,5,5,0,0.13342360238738027,0.13380584540594437,0.24206181226911982,0.2419514004927523,0.24001478207248853,0.2456129177360273,0.23489576385970443,0.2478341971846267,0.9287245317552081,0.928886674297444,1.611247272351531,1.5685679718529408,1.6649859943977592,3.3299719887955184,26.639775910364147,6,7,38.43970146221256,19.21985073110628,1.0,1.0,1.0,1.0,0.0,0.0,False,1.3612715
vectorchain,segment,"dt,dy",secondary,validation,16,128,0.1,5,5,0,0.12616877914451213,0.1255429471053348,0.209572959786915,0.20779664738894152,0.20772568848531195,0.21136123093330444,0.20755221318650574,0.21342901894051144,0.7011099637510769,0.6972026511363636,1.2032611764786636,1.1543887198583913,2.6179271708683474,5.235854341736695,41.88683473389356,6,7,48.894105303965276,24.447052651982638,1.0,1.0,1.0,1.0,0.0,0.0,False,2.5806545
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,1,32,0.1,5,5,0,0.01330168389184137,0.012777664423803087,0.017342204654421482,0.016166794802993097,0.01598259670281319,0.019907093578083564,0.014467927497411891,0.020186610690805684,1.0709965416689038,1.004288372576096,1.053178767453451,1.0168449821632455,1.2229691876750701,6.11484593837535,48.9187675070028,15,16,26.165914559636764,5.233182911927353,0.6,1.0,1.0,0.6,0.2,0.2,False,0.7421935
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,1,64,0.1,5,5,0,0.0124289183011473,0.012299784382090794,0.015717034766460254,0.0157266374119952,0.015535683342900007,0.016012880879719377,0.013793501816946633,0.017516470380740036,0.7859989493667542,0.7953685934241614,1.0080343390751096,1.0096930108423918,1.6789915966386555,8.394957983193278,67.15966386554622,15,16,38.119887555673785,7.623977511134757,1.0,1.0,1.0,1.0,0.4,0.2,False,1.3722866
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,1,128,0.1,5,5,0,0.013414451262692695,0.013451048175608637,0.017022426354124716,0.01673631299793981,0.016299916673690778,0.017204414357445293,0.015548767153650086,0.0193227205878976,0.7298421327458834,0.7302950724708893,1.0906595261938328,1.0850571543445031,2.611764705882353,13.058823529411763,104.4705882352941,15,16,49.01015011707217,9.802030023414435,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6437209
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,4,32,0.1,5,5,0,0.02157506194318811,0.019894576167300847,0.03390202563651136,0.029083289316642495,0.028623090831822955,0.034061747572332796,0.024841712681003703,0.05290028778075483,0.8566877441341557,0.7329335074215673,0.9298187002403345,0.9729719933192079,1.2241758241758243,6.1208791208791204,48.967032967032964,15,16,26.140120034595746,5.228024006919151,0.8,1.0,1.0,0.8,0.6,0.6,False,0.7414232
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,4,64,0.1,5,5,0,0.018905887277140737,0.019020941868708154,0.026578980227375537,0.02618252654553255,0.025052720955145075,0.02837950122375335,0.02375335006491114,0.02952680234753557,0.4238233711493004,0.4184823124320185,0.9455501459760309,0.8956662794768547,1.6796703296703295,8.398351648351648,67.18681318681318,15,16,38.104414976858756,7.620882995371751,1.0,1.0,1.0,1.0,0.6,0.6,False,1.3914185
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,4,128,0.1,5,5,0,0.0266318215195775,0.027280294555835496,0.041119274688784194,0.04124664934316991,0.040713193647886656,0.04167445869494322,0.037271476067254145,0.044690595690667044,0.5295710321823459,0.5284776232315683,1.241080232168322,1.2381479925118721,2.6137362637362633,13.06868131868132,104.54945054945055,15,16,48.97313635857132,9.794627271714262,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6276891
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,16,32,0.1,5,5,0,0.08617055325930685,0.08246606148364594,0.173729017554676,0.16275984707840646,0.15546035486646384,0.20628613704789392,0.09751287856631356,0.24662587021430224,0.8516797944178306,0.798089267896953,0.9549165062208104,1.0002189807676516,1.2241758241758243,6.1208791208791204,48.967032967032964,15,16,26.140120034595746,5.228024006919151,0.8,1.0,1.0,0.8,0.4,0.4,False,0.7367443
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,16,64,0.1,5,5,0,0.08683395350196502,0.08650610505879888,0.16306549482039745,0.16146420973170234,0.1512309299245292,0.16765018491652936,0.14822693882403112,0.18675521070519516,0.579166375703131,0.5734033216181584,1.0124798400065975,1.0232733503145397,1.6785714285714284,8.392857142857142,67.14285714285714,15,16,38.12999359973057,7.625998719946115,1.0,1.0,1.0,1.0,0.4,0.4,False,1.3604939
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,test,16,128,0.1,5,5,0,0.12763343573886698,0.1269031751512994,0.24431579001556708,0.2400086070816242,0.23985525647287986,0.24897127015116619,0.23373590755453336,0.25900790881763175,0.7984175888764091,0.7848960937342457,1.2221542511340142,1.157815449057323,2.6142857142857143,13.071428571428573,104.57142857142858,15,16,48.962863355766544,9.792572671153309,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6434774
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,1,32,0.1,5,5,0,0.01400966054417373,0.013873010252385487,0.018445816475572124,0.01758197558498244,0.016092389226893128,0.019153407389457935,0.01609070940851889,0.02331060076800823,1.1511496858559325,1.076234400405405,1.0953780725101374,1.015050602662456,1.2106442577030812,6.053221288515406,48.42577030812325,15,16,26.432456643799135,5.286491328759826,0.6,1.0,1.0,0.6,0.4,0.0,False,0.7421935
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,1,64,0.1,5,5,0,0.012965340148316618,0.01271650264245207,0.016512610191921406,0.01645122097329093,0.016178499747455846,0.016737507203164352,0.015556982412287413,0.017638840623408487,0.8783663617174939,0.8807739050860162,1.0317867563947414,1.0153532990447,1.673389355742297,8.366946778711483,66.93557422969187,15,16,38.246487858108914,7.649297571621784,1.0,1.0,1.0,1.0,0.2,0.2,False,1.3722866
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,1,128,0.1,5,5,0,0.013176782300329728,0.012958221107515563,0.016696787421973502,0.016494284367592912,0.01585883330693249,0.01743948704857941,0.015049196463198668,0.018642135923564035,0.7395102923889076,0.7216854139876473,1.0491341648237436,1.048551502280128,2.630252100840336,13.151260504201678,105.21008403361343,15,16,48.665132340539486,9.733026468107898,1.0,1.0,1.0,1.0,0.2,0.0,False,2.6437209
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,4,32,0.1,5,5,0,0.022901222312307904,0.022303628710349042,0.03539339153462753,0.034639900841485695,0.028618326113365514,0.03631306879478533,0.023732286193509883,0.05366337572999123,0.9973014264937635,0.9580501360703005,0.9692715704039123,0.9778818443872873,1.2106442577030812,6.053221288515406,48.42577030812325,15,16,26.432456643799135,5.286491328759826,0.8,1.0,1.0,0.8,0.6,0.6,False,0.7414232
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,4,64,0.1,5,5,0,0.018974810343090575,0.018578951024382732,0.02678559582852815,0.02516716589555154,0.025073490549388927,0.026149342197243453,0.02314655749335287,0.03439142300710397,0.4777428322713832,0.44970995192973934,0.9878241620705707,0.9185061372795883,1.6722689075630253,8.361344537815127,66.89075630252101,15,16,38.27221910899201,7.654443821798402,1.0,1.0,1.0,1.0,0.8,0.8,True,1.3914185
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,4,128,0.1,5,5,0,0.023739669650531564,0.023173242902950607,0.035659829652785316,0.03527219645270353,0.03479138484619092,0.03612513807581777,0.03314629208988719,0.03896413679932717,0.4816564650517643,0.4764899591812811,1.112233218106052,1.1517394067591813,2.6291316526610644,13.145658263305322,105.16526610644257,15,16,48.68577512362505,9.73715502472501,1.0,1.0,1.0,1.0,0.2,0.2,False,2.6276891
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,16,32,0.1,5,5,0,0.09292370674569216,0.09124434947581339,0.17683103390847968,0.16858329016912102,0.16142769722320743,0.20327461892577142,0.09652461839439605,0.25434494482990255,0.9900484642430349,0.9415526175648212,0.9735048811036972,1.0091510621419757,1.2106442577030812,6.053221288515406,48.42577030812325,15,16,26.432456643799135,5.286491328759826,0.6,1.0,1.0,0.6,0.4,0.4,False,0.7367443
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,16,64,0.1,5,5,0,0.0788655804530826,0.08024329296792256,0.15671977166267376,0.15432743848427335,0.1404014661016124,0.15682920056318192,0.13102093513062976,0.20101981803367133,0.6014455963182622,0.5902130414682428,1.0392825316816694,0.9606299505605396,1.6649859943977592,8.324929971988798,66.59943977591038,15,16,38.43970146221256,7.68794029244251,1.0,1.0,1.0,1.0,0.6,0.6,False,1.3604939
vectorchain,turning,"dt,dy,theta,r,delta_theta",primary,validation,16,128,0.1,5,5,0,0.10420051469344674,0.10078588888401943,0.1944218706144035,0.18612943592269743,0.18394520364383854,0.2088673311704849,0.178038886808742,0.21512849552625457,0.6503757551891731,0.6226580423033118,1.1206919882432258,1.0348625561822649,2.6179271708683474,13.089635854341736,104.71708683473389,15,16,48.894105303965276,9.778821060793055,1.0,1.0,1.0,1.0,0.4,0.2,False,2.6434774
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,1,32,0.1,5,5,0,0.013267872387526903,0.012777046204018943,0.017287849891857606,0.016178543818772508,0.015994115363551626,0.019633543828125388,0.014465506372904433,0.02016754007593409,1.067640461145361,1.0050182265811887,1.0497715629698177,1.01588435240048,1.2229691876750701,4.8918767507002805,39.135014005602244,12,13,26.165914559636764,6.541478639909191,0.6,1.0,1.0,0.6,0.2,0.2,False,0.7476431
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,1,64,0.1,5,5,0,0.012426993535453937,0.012294554881426828,0.015714095496611055,0.01572477647393127,0.01553106714733187,0.01601113568361252,0.013793476669768732,0.01751002150841088,0.7858551224815123,0.7952744772026461,1.007853678110336,1.009321281768153,1.6789915966386555,6.715966386554622,53.727731092436976,12,13,38.119887555673785,9.529971888918446,1.0,1.0,1.0,1.0,0.4,0.2,False,1.3576221
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,1,128,0.1,5,5,0,0.013415122252974443,0.013450367125124565,0.017024054460808805,0.016735349006103403,0.01630257414899377,0.017207348746219313,0.015551013478828968,0.019323986923898567,0.7299121052743619,0.7302530083383579,1.09076473291371,1.0849946563355957,2.611764705882353,10.447058823529412,83.5764705882353,12,13,49.01015011707217,12.252537529268043,1.0,1.0,1.0,1.0,0.0,0.0,False,2.7295581
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,4,32,0.1,5,5,0,0.02151872076909547,0.019983745823995265,0.03389012730109335,0.028841578808537997,0.02871339283508554,0.03419342384679375,0.02467397022396014,0.053028270791089356,0.8563884017818248,0.7309172277582603,0.9295321900269453,0.9803989579146725,1.2241758241758243,4.896703296703297,39.17362637362638,12,13,26.140120034595746,6.535030008648937,0.8,1.0,1.0,0.8,0.6,0.6,False,0.726781
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,4,64,0.1,5,5,0,0.018899985804763146,0.019001687494792644,0.026572820716595023,0.026156440986484175,0.025030821586498952,0.0284092793365245,0.02374655652766497,0.02952100514580253,0.42372398798382294,0.41806537997698356,0.9453448674108385,0.8947739303148935,1.6796703296703295,6.718681318681318,53.74945054945054,12,13,38.104414976858756,9.526103744214689,1.0,1.0,1.0,1.0,0.6,0.6,False,1.3619511
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,4,128,0.1,5,5,0,0.026634953587664333,0.027285193279040835,0.04112666615580617,0.04125931502329532,0.04071442069870878,0.04169180015034789,0.03727002279311353,0.044697772113565334,0.5296661568188593,0.528639903771585,1.2413090335683659,1.2385281927625786,2.6137362637362633,10.454945054945053,83.63956043956043,12,13,48.97313635857132,12.24328408964283,1.0,1.0,1.0,1.0,0.0,0.0,False,2.6462999
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,16,32,0.1,5,5,0,0.0855486228860626,0.0829851654268028,0.17184847142083265,0.16481795351461212,0.15584534351754517,0.19967960495473022,0.09322826260662473,0.24567119251065098,0.8424799029175369,0.808181146750428,0.945337283884297,0.9963471778668532,1.2241758241758243,4.896703296703297,39.17362637362638,12,13,26.140120034595746,6.535030008648937,0.8,1.0,1.0,0.8,0.6,0.4,False,0.7339117
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,16,64,0.1,5,5,0,0.08683349799216236,0.08647167529991265,0.1630042344065783,0.16137306492528528,0.15118982806302733,0.16771200738689168,0.14812285297562652,0.18662341868206062,0.5789484460399367,0.5730796416222347,1.0121106460860152,1.0226957235353227,1.6785714285714284,6.7142857142857135,53.71428571428571,12,13,38.12999359973057,9.532498399932642,1.0,1.0,1.0,1.0,0.4,0.4,False,1.36389
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,test,16,128,0.1,5,5,0,0.12766324995989456,0.12692161854712666,0.24438975220723314,0.24008728022221332,0.23990659862892816,0.24906757920488637,0.23376740361181048,0.2591198993683273,0.7986591909045899,0.7850641044683809,1.222529795975501,1.1580632849494137,2.6142857142857143,10.457142857142857,83.65714285714286,12,13,48.962863355766544,12.240715838941636,1.0,1.0,1.0,1.0,0.0,0.0,False,2.5709126
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,1,32,0.1,5,5,0,0.013986922144114636,0.013862302225523671,0.018386707339076727,0.017565564300220618,0.016105241024287988,0.019137064192343956,0.016070749269962877,0.023054917908568198,1.1475856127750006,1.075229826765193,1.091799148513859,1.0141844814683174,1.2106442577030812,4.842577030812325,38.7406162464986,12,13,26.432456643799135,6.608114160949784,0.6,1.0,1.0,0.6,0.4,0.0,False,0.7476431
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,1,64,0.1,5,5,0,0.01296357066241995,0.012714527097238252,0.016510007342770482,0.016448176575935714,0.016179660938546215,0.016735551906915423,0.015554809222711805,0.01763183806974326,0.878229414011501,0.8808371215045457,1.031627678349593,1.0149502075877541,1.673389355742297,6.693557422969188,53.5484593837535,12,13,38.246487858108914,9.561621964527228,1.0,1.0,1.0,1.0,0.2,0.2,False,1.3576221
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,1,128,0.1,5,5,0,0.013177449208354387,0.012959933665742262,0.016697715981950474,0.01649628869479248,0.015860780177286392,0.017439112505069295,0.015050925023419663,0.018641473509184547,0.7395534993693715,0.7216699145301574,1.0491946582427467,1.0486789185565377,2.630252100840336,10.521008403361344,84.16806722689076,12,13,48.665132340539486,12.166283085134872,1.0,1.0,1.0,1.0,0.2,0.0,False,2.7295581
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,4,32,0.1,5,5,0,0.022852653514822126,0.02201214897433827,0.03533796789003766,0.03422859146200638,0.028829122832824388,0.036337083199921204,0.0234875174007315,0.053807524554704805,0.9957880517371812,0.9466743815962804,0.9674382877770441,0.9850847214527968,1.2106442577030812,4.842577030812325,38.7406162464986,12,13,26.432456643799135,6.608114160949784,0.8,1.0,1.0,0.8,0.6,0.6,False,0.726781
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,4,64,0.1,5,5,0,0.01896993724359843,0.01857056491826978,0.02677705984994156,0.02513880283292308,0.02505751331059299,0.026167455488880113,0.023122982883861103,0.034398544733450505,0.4775904524341774,0.4494233893836615,0.9875219484805091,0.9179208501269303,1.6722689075630253,6.689075630252101,53.51260504201681,12,13,38.27221910899201,9.568054777248003,1.0,1.0,1.0,1.0,0.8,0.8,True,1.3619511
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,4,128,0.1,5,5,0,0.023742006069627418,0.023179294777581686,0.03566537843376076,0.035286918356471214,0.03479206088941602,0.03613354464759505,0.03314472130881416,0.03896964696650735,0.48173129538397763,0.47668883648495963,1.1124153119439952,1.1520074245580703,2.6291316526610644,10.516526610644258,84.13221288515406,12,13,48.68577512362505,12.171443780906262,1.0,1.0,1.0,1.0,0.2,0.2,False,2.6462999
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,16,32,0.1,5,5,0,0.0916041662199039,0.09135119048011373,0.17410699517043693,0.17000848277334044,0.16066222563528512,0.1962170543268601,0.09057504661165394,0.25307216650504505,0.9748318147527663,0.9495124445778701,0.9574290636580794,1.0041011265151434,1.2106442577030812,4.842577030812325,38.7406162464986,12,13,26.432456643799135,6.608114160949784,0.8,1.0,1.0,0.8,0.4,0.4,False,0.7339117
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,16,64,0.1,5,5,0,0.0788455385505428,0.08020268882349887,0.1566940083147726,0.15425090465042607,0.14041157657722853,0.15685718574743793,0.13093858480346418,0.20101178979530618,0.6013469500497807,0.5899203438942153,1.0391088957587498,0.9601535563836712,1.6649859943977592,6.659943977591037,53.279551820728294,12,13,38.43970146221256,9.60992536555314,1.0,1.0,1.0,1.0,0.6,0.6,False,1.36389
vectorchain,turning_matched,"dt,dy,theta,delta_theta",capacity_control,validation,16,128,0.1,5,5,0,0.10422456758668178,0.10081626803844683,0.1944812379329101,0.1861959609840509,0.1839858565484751,0.2089380872126303,0.17806427902542316,0.21522200589397106,0.6505742695966321,0.6228805883195349,1.1210391320411066,1.035232429408932,2.6179271708683474,10.47170868347339,83.77366946778712,12,13,48.894105303965276,12.223526325991319,1.0,1.0,1.0,1.0,0.4,0.2,False,2.5709126
