seed,horizon,context_length,tolerance,variant,features,n_examples,step_signature_sha256,matches_reference
104729,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",1568,a11d5a19e7c9e101c79dc643b9e856034c528506ecaf07a4096e80077523029f,True
104729,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1568,a11d5a19e7c9e101c79dc643b9e856034c528506ecaf07a4096e80077523029f,True
104729,16,128,0.1,segment,"dt,dy",1547,111108883dc755aafbd6c5513db91b1c98202253a4e6dc0b2126718380cfc200,True
104729,16,128,0.1,absolute_geometry,"dt,dy,theta,r",1547,111108883dc755aafbd6c5513db91b1c98202253a4e6dc0b2126718380cfc200,True
104729,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",1547,111108883dc755aafbd6c5513db91b1c98202253a4e6dc0b2126718380cfc200,True
104729,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",1547,111108883dc755aafbd6c5513db91b1c98202253a4e6dc0b2126718380cfc200,True
104729,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1547,111108883dc755aafbd6c5513db91b1c98202253a4e6dc0b2126718380cfc200,True
8675309,1,32,0.1,segment,"dt,dy",1736,e0a5a52f645b25275f06c714067f5f5605652ecff79688fe16b8918cc55c5ccd,True
8675309,1,32,0.1,absolute_geometry,"dt,dy,theta,r",1736,e0a5a52f645b25275f06c714067f5f5605652ecff79688fe16b8918cc55c5ccd,True
8675309,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",1736,e0a5a52f645b25275f06c714067f5f5605652ecff79688fe16b8918cc55c5ccd,True
8675309,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",1736,e0a5a52f645b25275f06c714067f5f5605652ecff79688fe16b8918cc55c5ccd,True
8675309,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1736,e0a5a52f645b25275f06c714067f5f5605652ecff79688fe16b8918cc55c5ccd,True
8675309,4,32,0.1,segment,"dt,dy",1736,34b4e39d69930f717ff80d2fad72761ce4d8a32fa8e9b0eb752892f4a035f282,True
8675309,4,32,0.1,absolute_geometry,"dt,dy,theta,r",1736,34b4e39d69930f717ff80d2fad72761ce4d8a32fa8e9b0eb752892f4a035f282,True
8675309,4,32,0.1,turning_matched,"dt,dy,theta,delta_theta",1736,34b4e39d69930f717ff80d2fad72761ce4d8a32fa8e9b0eb752892f4a035f282,True
8675309,4,32,0.1,turning,"dt,dy,theta,r,delta_theta",1736,34b4e39d69930f717ff80d2fad72761ce4d8a32fa8e9b0eb752892f4a035f282,True
8675309,4,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1736,34b4e39d69930f717ff80d2fad72761ce4d8a32fa8e9b0eb752892f4a035f282,True
8675309,16,32,0.1,segment,"dt,dy",1715,212640b578d52109cde64b7da690cb97d74700e8033bda2fbf522b3c552ccfb5,True
8675309,16,32,0.1,absolute_geometry,"dt,dy,theta,r",1715,212640b578d52109cde64b7da690cb97d74700e8033bda2fbf522b3c552ccfb5,True
8675309,16,32,0.1,turning_matched,"dt,dy,theta,delta_theta",1715,212640b578d52109cde64b7da690cb97d74700e8033bda2fbf522b3c552ccfb5,True
8675309,16,32,0.1,turning,"dt,dy,theta,r,delta_theta",1715,212640b578d52109cde64b7da690cb97d74700e8033bda2fbf522b3c552ccfb5,True
8675309,16,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1715,212640b578d52109cde64b7da690cb97d74700e8033bda2fbf522b3c552ccfb5,True
8675309,1,64,0.1,segment,"dt,dy",1680,f3093237f1aeabc6bb3e490a3aeacf828a07c5be97b3b0db20ee06cbcf9394c7,True
8675309,1,64,0.1,absolute_geometry,"dt,dy,theta,r",1680,f3093237f1aeabc6bb3e490a3aeacf828a07c5be97b3b0db20ee06cbcf9394c7,True
8675309,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",1680,f3093237f1aeabc6bb3e490a3aeacf828a07c5be97b3b0db20ee06cbcf9394c7,True
8675309,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",1680,f3093237f1aeabc6bb3e490a3aeacf828a07c5be97b3b0db20ee06cbcf9394c7,True
8675309,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1680,f3093237f1aeabc6bb3e490a3aeacf828a07c5be97b3b0db20ee06cbcf9394c7,True
8675309,4,64,0.1,segment,"dt,dy",1680,01e306d5c6625ce1c4fe3460c0fbd80999d07c257b7cbedbbe032d75699b3ff8,True
8675309,4,64,0.1,absolute_geometry,"dt,dy,theta,r",1680,01e306d5c6625ce1c4fe3460c0fbd80999d07c257b7cbedbbe032d75699b3ff8,True
8675309,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",1680,01e306d5c6625ce1c4fe3460c0fbd80999d07c257b7cbedbbe032d75699b3ff8,True
8675309,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",1680,01e306d5c6625ce1c4fe3460c0fbd80999d07c257b7cbedbbe032d75699b3ff8,True
8675309,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1680,01e306d5c6625ce1c4fe3460c0fbd80999d07c257b7cbedbbe032d75699b3ff8,True
8675309,16,64,0.1,segment,"dt,dy",1659,431e7ef2b9fee96943c1de3bb99dab10aa539f3473d90d15e8b880803e507f09,True
8675309,16,64,0.1,absolute_geometry,"dt,dy,theta,r",1659,431e7ef2b9fee96943c1de3bb99dab10aa539f3473d90d15e8b880803e507f09,True
8675309,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",1659,431e7ef2b9fee96943c1de3bb99dab10aa539f3473d90d15e8b880803e507f09,True
8675309,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",1659,431e7ef2b9fee96943c1de3bb99dab10aa539f3473d90d15e8b880803e507f09,True
8675309,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1659,431e7ef2b9fee96943c1de3bb99dab10aa539f3473d90d15e8b880803e507f09,True
8675309,1,128,0.1,segment,"dt,dy",1568,cdd613f79eabea7cc3af1f13b00bb656e50ee53e36f07f356d6abede24208950,True
8675309,1,128,0.1,absolute_geometry,"dt,dy,theta,r",1568,cdd613f79eabea7cc3af1f13b00bb656e50ee53e36f07f356d6abede24208950,True
8675309,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",1568,cdd613f79eabea7cc3af1f13b00bb656e50ee53e36f07f356d6abede24208950,True
8675309,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",1568,cdd613f79eabea7cc3af1f13b00bb656e50ee53e36f07f356d6abede24208950,True
8675309,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1568,cdd613f79eabea7cc3af1f13b00bb656e50ee53e36f07f356d6abede24208950,True
8675309,4,128,0.1,segment,"dt,dy",1568,6b2d67f81bbaff8842050c8970d05b76cc2b161d8246081837c2426c84749430,True
8675309,4,128,0.1,absolute_geometry,"dt,dy,theta,r",1568,6b2d67f81bbaff8842050c8970d05b76cc2b161d8246081837c2426c84749430,True
8675309,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",1568,6b2d67f81bbaff8842050c8970d05b76cc2b161d8246081837c2426c84749430,True
8675309,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",1568,6b2d67f81bbaff8842050c8970d05b76cc2b161d8246081837c2426c84749430,True
8675309,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1568,6b2d67f81bbaff8842050c8970d05b76cc2b161d8246081837c2426c84749430,True
8675309,16,128,0.1,segment,"dt,dy",1547,67bb7199dea3f0e26f1d3021737f1854c223ec72a4a520deb954ba046d295217,True
8675309,16,128,0.1,absolute_geometry,"dt,dy,theta,r",1547,67bb7199dea3f0e26f1d3021737f1854c223ec72a4a520deb954ba046d295217,True
8675309,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",1547,67bb7199dea3f0e26f1d3021737f1854c223ec72a4a520deb954ba046d295217,True
8675309,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",1547,67bb7199dea3f0e26f1d3021737f1854c223ec72a4a520deb954ba046d295217,True
8675309,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",1547,67bb7199dea3f0e26f1d3021737f1854c223ec72a4a520deb954ba046d295217,True
