condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,signal,n_examples,mae,rmse,rmse_ratio_vs_reference
seed-2718__h-16__c-128__turning,2718,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,first_order_response,52,0.011723917826555073,0.014823562871375888,1.0119917365782685
seed-2718__h-16__c-128__turning,2718,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,second_order_response,52,0.01966620170772916,0.025342942387684954,0.9938175287809272
seed-2718__h-16__c-128__turning,2718,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,regime_change,52,0.4159672802298642,0.47638707975806804,1.1528703956779276
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,sine,51,0.03833205917254581,0.05615117503277068,0.8549132056389437
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,chirp,51,0.21831843633801873,0.25904415853748197,1.4946381643217392
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ramp,51,0.013852532883675056,0.017179731513387333,1.0133913681474975
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,piecewise_linear,51,0.03324578717287728,0.04656646755408727,1.1037563807365052
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,first_order_response,51,0.011336047332162631,0.014032890123129221,0.993391878756361
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,second_order_response,51,0.031065887122308233,0.039169978285396735,1.121445429450317
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,regime_change,51,0.34442177596210866,0.4027465476779192,0.9273722992598887
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,sine,52,0.030741070404197025,0.035899616359417706,0.8368925824543173
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,chirp,52,0.35859968450967866,0.41013806305354455,1.0470464468833074
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ramp,52,0.012836188364291937,0.01661170565047265,1.0063263686982211
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,piecewise_linear,52,0.01441990400068299,0.01894640074314909,1.1746537108822408
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,first_order_response,52,0.011843682621386077,0.014926013613076453,1.0189859595533326
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,second_order_response,52,0.018978039472449772,0.02450427858053398,0.9609295247145248
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,regime_change,52,0.40649608695075173,0.46796379112632364,1.1324857956112753
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,sine,51,0.012016144995874995,0.013743141365380669,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,chirp,51,0.011374941488673013,0.014498765915592151,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,ramp,51,0.011450704365920177,0.014343961515371083,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,piecewise_linear,51,0.011979128189742139,0.0159316576652576,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,first_order_response,51,0.01349526986984345,0.01645367555303063,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,second_order_response,51,0.011734537674745195,0.014527763066262007,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,regime_change,51,0.018752494714712804,0.023170790540405575,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,sine,51,0.011632673145635658,0.013737859741376226,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,chirp,51,0.014474127921119908,0.017586902391154624,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,ramp,51,0.009813623669394391,0.012096284135612381,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,piecewise_linear,51,0.011319155969314841,0.013946992744983039,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,first_order_response,51,0.010674003815085566,0.01400246397349945,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,second_order_response,51,0.010945002227625527,0.012810599778696261,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,regime_change,51,0.0173467834512846,0.021109720899796805,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,sine,51,0.01066226336019543,0.012857301291630931,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,chirp,51,0.01895881678809977,0.02186252209301567,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,ramp,51,0.009413279983222986,0.011343214367219728,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,piecewise_linear,51,0.011005785279502031,0.013579609031591573,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,first_order_response,51,0.010915743410846645,0.01305954129827571,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,second_order_response,51,0.010129742928298763,0.012974619398215126,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,regime_change,51,0.034881990554231364,0.03946434609496943,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,sine,51,0.009758401690741514,0.012003633458876005,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,chirp,51,0.024899312643446244,0.03013968811844276,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,ramp,51,0.009085545096195783,0.010776556702328664,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,piecewise_linear,51,0.008196580241700665,0.010651251171822257,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,first_order_response,51,0.008959327684304024,0.011738500723680826,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,second_order_response,51,0.009932647190390484,0.011816995534912436,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,regime_change,51,0.034333516635552036,0.0391211378841091,
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,sine,51,0.011832408151542828,0.013951247745332082,1.0001667848917046
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,chirp,51,0.018927980113107302,0.023730960863309163,1.4134669891082294
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ramp,51,0.011223824352933008,0.014111339557176902,1.0001698803372927
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,piecewise_linear,51,0.012282823717238132,0.016337842843895584,1.0012979920144947
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,first_order_response,51,0.012970095283939897,0.01573150196664503,0.9998916893476554
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,second_order_response,51,0.010867086850632776,0.01379135246436016,0.999421549197508
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,regime_change,51,0.025998125783193077,0.03166267225237786,1.5110335253431804
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,sine,51,0.010692275727768617,0.013322791024978919,0.9916367808033115
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,chirp,51,0.018149737836217466,0.023425836572593783,1.3542553834504412
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ramp,51,0.009830336182899678,0.01175136453087901,0.9999375443265274
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,piecewise_linear,51,0.010960557921186003,0.013540931084544378,1.0001633174789097
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,first_order_response,51,0.010766086343347013,0.013992152446410725,1.000490869004298
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,second_order_response,51,0.010784417698030362,0.012702580711227556,1.0005474342166623
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,regime_change,51,0.024924143820313053,0.029250168596389674,1.716584021082734
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,sine,51,0.011823009440960002,0.013948921276007668,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,chirp,51,0.01299578237885777,0.016789186479891735,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ramp,51,0.01122710378923496,0.014108942725227898,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,piecewise_linear,51,0.012268255280871757,0.01631666394439257,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,first_order_response,51,0.012971410195789502,0.015733206040454743,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,second_order_response,51,0.01087481782693588,0.013799334700591573,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,regime_change,51,0.01816221622899733,0.020954314858888885,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,sine,51,0.010787065360635076,0.013435152147327881,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,chirp,51,0.013627194881848666,0.017297946058673394,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ramp,51,0.009825340393397879,0.011752098516106549,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,piecewise_linear,51,0.010959390537073264,0.013538719974930407,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,first_order_response,51,0.010759798136955082,0.01398528750225967,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,second_order_response,51,0.010779734490877444,0.012695630688586517,1.0
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,regime_change,51,0.013953730974608676,0.017039753508797172,1.0
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,sine,51,0.011789856908984991,0.013903813962641698,0.9967662507749933
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,chirp,51,0.013779806514053741,0.017980602291839988,1.0709632842172074
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ramp,51,0.011217194630241949,0.014105386139502367,0.9997479197559452
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,piecewise_linear,51,0.012264140508701775,0.016314864973322088,0.9998897463919946
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,first_order_response,51,0.012960536211008549,0.015717702201704705,0.9990145785474256
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,second_order_response,51,0.010854876626463263,0.013786836214839613,0.9990942689612838
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,regime_change,51,0.017063779074140646,0.019723210201245924,0.9412481550490436
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,sine,51,0.010793628603477018,0.013448959587624003,1.0010277100061622
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,chirp,51,0.013772649286334215,0.018516728849915988,1.0704582374756269
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ramp,51,0.009828178644413254,0.011747848740233663,0.9996383815310038
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,piecewise_linear,51,0.010965330085326377,0.013544516047703339,1.0004281108394046
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,first_order_response,51,0.010764778355270815,0.013991406326328185,1.0004375186471872
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,second_order_response,51,0.01077579758132602,0.01269405696347349,0.9998760419902226
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,regime_change,51,0.013015047030013051,0.01620641733729844,0.9510945876612298
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,sine,51,0.011817177503233021,0.013944134968428798,0.9996568689804636
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,chirp,51,0.013812508773475049,0.018004836153679465,1.0724067050683905
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ramp,51,0.011229112650036214,0.01410839769010516,0.999961369527586
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,piecewise_linear,51,0.012262738643733036,0.016308140845218703,0.9994776444987215
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,first_order_response,51,0.012972872334162515,0.015735252408007848,1.0001300667866322
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,second_order_response,51,0.010879661246952336,0.013803481403831346,1.0003005002291594
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,regime_change,51,0.017088712423262375,0.019773853995892914,0.9436650221710677
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,sine,51,0.010813206091552325,0.013463568766865379,1.002115094732526
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,chirp,51,0.013828819770544473,0.018589098976482456,1.0746419785001966
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ramp,51,0.009823293605415135,0.011752745040931621,1.000055013564104
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,piecewise_linear,51,0.010958461336733566,0.013537509753171641,0.9999106103264558
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,first_order_response,51,0.010757157356166717,0.013982365604960587,0.9997910734907229
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,second_order_response,51,0.010778537535565569,0.012693449557868221,0.999828198317059
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,regime_change,51,0.012976152297319292,0.016137001019139393,0.9470208011405967
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,sine,51,0.011818734588115724,0.013946052332197836,0.9997943250411222
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,chirp,51,0.014723650969209169,0.019448840120039394,1.1584146821725463
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ramp,51,0.011229370797902538,0.014108580771210093,0.9999743457731133
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,piecewise_linear,51,0.012263265468922563,0.016308772081067333,0.9995163310740398
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,first_order_response,51,0.012973207953416103,0.015735737939477072,1.0001609270873222
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,second_order_response,51,0.010880132633847123,0.013803704550075185,1.0003166710264246
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,regime_change,51,0.017295220308847774,0.020507689471738023,0.978685755647057
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,sine,51,0.010811064964546327,0.01346102351232161,1.0019256473399056
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,chirp,51,0.014209333642859461,0.020184302695623102,1.16686123468991
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ramp,51,0.009823320228860153,0.011752874930530942,1.0000660660241514
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,piecewise_linear,51,0.010958287324613418,0.013537369223349718,0.9999002304809325
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,first_order_response,51,0.010757140060027884,0.01398232712944991,0.9997883223488053
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,second_order_response,51,0.010778779543366205,0.012693670833769113,0.9998456276127214
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,regime_change,51,0.012830032071786448,0.016510671057413693,0.9689501112143243
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,sine,51,0.013033701377797137,0.015460339093589083,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,chirp,51,0.03393031396839633,0.03823671366946969,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,ramp,51,0.015423843805115214,0.018522440438984943,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,piecewise_linear,51,0.012288340898516359,0.014970019637681044,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,first_order_response,51,0.015514771571766475,0.01825995452609877,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,second_order_response,51,0.012521088425920595,0.015165768964569675,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,validation,regime_change,51,0.06720547709273514,0.07596614375715156,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,sine,52,0.012547113450562778,0.01658588368094642,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,chirp,52,0.053420439600155224,0.060625113908078364,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,ramp,52,0.009941129116953929,0.01286310837579478,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,piecewise_linear,52,0.013845600407186333,0.017509414158554636,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,first_order_response,52,0.016358353546008043,0.01997824994255868,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,second_order_response,52,0.01578251899101014,0.019263045145726194,
seed-31415__h-4__c-32__raw,31415,4,32,,,,baseline,raw,test,regime_change,52,0.0682570557837402,0.0755420217147693,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,sine,51,0.01898101704161415,0.022997940215619694,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,chirp,51,0.057586843966926544,0.06488644089610046,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,ramp,51,0.013276237089050425,0.01624184208678543,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,piecewise_linear,51,0.011686635557567653,0.014298452450390905,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,first_order_response,51,0.01299535107154548,0.01555121809147639,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,second_order_response,51,0.010352731985626569,0.012119037752745166,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,validation,regime_change,51,0.1052470171093903,0.11640843220825006,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,sine,52,0.01761052461363924,0.022611762854490288,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,chirp,52,0.08431525926193059,0.09486615311174545,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,ramp,52,0.008063052979748722,0.010211738114436446,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,piecewise_linear,52,0.012370761514904006,0.015536743999451014,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,first_order_response,52,0.013234456373918544,0.016268784584834314,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,second_order_response,52,0.01355241365610981,0.016307883787601625,
seed-31415__h-4__c-32__first_difference,31415,4,32,,,,baseline,first_difference,test,regime_change,52,0.10424346970094879,0.11503106825157526,
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,sine,51,0.01829114027476772,0.022431559799940114,0.9982843613350155
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,chirp,51,0.06418132578533467,0.07974027902540883,1.9354857895278723
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ramp,51,0.01453602361034271,0.017607581957998587,1.0001144688994759
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,piecewise_linear,51,0.012606428269940986,0.015111891558421119,1.003279939578626
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,first_order_response,51,0.014381186205988078,0.016621974333542615,1.000760936055985
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,second_order_response,51,0.011017074474500812,0.012849915993369564,0.9987930495610923
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,regime_change,51,0.09888503286279218,0.1241001179813386,2.3390803134323632
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,sine,52,0.016714055717270776,0.021820575951190226,0.9976703749649236
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,chirp,52,0.06757620299911624,0.0900032297709346,1.8345075345293942
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ramp,52,0.008465575157425397,0.010993104635224753,0.999649963392526
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,piecewise_linear,52,0.013212128910078972,0.016427872700017436,1.0011227693583655
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,first_order_response,52,0.014665503300782643,0.017934546611868364,1.000455719140973
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,second_order_response,52,0.014548162722249292,0.017578574492232452,1.0012685954160498
seed-31415__h-4__c-32__segment,31415,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,regime_change,52,0.09467987530087899,0.11798753839421403,2.5428913218014126
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,sine,51,0.018339313338339908,0.022470110390131894,1.0
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,chirp,51,0.032881562740067635,0.04119910332426675,1.0
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ramp,51,0.014538315961508544,0.017605566668157435,1.0
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,piecewise_linear,51,0.012569637387318621,0.015062487509486194,1.0
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,first_order_response,51,0.014378832006801852,0.01660933569114926,1.0
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,second_order_response,51,0.011025808240092728,0.01286544394658764,1.0
seed-31415__h-4__c-32__absolute_geometry,31415,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,regime_change,51,0.04458432254961118,0.05305509061347033,1.0
