condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,signal,n_examples,mae,rmse,rmse_ratio_vs_reference
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,regime_change,51,0.016517983745476274,0.021640735234533384,1.0250759653402948
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,sine,51,0.011373269661541365,0.014641421427154931,1.0016627312353288
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,chirp,51,0.01668430426724096,0.020768957544039582,1.0085362176870862
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ramp,51,0.01143307966413319,0.014184318355630702,1.0001526771999025
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,piecewise_linear,51,0.009434847322924475,0.011055700553738664,1.0000363504591863
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,first_order_response,51,0.010484303279724067,0.012492417253427136,1.0002095427824316
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,second_order_response,51,0.011369112092140116,0.014236073260453955,1.000068169072577
seed-1729__h-1__c-64__turning_matched,1729,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,regime_change,51,0.015282967882283628,0.018990203674850183,0.9639451265684438
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,sine,51,0.012066452982850362,0.015187310630545141,1.0022887166942729
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,chirp,51,0.01305026023568924,0.01574500246330425,1.0036527538515942
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ramp,51,0.011207444688884722,0.013645866614334704,0.9999953359136603
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,piecewise_linear,51,0.014630704524193808,0.0178191919895429,1.0000467596773588
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,first_order_response,51,0.010393873751754504,0.013846439775130419,1.0000330831206798
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,second_order_response,51,0.01095485694110162,0.013789920321338434,0.9999186567218605
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,regime_change,51,0.01651054042024225,0.021633963946981496,1.024755223736619
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,sine,51,0.011368460866066509,0.014637399940734139,1.001387609513581
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,chirp,51,0.016713028777998646,0.020785590922965547,1.009343931075386
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ramp,51,0.011431708857219253,0.01418281510508408,1.000046681266858
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,piecewise_linear,51,0.009432930938286494,0.011053341460519787,0.9998229601849534
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,first_order_response,51,0.010481458926724176,0.012489897943247015,1.0000078333748552
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,second_order_response,51,0.011367180506525867,0.014234714294733825,0.9999727032559365
seed-1729__h-1__c-64__turning,1729,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,regime_change,51,0.015303721801814609,0.019006701135149195,0.9647825397277902
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,sine,51,0.012230099210152254,0.015360696575537947,1.0137313466981754
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,chirp,51,0.017820043568675226,0.021614015532718783,1.3777683593103642
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ramp,51,0.011205927314567226,0.01364215364359723,0.9997232422808559
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,piecewise_linear,51,0.01463364066570077,0.01782894457582199,1.00059409326648
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,first_order_response,51,0.010394489293719533,0.013847025460800348,1.000075383167172
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,second_order_response,51,0.010958318647880778,0.013790054097969963,0.9999283569773068
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,regime_change,51,0.024257052250441676,0.030454631151496356,1.4425716172935688
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,sine,51,0.011322499083524815,0.01455761549545025,0.9959293207968217
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,chirp,51,0.023763445924639668,0.032163324253848595,1.5618442727535466
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ramp,51,0.011440146675425368,0.014192349647768202,1.0007189728886556
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,piecewise_linear,51,0.009430741746623863,0.011050264236734851,0.9995446118678589
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,first_order_response,51,0.010491848492436538,0.012499214248958878,1.0007537464905836
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,second_order_response,51,0.011369761999174818,0.014237040240387628,1.0001360983276535
seed-1729__h-1__c-64__full_relational,1729,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,regime_change,51,0.022059852550220048,0.02759830735087158,1.4008935516390977
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,sine,51,0.015108333501613638,0.01880741338923777,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,chirp,51,0.059579035792201876,0.067985303280968,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,ramp,51,0.009328193751286172,0.011836838020883004,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,piecewise_linear,51,0.01244973052603953,0.016263171504961815,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,first_order_response,51,0.014345273109090862,0.0171554742967118,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,second_order_response,51,0.014724365896223461,0.01823346187637251,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,validation,regime_change,51,0.11157417827787446,0.12622009794840564,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,sine,52,0.014188785842396615,0.01766928294199918,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,chirp,52,0.08591902494184103,0.09773431285437245,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,ramp,52,0.013740406519307757,0.01654073950438945,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,piecewise_linear,52,0.011985469224182052,0.015030910744977892,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,first_order_response,52,0.01460777355420004,0.01791286770123843,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,second_order_response,52,0.014920007037508934,0.017815657860679516,
seed-1729__h-4__c-64__raw,1729,4,64,,,,baseline,raw,test,regime_change,52,0.11375979852219949,0.12805873817150554,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,sine,51,0.03150115313792159,0.037101558990010886,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,chirp,51,0.08940441918193269,0.10100033802268427,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,ramp,51,0.010702986081762312,0.013272660285446854,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,piecewise_linear,51,0.01558150093029362,0.018903284499943735,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,first_order_response,51,0.013657800611580923,0.016962686963120102,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,second_order_response,51,0.013348760359021286,0.016006025055621757,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,validation,regime_change,51,0.14514354401799207,0.16113989857671446,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,sine,52,0.02788672936356038,0.034572394195955404,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,chirp,52,0.11630881219297752,0.13021880310757425,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,ramp,52,0.013625538960093176,0.01610177925222955,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,piecewise_linear,52,0.01316141367881332,0.01694112690393926,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,first_order_response,52,0.01399135908378175,0.017099246575774864,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,second_order_response,52,0.014148523473937588,0.017342442607819145,
seed-1729__h-4__c-64__first_difference,1729,4,64,,,,baseline,first_difference,test,regime_change,52,0.13972223519287016,0.15810181065807602,
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,sine,51,0.03469188313527386,0.04147123969935949,2.0864065958094122
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,chirp,51,0.07658745391253827,0.09270970303660277,3.1800619985551224
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ramp,51,0.009360615548981762,0.011263050117731925,1.0074699899459865
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,piecewise_linear,51,0.01457963348097116,0.017844308844814763,1.0272424522280694
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,first_order_response,51,0.011618080609774683,0.014387759468866567,1.0068410284186022
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,second_order_response,51,0.011492904537920956,0.014262139665201823,1.007941832326147
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,regime_change,51,0.09492724599442622,0.11708835870723373,2.030320151840061
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,sine,52,0.034150826829383765,0.04155696905505492,1.9548485390457766
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,chirp,52,0.07974538818469258,0.09445275056531946,2.1711521865896843
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ramp,52,0.012087222007459266,0.014185779736857775,1.0056956917146271
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,piecewise_linear,52,0.011289064097664307,0.014203530852183706,1.0039960480890335
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,first_order_response,52,0.011975839098852328,0.015102037961036173,1.006838704193545
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,second_order_response,52,0.012180665858069869,0.014957686903947547,1.0159547891873595
seed-1729__h-4__c-64__segment,1729,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,regime_change,52,0.091399136367806,0.11175913483201151,2.1133949479186924
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,sine,51,0.01602344682786335,0.019876873368141795,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,chirp,51,0.02414197947823545,0.029153426278709628,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ramp,51,0.009145016124793801,0.011179539073253955,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,piecewise_linear,51,0.013952853034884393,0.017371078080068436,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,first_order_response,51,0.011522464711892331,0.014290001164796336,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,second_order_response,51,0.011353294446667675,0.014149764607236699,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,regime_change,51,0.0486759562977487,0.05766989930189956,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,sine,52,0.016673815091410464,0.02125840863115676,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,chirp,52,0.03612962796488688,0.043503514469743446,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ramp,52,0.012031515147504461,0.014105439501955313,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,piecewise_linear,52,0.0111022888148845,0.01414699876480405,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,first_order_response,52,0.011926947200875107,0.014999461083622687,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,second_order_response,52,0.011910736320862366,0.014722787926332708,1.0
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,regime_change,52,0.04418259541345396,0.05288132960764093,1.0
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,sine,51,0.01617327151822358,0.020319106587647826,1.0222486309247627
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,chirp,51,0.02170260542690886,0.027419377770516572,0.9405199069359677
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ramp,51,0.009151596574158453,0.011181787144902502,1.0002010880443117
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,piecewise_linear,51,0.013922370034350559,0.017352713578521126,0.9989428116399763
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,first_order_response,51,0.011525928668744028,0.01429416127293257,1.0002911202097367
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,second_order_response,51,0.011365421857864242,0.014157885278675965,1.0005739085889183
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,regime_change,51,0.04175451830856807,0.04927585302065025,0.8544466631143776
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,sine,52,0.016992161079988202,0.021498869477747973,1.011311328649445
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,chirp,52,0.030065035790624542,0.03622425398408685,0.8326741971451687
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ramp,52,0.01203432647327831,0.014108215917028405,1.0001968329361668
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,piecewise_linear,52,0.011113623177454568,0.014144824985469455,0.9998463434279782
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,first_order_response,52,0.011931395429852432,0.015004010294743365,1.0003032916379673
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,second_order_response,52,0.011921637164071984,0.014730369975929981,1.000514987353972
seed-1729__h-4__c-64__turning_matched,1729,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,regime_change,52,0.03895363334827847,0.046620766995487437,0.8816110967972165
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,sine,51,0.01618144696564263,0.02032499510726861,1.022544880717762
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,chirp,51,0.02176129844016609,0.027468363873454874,0.9422001932415973
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ramp,51,0.009147871822472486,0.011182004005803282,1.0002204860623658
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,piecewise_linear,51,0.013921471613680104,0.017350065172312756,0.9987903509696505
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,first_order_response,51,0.011525596284277326,0.014293749856492085,1.0002623296984037
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,second_order_response,51,0.011369416024090757,0.014162660852227553,1.0009114105675128
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,regime_change,51,0.04182346004604791,0.04934706690432561,0.8556815167301705
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,sine,52,0.01699014827402129,0.02149235982760004,1.0110051133413813
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,chirp,52,0.03013941323075747,0.03630799570098143,0.8345991385646215
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ramp,52,0.012034497142308764,0.01410886681839293,1.0002429783515177
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,piecewise_linear,52,0.011115287750487686,0.014143387477348725,0.9997447311959685
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,first_order_response,52,0.011933312141366174,0.01500369104775224,1.0002820077405428
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,second_order_response,52,0.011920375067653687,0.014727589304009464,1.0003261187827184
seed-1729__h-4__c-64__turning,1729,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,regime_change,52,0.03901355947436201,0.04666232556756624,0.882396980442487
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,sine,51,0.015983845963897236,0.019742027213735802,0.9932159272784763
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,chirp,51,0.04112311181679211,0.051477677755702105,1.7657505249492953
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ramp,51,0.009169131955208694,0.011183403981564569,1.000345712670736
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,piecewise_linear,51,0.01408046977531434,0.017412816204432,1.0024027365585015
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,first_order_response,51,0.011532125077591902,0.014298760311993314,1.0006129563669004
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,second_order_response,51,0.011358724423899335,0.014146699835283104,0.9997834047393249
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,regime_change,51,0.05152912751530812,0.06404436155259817,1.1105336116043583
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,sine,52,0.016579580572787914,0.021049311114191838,0.9901640089532167
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,chirp,52,0.05770481584187089,0.07167348629039212,1.6475332433254513
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ramp,52,0.01203612434517879,0.014108822623190187,1.0002398451487033
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,piecewise_linear,52,0.011113994752397778,0.014147954965793678,1.0000675903776854
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,first_order_response,52,0.011928234712318873,0.015008508459473194,1.0006031800609414
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,second_order_response,52,0.011934253698166187,0.014745668205744316,1.0015540724709269
seed-1729__h-4__c-64__full_relational,1729,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,regime_change,52,0.054135672243960146,0.06284397400485094,1.188396253859897
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,sine,51,0.0403456268356293,0.04936548099125566,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,chirp,51,0.28268170815154914,0.3227302048940899,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,ramp,51,0.014733950599929296,0.017264010918712314,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,piecewise_linear,51,0.029882644101083183,0.03624045694300253,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,first_order_response,51,0.03943267323901077,0.04287883975875517,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,second_order_response,51,0.053039880780064885,0.056455290172768284,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,validation,regime_change,51,0.5240628759870752,0.6044538716121677,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,sine,52,0.03404756728646913,0.04518176928489936,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,chirp,52,0.38408272163867374,0.4398483039704869,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,ramp,52,0.0309959274772356,0.03483972640651919,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,piecewise_linear,52,0.019968516461035694,0.02460446834536981,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,first_order_response,52,0.039564763630632355,0.043911613537600265,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,second_order_response,52,0.04383518105169592,0.04706492888116486,
seed-1729__h-16__c-64__raw,1729,16,64,,,,baseline,raw,test,regime_change,52,0.5241367741212413,0.5946234798899789,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,sine,51,0.1312337667786698,0.1474265484857975,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,chirp,51,0.36529611421132974,0.4098886308170409,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,ramp,51,0.02588816344930228,0.034327676321623174,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,piecewise_linear,51,0.038412208145750276,0.04954129483040363,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,first_order_response,51,0.03559058585186036,0.04426763999261566,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,second_order_response,51,0.035302431844621486,0.04361323636178907,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,validation,regime_change,51,0.5830968149634431,0.6474352892126128,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,sine,52,0.11625000570906224,0.13561487288294505,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,chirp,52,0.4819431148033848,0.5391924282869215,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,ramp,52,0.02891803465420004,0.035366878942466866,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,piecewise_linear,52,0.03336449396308367,0.04524662210310732,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,first_order_response,52,0.035185164876255254,0.04356507692162247,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,second_order_response,52,0.03200555441519758,0.041509108650639115,
seed-1729__h-16__c-64__first_difference,1729,16,64,,,,baseline,first_difference,test,regime_change,52,0.5524811095791338,0.6217335289619433,
