representation,variant,features,role,split,horizon,context_length,tolerance,signal,n_seeds,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max,rmse_ratio_vs_reference_mean,rmse_ratio_vs_reference_median
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,64,0.1,first_order_response,5,0.011402781664884645,0.010683586408342851,0.013796985294607229,0.01395249439131989,0.01248980010596092,0.01483818494245792,0.011515117779841643,0.01618932925345578,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,64,0.1,piecewise_linear,5,0.011050542821335465,0.010973976267992515,0.013431055673207973,0.013515929514017961,0.011970047721538445,0.014617065772890597,0.011055298688554894,0.015996936669037967,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,64,0.1,ramp,5,0.011093163720584146,0.0112663798135406,0.013598846116997151,0.01385087117220596,0.013371775057785688,0.014182153064212269,0.011684653287537572,0.014904778003244272,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,64,0.1,regime_change,5,0.015902632877853796,0.015764720813850594,0.01967828030796601,0.01930640044950375,0.01870015684040684,0.019700502810210335,0.017007547845611686,0.023676793594097443,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,64,0.1,second_order_response,5,0.011017603424913062,0.010780571918300312,0.013900370352562672,0.013255624383988173,0.01266080733698158,0.014235102866693496,0.012582842172658993,0.016767475002491126,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,64,0.1,sine,5,0.01167276746767779,0.011608339058229566,0.014681535268819604,0.01461711708999893,0.014372366373712763,0.014955183504327774,0.014089985567648905,0.015373023808409636,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,chirp,5,0.014725099483987147,0.013956698124146122,0.01829670190232711,0.0179340927805873,0.016671660982991898,0.0194726931690319,0.016313843673907272,0.021091218905117184,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,first_order_response,5,0.011324253575283057,0.010547974269467878,0.013719053861412908,0.013780849763883211,0.012344349329888376,0.014933462127014565,0.011432239628381831,0.01610436845789656,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,piecewise_linear,5,0.010987565344470887,0.010922322876657379,0.013415882162407217,0.013457044093505326,0.01215696626987222,0.014621580541028563,0.010910070589629308,0.01593374931800067,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,ramp,5,0.011043668390278028,0.011207135694120875,0.013569798348768114,0.01381520311440262,0.01335106306924675,0.014094201465016281,0.011678392983708544,0.01491013111146638,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,regime_change,5,0.01602727459976936,0.015575645441217418,0.01983048934312508,0.019356617146187454,0.01903002672956575,0.02053126163843111,0.018591599641948012,0.02164294155949308,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,second_order_response,5,0.010985881814592958,0.010815988029100504,0.013921772682245143,0.013146848029295293,0.012928355732316795,0.014211997756619224,0.012498726157248584,0.016822935735745823,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,1,128,0.1,sine,5,0.011764528202156285,0.011812635519375937,0.014697683658537592,0.014496687832511443,0.014440757369077076,0.01503524384816031,0.014403752217500542,0.01511197702543858,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,chirp,5,0.040627918963218226,0.03726236565964709,0.05453556582810552,0.049061248360597824,0.04806210970217492,0.05697895695301187,0.04222733480683144,0.07634817931791156,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,first_order_response,5,0.012630062030958475,0.012509506916379773,0.015955960697617986,0.0157092731759715,0.014671783929977785,0.017926377218641525,0.012560570278422077,0.01891179888507704,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,piecewise_linear,5,0.012164835368896714,0.011993012630340829,0.01528505803414892,0.014645834940850458,0.01454288937211567,0.016409448673858757,0.014340125012059942,0.016486992171859765,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,ramp,5,0.011323999656802737,0.011920176389582334,0.01406021425602921,0.014833672234912174,0.012906000748913697,0.015399140465544137,0.01099695397168555,0.016165303859090496,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,regime_change,5,0.05250216001143262,0.04866994584382033,0.06811831087251538,0.06304675747800177,0.04805784977040865,0.0792176560590338,0.046398970094652076,0.10387032096048063,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,second_order_response,5,0.013084361005395295,0.013098013168907529,0.016368633352152145,0.016385492798318954,0.01629781965886124,0.01678555461456877,0.0148179970418403,0.01755630264717147,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,32,0.1,sine,5,0.018127062059074873,0.018376224682109362,0.022440793755141554,0.023027632317242544,0.02187152841133265,0.0231279266806342,0.02096116713653212,0.023215714229966246,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,chirp,5,0.03455787208442699,0.03408065431427494,0.04286097182893664,0.043503514469743446,0.04308331479162552,0.04451368425713607,0.03846686055591861,0.044737485070259556,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,first_order_response,5,0.012101353033155448,0.011926947200875107,0.015424397468242534,0.014999461083622687,0.01427084135267371,0.017373633953265022,0.012037370947337967,0.01844068000431328,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,piecewise_linear,5,0.011921295067487302,0.011946347019663048,0.014830116878149549,0.014189700127383593,0.01414699876480405,0.01591553446091494,0.013764876548991133,0.016133474488654025,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,ramp,5,0.010895709367046555,0.011403377610277352,0.0134816216212443,0.014105439501955313,0.012211304381873535,0.014717205864866433,0.010724564295921193,0.01564959406160501,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,regime_change,5,0.04012477419668016,0.04017748017831606,0.048836326809899785,0.048605870426422434,0.04808699828453727,0.04920784672694095,0.04539958900395734,0.05288132960764093,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,second_order_response,5,0.012801989153383736,0.012535922769083194,0.01592118154483625,0.01598334027361641,0.0159325612836779,0.015991736479886533,0.014722787926332708,0.016975481760667707,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,64,0.1,sine,5,0.01628262888443151,0.016575688709540813,0.02043997687845555,0.020493123486953202,0.020348106904478677,0.02067581533200751,0.01942443003768161,0.02125840863115676,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,chirp,5,0.04577788744825725,0.04574300705880947,0.05454463391173499,0.055755209100581744,0.05278526944128251,0.055859323389646394,0.05153478644577589,0.05678858118138839,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,first_order_response,5,0.011927491286286103,0.011718046091605674,0.015159407818267056,0.014705012549083215,0.014156830765812024,0.017095838651967107,0.01186016274160312,0.017979194382869823,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,piecewise_linear,5,0.011836902997854164,0.011821391644902304,0.014691088308281794,0.014103460276774657,0.01402864751816833,0.01564162688989548,0.013763866292555877,0.015917840564014626,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,ramp,5,0.010685400593268361,0.011213752535086476,0.013287928718533631,0.014030156447238809,0.012061660990438544,0.014493534488420348,0.010441165404129486,0.015413126262440966,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,regime_change,5,0.046857131386783796,0.04769969099830511,0.05860135237319225,0.06006311107452014,0.05702124648785136,0.06038369315457159,0.05347267789345242,0.06206603325556574,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,second_order_response,5,0.012924590994180928,0.012762138629764198,0.016121094725838434,0.016178602819614377,0.01594317752247713,0.016188345629112144,0.014918235508396143,0.017377112149592363,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,4,128,0.1,sine,5,0.01564690637939422,0.01586633043435886,0.020183624421869033,0.020235322834116037,0.018989635638793346,0.02088936615341178,0.01839324186886968,0.022410555614154337,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,chirp,5,0.24463299514011383,0.2244687888874925,0.31587237905639387,0.27648176885568776,0.2729235566537347,0.4041280995535553,0.2043644553431523,0.42146401487583934,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,first_order_response,5,0.01519202253469773,0.01664460060298103,0.01900096141374546,0.020808354495148163,0.018357453551357313,0.02092851225027263,0.01359286478860378,0.021317621983345407,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,piecewise_linear,5,0.015035775303900703,0.014689057189778339,0.01875881294503178,0.01858290848170556,0.017207413170340306,0.018868163524453575,0.016327128985830292,0.022808450562829194,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,ramp,5,0.014362934521935345,0.01442983048979362,0.01825187758351801,0.01804880949432848,0.01699064475136297,0.01991228159309957,0.01618905986430701,0.020118592214492033,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,regime_change,5,0.26803247326942736,0.2003997751100551,0.35881838607482797,0.2531926989676538,0.24911845015659664,0.5021861467470636,0.20893693524804957,0.5806576992547763,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,second_order_response,5,0.01624432793684017,0.01626670327209404,0.02059420398605958,0.020800002028712943,0.02018959134179338,0.021319938719934737,0.018863102248992035,0.02179838559086482,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,32,0.1,sine,5,0.08310986249963496,0.08347330392368775,0.09190913742760637,0.09217352211544988,0.0915609079050365,0.09256058499939063,0.09032667521945581,0.09292399689869903,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,chirp,5,0.20559021867154895,0.20165499148192587,0.27543458226347733,0.26695273706907924,0.2595546007427682,0.28344821208351173,0.2545826558876646,0.3126347055343627,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,first_order_response,5,0.01321607044863174,0.013692904220251276,0.01695894488595686,0.0182174106673623,0.01588363267324042,0.018657782378608843,0.013253025386325073,0.01878287332424765,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,piecewise_linear,5,0.014702019593259447,0.015177827108342505,0.018395526100992522,0.018530767198638498,0.016804588352284405,0.01894054016915511,0.01602646235838703,0.021675272426497572,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,ramp,5,0.012211743054589955,0.011846807044191412,0.015455708202986437,0.014455774401610763,0.01433973990707643,0.017083926343465217,0.013524610059155626,0.017874490303624143,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,regime_change,5,0.2525508462674223,0.25250094883868085,0.3168001404811712,0.3128638818224111,0.30840297667513633,0.31327532372753053,0.30145536068605444,0.3480031594947238,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,second_order_response,5,0.017518862879242824,0.017596507144388242,0.021761484962227805,0.021605685406684536,0.02119010784612036,0.0221602879579977,0.021032680472140977,0.022818663128195464,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,64,0.1,sine,5,0.053430572435701706,0.053357430844085604,0.06192864211252488,0.06178997335363619,0.06175539216121907,0.062388689293142376,0.059799502940601774,0.06390965281402496,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,chirp,5,0.30036174508503743,0.2951293903537297,0.3562721712487448,0.35045613682984694,0.3488580147610544,0.3715219924092603,0.31881519040297657,0.39170952184058566,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,first_order_response,5,0.011913571244465524,0.012725409200010572,0.01560672384234682,0.017144984721550023,0.014647909005163521,0.017188937855144547,0.011667644182960882,0.01738414344691513,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,piecewise_linear,5,0.013834976749288113,0.013291001525625686,0.017338751240032018,0.016782489440644314,0.016567154042734088,0.0171027220236009,0.016129349924684712,0.020112040768496067,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,ramp,5,0.011406975511347124,0.01103591686858764,0.01446034625858349,0.013754814988773128,0.013483284150555807,0.01603612962305216,0.012520227985041264,0.016507274545495085,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,regime_change,5,0.31792867763238986,0.32054138749314914,0.38909916123919813,0.39039467382299214,0.3844095448072987,0.4130006551116234,0.34447268906433604,0.4132182433897403,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,second_order_response,5,0.02079091152349364,0.02065355035344659,0.025853647027734496,0.025402929024624356,0.025036873527343944,0.025500599107737654,0.0243786469372113,0.02894918654175521,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,test,16,128,0.1,sine,5,0.04316005047865628,0.04445465880096015,0.0563599348606623,0.05333535115040778,0.045324388578730425,0.06645557957639017,0.042896325182064,0.07378802981571912,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,chirp,5,0.014729818155756132,0.014777644569560664,0.018328328592945798,0.017681081522855167,0.016789186479891735,0.02130498816922686,0.014367943524260613,0.021498443268494618,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,first_order_response,5,0.011072756882357603,0.01060944751802994,0.014013978857139139,0.014047961310427876,0.013126646500524421,0.01467490825502704,0.012487172179261614,0.015733206040454743,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,piecewise_linear,5,0.013153619635270638,0.012812668689136929,0.01632063349596666,0.01631666394439257,0.015242970930427882,0.01731463815212381,0.014099559851464123,0.01862933460142492,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,ramp,5,0.011762231992375444,0.011946004820652393,0.014248617040611432,0.014108942725227898,0.014082109719194123,0.014276906541188003,0.013931150655900306,0.014843975561546837,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,regime_change,5,0.01924733685071916,0.01816221622899733,0.0233086957252925,0.020954314858888885,0.020666205465575453,0.02254305267867382,0.020554861991367954,0.03182504363195639,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,second_order_response,5,0.011255043868553027,0.010936355811390845,0.014181915476886544,0.01381172091040816,0.013799334700591573,0.014789628950087943,0.0135889799083806,0.014919912914964445,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,32,0.1,sine,5,0.011992906414027307,0.012088353381280972,0.01493407145567828,0.014909010979222153,0.014899384168535116,0.015247932000536202,0.013948921276007668,0.015665108854090254,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,chirp,5,0.01311917985664723,0.012568176902578991,0.016281469062754787,0.015459536611211204,0.015362353568808162,0.015687699159775727,0.014664414396502583,0.020233341577476267,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,first_order_response,5,0.010930333503641637,0.010393454412664826,0.0138825478954236,0.013845981706846679,0.012933301206998425,0.014635004205670316,0.01255026391849108,0.015448188439111499,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,piecewise_linear,5,0.01313228546211175,0.01260549435935336,0.016319276890024974,0.016407217157356185,0.015187003969880502,0.017818358808833937,0.014147205179833026,0.018036599334221217,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,ramp,5,0.011588921291596287,0.011752336085715211,0.01404440682477472,0.013965706021369116,0.013728645503381395,0.014120121283376207,0.013645930260131623,0.014761631055615246,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,regime_change,5,0.01683719196822985,0.017091304866959228,0.020883691522935677,0.02111134780859807,0.02046511136822748,0.02162520563272369,0.016440472590657524,0.02477632021447162,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,second_order_response,5,0.011196479822717851,0.010955377419950483,0.014057621287415228,0.013827666794810572,0.01379104212991424,0.014543256475666549,0.01333315663331891,0.01479298440336587,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,64,0.1,sine,5,0.012155321848214445,0.012051108905108502,0.015203601782782922,0.015152630552038542,0.014987429534373561,0.015434219158318293,0.014249188726774824,0.016194540942409394,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,chirp,5,0.012173311601819711,0.011633305778489594,0.015370422293244996,0.014758744142402356,0.014098041536562118,0.015191994379365715,0.0137992173331334,0.01900411407476139,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,first_order_response,5,0.010878296814830584,0.010340130917809005,0.013768258333580172,0.013792404259914171,0.012761887637108532,0.014455106141535166,0.012327551535670665,0.01550434209367232,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,piecewise_linear,5,0.0130270583293375,0.012910895170270732,0.016146051600471483,0.015784595733905844,0.01538640305540779,0.017594622297844163,0.014143307680850474,0.017821329234349138,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,ramp,5,0.011610868169586716,0.011818233778482864,0.014055573049786208,0.013917386871155664,0.013905318543133855,0.01408200656570062,0.013663718938867524,0.014709434330073379,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,regime_change,5,0.016717180200232256,0.017317634481105397,0.020824881836368415,0.021807765931765283,0.01938733653393053,0.02206674966238549,0.017694048806628632,0.02316850824713215,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,second_order_response,5,0.011399066973518942,0.011292505032522658,0.014346859948922906,0.014223795058917911,0.013862363338430066,0.014967571195871051,0.013546795902247206,0.015133774249148288,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,1,128,0.1,sine,5,0.012379815920240792,0.012402367343706134,0.015365575806759952,0.015443977358939386,0.015148655660009336,0.015680897624375984,0.014754164905055335,0.015800183485419717,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,chirp,5,0.038382077793533066,0.03628385156699293,0.047594404792716274,0.043125294986966475,0.04119910332426675,0.049867225861869015,0.040135795700280454,0.06364460409019866,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,first_order_response,5,0.013711614241290651,0.014206968054083693,0.016863475469540874,0.01660933569114926,0.016387280861315023,0.01762761191440056,0.014937454459944493,0.018755694420895027,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,piecewise_linear,5,0.013326382316004474,0.012598931819062935,0.01641969519529324,0.015567035202892616,0.015062487509486194,0.016756198371271683,0.01348196545526522,0.021230789437550496,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,ramp,5,0.012559845490605865,0.012907906472846358,0.01533340350602134,0.01594351099337121,0.01490310947805222,0.01616659894452221,0.012048231446003626,0.017605566668157435,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,regime_change,5,0.056740626685793896,0.05256127769500548,0.07166492185161974,0.0675622747367923,0.05305509061347033,0.08165703853483275,0.04327249063630306,0.11277771473670023,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,second_order_response,5,0.012466702689107486,0.01243537712610383,0.01528219520841632,0.015544936915835432,0.013971627532656924,0.015963444386025344,0.01286544394658764,0.01806552326097627,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,32,0.1,sine,5,0.01963944683364402,0.020006492797970413,0.02411076409995717,0.024412065766504346,0.02409689565805514,0.02441271775851762,0.022470110390131894,0.02516203092657685,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,chirp,5,0.024084046839533708,0.02450612445046938,0.030000412254499682,0.030172403934898395,0.029153426278709628,0.0305557831794037,0.02894131345706961,0.03117913442241707,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,first_order_response,5,0.013106456903745765,0.01365702520169233,0.01621195878674702,0.01591638952144463,0.015909715150447142,0.017131743460206,0.014290001164796336,0.017811944636841,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,piecewise_linear,5,0.013717416403604115,0.013896938846395738,0.017393269487699092,0.01696145449170607,0.01566431851008926,0.017371078080068436,0.013864991708433354,0.023104504648198354,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,ramp,5,0.012028488925457832,0.012134252906182487,0.01467819017970591,0.015363419677402792,0.014231144691473562,0.015746254070774554,0.011179539073253955,0.0168705933856247,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,regime_change,5,0.04290594299015419,0.0420977921200642,0.05171300034015066,0.05078752317663183,0.04946095500487901,0.05297102504648534,0.047675599170857584,0.05766989930189956,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,second_order_response,5,0.012382643566945187,0.012367261388432922,0.015150865911304537,0.015230935509503525,0.014149764607236699,0.01568093862578837,0.013120617895787095,0.01757207291820699,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,64,0.1,sine,5,0.018183033029459346,0.01897410934539046,0.023396991575850373,0.023464552044195883,0.021889461224928974,0.025180802595465235,0.019876873368141795,0.026573268646519974,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,chirp,5,0.025772518506502314,0.026576937446578807,0.03238132216551644,0.032718960138620135,0.03044592814980514,0.034358414847801104,0.029703551922922577,0.03467975576843321,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,first_order_response,5,0.012963939734189281,0.013521486402535832,0.015980399923490655,0.0158018915674207,0.015631914893981812,0.01681656688455868,0.014055886401433912,0.017595739870058167,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,piecewise_linear,5,0.013304554094105275,0.01283154149401532,0.016917078062626188,0.015759010097160294,0.01575150206760523,0.01648512373890776,0.014880970064580766,0.021708784344876893,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,ramp,5,0.011926352691776337,0.012117032222339633,0.014584569701008313,0.015335649876920399,0.014230474025703458,0.015602841103606387,0.011103184588605316,0.01665069891020601,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,regime_change,5,0.055330463351773065,0.05280424078793335,0.06728708145242364,0.06493775575835573,0.062321998271933986,0.07047353016018434,0.06169466579540838,0.07700745727623577,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,second_order_response,5,0.013706072949009376,0.013451399985308813,0.017308005625962488,0.0178646045094465,0.016251118064816942,0.01810190874517355,0.01434767390277844,0.019974722907597005,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,4,128,0.1,sine,5,0.017755312719008452,0.01805264242838228,0.024281663092667678,0.023004759027890294,0.02287417439024956,0.02315050230873012,0.021874337091901848,0.030504542644566566,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,chirp,5,0.20760900199721227,0.19416706116325166,0.25182301317648276,0.24505270336033613,0.23334413154022687,0.3062929187421285,0.15994357165864417,0.31448174058107814,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,first_order_response,5,0.016030455951961512,0.01617444904937244,0.01995362824839541,0.020071944803441138,0.019759344363058963,0.020312954237073945,0.01728002583768311,0.022343872000719883,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,piecewise_linear,5,0.027193943003933452,0.027061633251695454,0.04092320296716271,0.037817269387247734,0.0377735512763649,0.03808932020032336,0.037557953132910535,0.05337792083896703,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,ramp,5,0.015513484342188744,0.015576570829538918,0.019317840688431502,0.01981074924950174,0.01798130456386796,0.02014923268488281,0.01744763092442472,0.02120028601948029,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,regime_change,5,0.3251255658878581,0.2547167029785088,0.4030184311734099,0.2988600436248907,0.2828911534190762,0.5782073015743955,0.21737770412443438,0.6377559531242526,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,second_order_response,5,0.01880773041110101,0.018437469269264088,0.022921986483861706,0.02232820799452504,0.022288208822548443,0.0225443219290131,0.02179500107578044,0.025654192597441516,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,32,0.1,sine,5,0.0855592171408808,0.08593214384899672,0.09516693194106593,0.09601837084823817,0.09382787355148456,0.0964170134583379,0.09189117905856507,0.09768022278870392,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,64,0.1,chirp,5,0.12184762010968109,0.1205707739731255,0.1456316663137835,0.13988398321393944,0.1388531353385775,0.15492881370446607,0.12209594403720155,0.17239645527473293,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,64,0.1,first_order_response,5,0.013718503055750366,0.013716446547816159,0.017100311065884364,0.016816970132088896,0.01674038850653417,0.017678564378158304,0.014704315092333466,0.019561317220306976,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,64,0.1,piecewise_linear,5,0.029017744729775263,0.028723983552254185,0.04445293858714365,0.04403610444081705,0.04040353946701509,0.04527982036426048,0.04039005541465004,0.05215517324897561,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,64,0.1,ramp,5,0.012805945550742076,0.013091362673735923,0.015837577652206437,0.015536133124106217,0.01544757860022645,0.01737121160904409,0.012992621421675005,0.017840343505980415,1.0,1.0
vectorchain,absolute_geometry,"dt,dy,theta,r",reference,validation,16,64,0.1,regime_change,5,0.2888774343594853,0.2808438362705807,0.35990506837347996,0.3586240554972204,0.346127583823984,0.3836057951803021,0.3240671112145238,0.3871007961513695,1.0,1.0
