representation,variant,features,role,split,horizon,context_length,tolerance,signal,n_seeds,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max,rmse_ratio_vs_reference_mean,rmse_ratio_vs_reference_median
first_difference,,,baseline,test,4,128,,first_order_response,5,0.01934296878000294,0.018584208938332035,0.023982404673004963,0.022403062053193437,0.021722547813659586,0.02765779786513795,0.02005473254830028,0.028073883084733565,,
first_difference,,,baseline,test,4,128,,piecewise_linear,5,0.018666751199861532,0.018648687239882368,0.02333198425417413,0.022645738165949367,0.022465682565423892,0.023641863405950793,0.0217537241176666,0.02615291301588001,,
first_difference,,,baseline,test,4,128,,ramp,5,0.01783567672034297,0.01759580792666813,0.022275565217009748,0.02167192482989658,0.020966972042699417,0.024425098002589078,0.01845929546829762,0.025854535741566036,,
first_difference,,,baseline,test,4,128,,regime_change,5,0.10190061654121363,0.10198791772066224,0.11665686974888086,0.11716711722276078,0.11630317677585292,0.11717445952216801,0.11518756952736864,0.11745202569625392,,
first_difference,,,baseline,test,4,128,,second_order_response,5,0.019482701414400505,0.019929722802090065,0.024195005100006762,0.024410815913583128,0.023465320469972562,0.025216289966922278,0.022050238352850592,0.025832360796705246,,
first_difference,,,baseline,test,4,128,,sine,5,0.041097552127276726,0.04104839296293964,0.04935691997627866,0.04926866735838385,0.04826072355503982,0.050028810882036735,0.04803029963259615,0.05119609845333675,,
first_difference,,,baseline,test,16,32,,chirp,5,0.38379701466020943,0.38608714913025366,0.4303025198016587,0.43430895538717745,0.42392631728749297,0.4345532914201524,0.4211726269470865,0.437551407966384,,
first_difference,,,baseline,test,16,32,,first_order_response,5,0.024500375222987956,0.02462771466217028,0.03031930034304236,0.030690248681505508,0.028850776914488476,0.03079696125116268,0.02584363011311982,0.03541488475493531,,
first_difference,,,baseline,test,16,32,,piecewise_linear,5,0.023790222434172288,0.02318187248831287,0.029637913700221834,0.02826404741263663,0.027477270735575595,0.03105065036625235,0.02493482800423216,0.03646277198241243,,
first_difference,,,baseline,test,16,32,,ramp,5,0.022820718053007873,0.025052894663173533,0.028531910053969933,0.030285612847031726,0.025227674215371535,0.03257340520791716,0.021713594308183943,0.032859263691345314,,
first_difference,,,baseline,test,16,32,,regime_change,5,0.48123494842181647,0.48239461930127453,0.532509074135676,0.5334516871913583,0.531570351274743,0.5342964504042663,0.5242897436268492,0.5389371381811635,,
first_difference,,,baseline,test,16,32,,second_order_response,5,0.024337533921091503,0.024932542493631187,0.03103024883241957,0.031100431935233118,0.027332407995073603,0.032763627115330075,0.02674655127455272,0.037208225841908346,,
first_difference,,,baseline,test,16,32,,sine,5,0.08277989048990089,0.0828725500080001,0.09435175620424412,0.0937122332407432,0.09327240593331115,0.09498044022911582,0.09301911039456608,0.09677459122348436,,
first_difference,,,baseline,test,16,64,,chirp,5,0.46843968266060043,0.47355430881910543,0.5286612009171983,0.5343614484233641,0.516572353624388,0.5369218652820585,0.5162579089692592,0.5391924282869215,,
first_difference,,,baseline,test,16,64,,first_order_response,5,0.039255748700331744,0.04271171259187656,0.04769746317719787,0.05031761982789618,0.04356507692162247,0.05124259286206456,0.04117623391218873,0.05218579236221741,,
first_difference,,,baseline,test,16,64,,piecewise_linear,5,0.03677573515520859,0.035639772732064645,0.04640366548934407,0.04524662210310732,0.04329308873181901,0.04531899012433546,0.042694565671543935,0.055465060815914624,,
first_difference,,,baseline,test,16,64,,ramp,5,0.03538366994031802,0.03778927627271834,0.044204104154535,0.044449960802903796,0.040108092512639436,0.04971037742059993,0.035366878942466866,0.05138521109406496,,
first_difference,,,baseline,test,16,64,,regime_change,5,0.5517623129001278,0.5524811095791338,0.6202307182321918,0.6217335289619433,0.6158810365974798,0.6217651356084954,0.6152493983819124,0.6265244916111276,,
first_difference,,,baseline,test,16,64,,second_order_response,5,0.037447899833143866,0.03898304868472887,0.04801821523822535,0.0489419211815205,0.04619160658660069,0.04934681111397292,0.041509108650639115,0.05410162865839354,,
first_difference,,,baseline,test,16,64,,sine,5,0.12102312912442696,0.1214364105500551,0.13898738487541015,0.13880287536995015,0.13861231891241113,0.1405528337158956,0.13561487288294505,0.14135402349584877,,
first_difference,,,baseline,test,16,128,,chirp,5,0.3634349951665009,0.3682045598216984,0.41520441215184417,0.4133363953168053,0.4111877148211691,0.42318981672519573,0.39838004390881754,0.42992808998723286,,
first_difference,,,baseline,test,16,128,,first_order_response,5,0.05889343983953266,0.06180883764155573,0.0718252461394297,0.07305409024812602,0.0689838309234135,0.07558189643530304,0.06449088110069065,0.07701553198961526,,
first_difference,,,baseline,test,16,128,,piecewise_linear,5,0.05639917456212186,0.05424818737330084,0.07152898480993411,0.07047720684435455,0.06664258569285451,0.07200604015952455,0.06583787447602314,0.08268121687691378,,
first_difference,,,baseline,test,16,128,,ramp,5,0.05460294665794289,0.05730879660500781,0.06815446249199349,0.06728730596603627,0.06307579730690167,0.07552084823255267,0.05896008392668408,0.07592827702779269,,
first_difference,,,baseline,test,16,128,,regime_change,5,0.37310193035890943,0.36810725549581363,0.4331684034599815,0.43618907574507493,0.42585157245341854,0.4384278664480739,0.4233552178730829,0.44201828478025706,,
