condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,rmse_ratio_vs_reference,beats_reference,practical_improvement_vs_reference
seed-104729__h-1__c-128__turning_matched,104729,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.6218487394957983,10.487394957983193,83.89915966386555,48.82051282051282,12.205128205128204,0.012203518863107995,0.015050925023419663,0.7041077652882393,True,True,True,True,2.637494,0.0002726,0.0002726,0.0002726,3.53e-05,3.53e-05,3.53e-05,81984,296,1.0046100803824767,False,False
seed-104729__h-1__c-128__turning_matched,104729,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,2.6022408963585435,10.408963585434174,83.27170868347339,49.18837459634015,12.297093649085037,0.012490381257217648,0.01630257414899377,0.6938425420391781,True,True,True,True,2.637494,0.0002726,0.0002726,0.0002726,3.52e-05,3.52e-05,3.52e-05,81984,296,1.0398400116321123,False,False
seed-104729__h-1__c-128__turning,104729,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.6218487394957983,13.109243697478991,104.87394957983193,48.82051282051282,9.764102564102565,0.012202528766720832,0.015049196463198668,0.7040269003133306,True,True,True,True,2.5375668,0.0002852,0.0002852,0.0002852,4.34e-05,4.34e-05,4.34e-05,102480,368,1.0044947034857172,False,False
seed-104729__h-1__c-128__turning,104729,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,2.6022408963585435,13.011204481792717,104.08963585434174,49.18837459634015,9.83767491926803,0.012489180699753397,0.016299916673690778,0.6937294390774751,True,True,True,True,2.5375668,0.0002852,0.0002852,0.0002852,3.72e-05,3.72e-05,3.72e-05,102480,368,1.0396705077780142,False,False
seed-104729__h-1__c-128__full_relational,104729,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.6218487394957983,15.731092436974789,125.84873949579831,48.82051282051282,8.136752136752138,0.012230616020910589,0.015099387662214045,0.7063749296152416,True,True,True,True,2.6091013,0.0003669,0.0003669,0.0003669,3.9e-05,3.9e-05,3.9e-05,122976,440,1.007844835414411,False,False
seed-104729__h-1__c-128__full_relational,104729,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,2.6022408963585435,15.61344537815126,124.90756302521008,49.18837459634015,8.19806243272336,0.012506260673342269,0.01635502697426767,0.6960749503259043,True,True,True,True,2.6091013,0.0003669,0.0003669,0.0003669,4.05e-05,4.05e-05,4.05e-05,122976,440,1.043185651771177,False,False
seed-104729__h-4__c-128__raw,104729,4,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04468741178346794,0.07378284517394984,1.0,,,,,0.0671396,0.0002298,0.0002298,0.0002298,2.9e-05,2.9e-05,2.9e-05,20328,80,,,
seed-104729__h-4__c-128__raw,104729,4,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04682920582197804,0.07750896413382904,1.0,,,,,0.0671396,0.0002298,0.0002298,0.0002298,2.9e-05,2.9e-05,2.9e-05,20328,80,,,
seed-104729__h-4__c-128__first_difference,104729,4,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.045071126222570985,0.06703325020004686,0.9085208091665455,,,,,0.0675796,0.0002308,0.0002308,0.0002308,3.02e-05,3.02e-05,3.02e-05,20328,80,,,
seed-104729__h-4__c-128__first_difference,104729,4,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04481115793301812,0.06657358625267894,0.8589146687308478,,,,,0.0675796,0.0002308,0.0002308,0.0002308,3.92e-05,3.92e-05,3.92e-05,20328,80,,,
seed-104729__h-4__c-128__segment,104729,4,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.6218487394957983,5.243697478991597,41.94957983193277,48.82051282051282,24.41025641025641,0.03514908010741443,0.05384018857355877,0.7297114721806346,True,True,True,True,2.6366031,0.0002382,0.0002382,0.0002382,3.17e-05,3.17e-05,3.17e-05,40656,152,1.6285101974083933,False,False
seed-104729__h-4__c-128__segment,104729,4,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.6043956043956045,5.208791208791209,41.67032967032967,49.14767932489451,24.573839662447256,0.03539268969194025,0.05626754410702887,0.7259488594103235,True,True,True,True,2.6366031,0.0002382,0.0002382,0.0002382,3.26e-05,3.26e-05,3.26e-05,40656,152,1.710908848623296,False,False
seed-104729__h-4__c-128__absolute_geometry,104729,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.6218487394957983,10.487394957983193,83.89915966386555,48.82051282051282,12.205128205128204,0.021540437406906678,0.0330610079440951,0.4480852949781312,True,True,True,True,2.5517839,0.0002635,0.0002635,0.0002635,3.47e-05,3.47e-05,3.47e-05,81312,296,1.0,False,False
seed-104729__h-4__c-128__absolute_geometry,104729,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.6043956043956045,10.417582417582418,83.34065934065934,49.14767932489451,12.286919831223628,0.021297256202102297,0.03288751715341542,0.42430598216524934,True,True,True,True,2.5517839,0.0002635,0.0002635,0.0002635,3.66e-05,3.66e-05,3.66e-05,81312,296,1.0,False,False
seed-104729__h-4__c-128__turning_matched,104729,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.6218487394957983,10.487394957983193,83.89915966386555,48.82051282051282,12.205128205128204,0.022622370739730488,0.03479206088941602,0.4715467505677036,True,True,True,True,2.4998364,0.0002534,0.0002534,0.0002534,3.48e-05,3.48e-05,3.48e-05,81312,296,1.0523593517852834,False,False
seed-104729__h-4__c-128__turning_matched,104729,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.6043956043956045,10.417582417582418,83.34065934065934,49.14767932489451,12.286919831223628,0.025805415590739362,0.04071442069870878,0.5252866059261245,True,True,True,True,2.4998364,0.0002534,0.0002534,0.0002534,3.45e-05,3.45e-05,3.45e-05,81312,296,1.2379901014960177,False,False
seed-104729__h-4__c-128__turning,104729,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.6218487394957983,13.109243697478991,104.87394957983193,48.82051282051282,9.764102564102565,0.02262206106775175,0.03479138484619092,0.4715375879605487,True,True,True,True,2.5149039,0.0004003,0.0004003,0.0004003,3.63e-05,3.63e-05,3.63e-05,101640,368,1.0523389034303436,False,False
seed-104729__h-4__c-128__turning,104729,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,2.6043956043956045,13.021978021978022,104.17582417582418,49.14767932489451,9.829535864978903,0.025804774157043384,0.040713193647886656,0.5252707748434126,True,True,True,True,2.5149039,0.0004003,0.0004003,0.0004003,3.86e-05,3.86e-05,3.86e-05,101640,368,1.237952790962164,False,False
seed-104729__h-4__c-128__full_relational,104729,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.6218487394957983,15.731092436974789,125.84873949579831,48.82051282051282,8.136752136752138,0.02295439208030619,0.0353154711537238,0.47864067955721046,True,True,True,True,2.5053606,0.0003356,0.0003356,0.0003356,3.74e-05,3.74e-05,3.74e-05,121968,440,1.0681910005115667,False,False
seed-104729__h-4__c-128__full_relational,104729,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,2.6043956043956045,15.626373626373626,125.01098901098901,49.14767932489451,8.19127988748242,0.025972315341068232,0.040738126027967454,0.5255924457670201,True,True,True,True,2.5053606,0.0003356,0.0003356,0.0003356,3.82e-05,3.82e-05,3.82e-05,121968,440,1.2387109017056563,False,False
seed-104729__h-16__c-128__raw,104729,16,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1702603346954598,0.29804339821464515,1.0,,,,,0.0529995,0.0001991,0.0001991,0.0001991,2.62e-05,2.62e-05,2.62e-05,19824,80,,,
seed-104729__h-16__c-128__raw,104729,16,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1794003420897166,0.3052819641550858,1.0,,,,,0.0529995,0.0001991,0.0001991,0.0001991,2.74e-05,2.74e-05,2.74e-05,19824,80,,,
seed-104729__h-16__c-128__first_difference,104729,16,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16266773526755643,0.25331020022096534,0.8499104551161244,,,,,0.0595712,0.0002072,0.0002072,0.0002072,2.74e-05,2.74e-05,2.74e-05,19824,80,,,
seed-104729__h-16__c-128__first_difference,104729,16,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.15756882107979267,0.24326769573725232,0.7968623250002096,,,,,0.0595712,0.0002072,0.0002072,0.0002072,2.84e-05,2.84e-05,2.84e-05,19824,80,,,
seed-104729__h-16__c-128__segment,104729,16,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.607843137254902,5.215686274509804,41.72549019607843,49.08270676691729,24.541353383458645,0.12547438616060463,0.20779664738894152,0.6972026511363636,True,True,True,True,2.4197314,0.0002237,0.0002237,0.0002237,3.2e-05,3.2e-05,3.2e-05,39648,152,1.1490367013081184,False,False
seed-104729__h-16__c-128__segment,104729,16,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.60989010989011,5.21978021978022,41.75824175824176,49.04421052631579,24.522105263157894,0.12932980437248895,0.22629468059264907,0.741264493691771,True,True,True,True,2.4197314,0.0002237,0.0002237,0.0002237,3.33e-05,3.33e-05,3.33e-05,39648,152,1.100078805034386,False,False
seed-104729__h-16__c-128__absolute_geometry,104729,16,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.607843137254902,10.431372549019608,83.45098039215686,49.08270676691729,12.270676691729323,0.09086021590174918,0.18084422120927546,0.6067714376247815,True,True,True,True,2.4057053,0.0002585,0.0002585,0.0002585,3.39e-05,3.39e-05,3.39e-05,79296,296,1.0,False,False
seed-104729__h-16__c-128__absolute_geometry,104729,16,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.60989010989011,10.43956043956044,83.51648351648352,49.04421052631579,12.261052631578947,0.10450364897008702,0.2057076998093565,0.6738285387369143,True,True,True,True,2.4057053,0.0002585,0.0002585,0.0002585,3.46e-05,3.46e-05,3.46e-05,79296,296,1.0,False,False
seed-104729__h-16__c-128__turning_matched,104729,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.607843137254902,10.431372549019608,83.45098039215686,49.08270676691729,12.270676691729323,0.0936788975780902,0.17806427902542316,0.5974441309288275,True,True,True,True,2.4026924,0.0002459,0.0002459,0.0002459,3.33e-05,3.33e-05,3.33e-05,79296,296,0.9846279733725342,True,True
seed-104729__h-16__c-128__turning_matched,104729,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.60989010989011,10.43956043956044,83.51648351648352,49.04421052631579,12.261052631578947,0.12226463312527079,0.23376740361181048,0.765742595566683,True,True,True,True,2.4026924,0.0002459,0.0002459,0.0002459,3.4e-05,3.4e-05,3.4e-05,79296,296,1.1364057049320897,False,False
seed-104729__h-16__c-128__turning,104729,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.607843137254902,13.03921568627451,104.31372549019608,49.08270676691729,9.816541353383458,0.09366751219998237,0.178038886808742,0.5973589345553019,True,True,True,True,2.6434774,0.0003256,0.0003256,0.0003256,4.19e-05,4.19e-05,4.19e-05,99120,368,0.9844875640384047,True,True
seed-104729__h-16__c-128__turning,104729,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,2.60989010989011,13.04945054945055,104.3956043956044,49.04421052631579,9.808842105263158,0.12225131446445299,0.23373590755453336,0.7656394251833153,True,True,True,True,2.6434774,0.0003256,0.0003256,0.0003256,4.06e-05,4.06e-05,4.06e-05,99120,368,1.1362525941962918,False,False
seed-104729__h-16__c-128__full_relational,104729,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.607843137254902,15.647058823529411,125.17647058823529,49.08270676691729,8.180451127819548,0.09538182116984362,0.18124764242666985,0.608125002977381,True,True,True,True,2.6499127,0.0003013,0.0003013,0.0003013,4.12e-05,4.12e-05,4.12e-05,118944,440,1.002230766428127,False,False
seed-104729__h-16__c-128__full_relational,104729,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,2.60989010989011,15.659340659340659,125.27472527472527,49.04421052631579,8.174035087719298,0.1237186438510636,0.23652009365837845,0.7747594729776577,True,True,True,True,2.6499127,0.0003013,0.0003013,0.0003013,4.32e-05,4.32e-05,4.32e-05,118944,440,1.149787265511101,False,False
seed-8675309__h-1__c-32__raw,8675309,1,32,,,,baseline,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.013066402590687925,0.016336567181238135,1.0,,,,,0.0618657,0.0002222,0.0002222,0.0002222,2.78e-05,2.78e-05,2.78e-05,24528,80,,,
seed-8675309__h-1__c-32__raw,8675309,1,32,,,,baseline,raw,test,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.013718733570580247,0.017239470287381264,1.0,,,,,0.0618657,0.0002222,0.0002222,0.0002222,2.75e-05,2.75e-05,2.75e-05,24528,80,,,
seed-8675309__h-1__c-32__first_difference,8675309,1,32,,,,baseline,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.014746360507623806,0.019667308290078143,1.203882558183045,,,,,0.0685252,0.0002244,0.0002244,0.0002244,2.82e-05,2.82e-05,2.82e-05,24528,80,,,
seed-8675309__h-1__c-32__first_difference,8675309,1,32,,,,baseline,first_difference,test,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.016143416338431794,0.02136857206028467,1.2395144226633097,,,,,0.0685252,0.0002244,0.0002244,0.0002244,2.78e-05,2.78e-05,2.78e-05,24528,80,,,
seed-8675309__h-1__c-32__segment,8675309,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.2128851540616246,2.425770308123249,19.406162464985993,26.38337182448037,13.191685912240185,0.015416506806408934,0.020478837431673096,1.2535581805210696,False,True,True,False,0.7348011,0.0002824,0.0002824,0.0002824,3.22e-05,3.22e-05,3.22e-05,49056,152,1.2226677455868404,False,False
seed-8675309__h-1__c-32__segment,8675309,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,1.226890756302521,2.453781512605042,19.630252100840337,26.082191780821915,13.041095890410958,0.015322548400399262,0.020360251110422473,1.1810253314642456,False,True,True,False,0.7348011,0.0002824,0.0002824,0.0002824,3.25e-05,3.25e-05,3.25e-05,49056,152,1.3045282960019142,False,False
seed-8675309__h-1__c-32__absolute_geometry,8675309,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.2128851540616246,4.851540616246498,38.812324929971986,26.38337182448037,6.595842956120093,0.013381238373742091,0.016749307001505898,1.0252647827226382,True,True,True,True,0.7560753,0.0002865,0.0002865,0.0002865,3.54e-05,3.54e-05,3.54e-05,98112,296,1.0,False,False
seed-8675309__h-1__c-32__absolute_geometry,8675309,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,1.226890756302521,4.907563025210084,39.260504201680675,26.082191780821915,6.520547945205479,0.012601884162780184,0.015607366411922272,0.9053274927679397,True,True,True,True,0.7560753,0.0002865,0.0002865,0.0002865,3.58e-05,3.58e-05,3.58e-05,98112,296,1.0,False,False
seed-8675309__h-1__c-32__turning_matched,8675309,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.2128851540616246,4.851540616246498,38.812324929971986,26.38337182448037,6.595842956120093,0.013862302225523671,0.017565564300220618,1.075229826765193,True,True,True,True,0.7234142,0.0002852,0.0002852,0.0002852,3.5e-05,3.5e-05,3.5e-05,98112,296,1.048733795293222,False,False
seed-8675309__h-1__c-32__turning_matched,8675309,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,1.226890756302521,4.907563025210084,39.260504201680675,26.082191780821915,6.520547945205479,0.012777046204018943,0.015994115363551626,0.927761415921161,True,True,True,True,0.7234142,0.0002852,0.0002852,0.0002852,3.51e-05,3.51e-05,3.51e-05,98112,296,1.0247798982494525,False,False
seed-8675309__h-1__c-32__turning,8675309,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.2128851540616246,6.064425770308123,48.515406162464984,26.38337182448037,5.276674364896074,0.013873010252385487,0.01758197558498244,1.076234400405405,True,True,True,True,0.7136599,0.0003457,0.0003457,0.0003457,3.91e-05,3.91e-05,3.91e-05,122640,368,1.0497136140260417,False,False
seed-8675309__h-1__c-32__turning,8675309,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,1.226890756302521,6.1344537815126055,49.075630252100844,26.082191780821915,5.2164383561643834,0.012777664423803087,0.01598259670281319,0.9270932596178396,True,True,True,True,0.7136599,0.0003457,0.0003457,0.0003457,3.84e-05,3.84e-05,3.84e-05,122640,368,1.024041871061878,False,False
seed-8675309__h-1__c-32__full_relational,8675309,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.2128851540616246,7.277310924369748,58.21848739495798,26.38337182448037,4.397228637413395,0.014975042092519979,0.020065764907477652,1.2282730322024045,False,True,True,False,0.7229337,0.0004195,0.0004195,0.0004195,4.01e-05,4.01e-05,4.01e-05,147168,440,1.1980056790214413,False,False
seed-8675309__h-1__c-32__full_relational,8675309,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,1.226890756302521,7.361344537815126,58.890756302521005,26.082191780821915,4.34703196347032,0.014432656968692314,0.018969210406530015,1.1003360364508916,False,True,True,False,0.7229337,0.0004195,0.0004195,0.0004195,4.05e-05,4.05e-05,4.05e-05,147168,440,1.2154011064954349,False,False
seed-8675309__h-4__c-32__raw,8675309,4,32,,,,baseline,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.025246860827103944,0.03579838820182322,1.0,,,,,0.0616861,0.0002772,0.0002772,0.0002772,4.06e-05,4.06e-05,4.06e-05,24360,80,,,
seed-8675309__h-4__c-32__raw,8675309,4,32,,,,baseline,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.02790261042712429,0.04025233615088091,1.0,,,,,0.0616861,0.0002772,0.0002772,0.0002772,2.9e-05,2.9e-05,2.9e-05,24360,80,,,
seed-8675309__h-4__c-32__first_difference,8675309,4,32,,,,baseline,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.033144845604242135,0.05126895368689104,1.4321581574524607,,,,,0.0668885,0.0002192,0.0002192,0.0002192,2.81e-05,2.81e-05,2.81e-05,24360,80,,,
seed-8675309__h-4__c-32__first_difference,8675309,4,32,,,,baseline,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03630952141980095,0.05669066289899796,1.4083819305915566,,,,,0.0668885,0.0002192,0.0002192,0.0002192,2.9e-05,2.9e-05,2.9e-05,24360,80,,,
seed-8675309__h-4__c-32__segment,8675309,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.2128851540616246,2.425770308123249,19.406162464985993,26.38337182448037,13.191685912240185,0.03457200540795576,0.06295790291934239,1.7586798200075369,False,True,True,False,0.7268191,0.0003789,0.0003789,0.0003789,3.31e-05,3.31e-05,3.31e-05,48720,152,1.7855095430177494,False,False
seed-8675309__h-4__c-32__segment,8675309,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.228021978021978,2.456043956043956,19.64835164835165,26.058165548098433,13.029082774049217,0.03393416752380478,0.0630390821700744,1.566097479007931,False,True,True,False,0.7268191,0.0003789,0.0003789,0.0003789,3.18e-05,3.18e-05,3.18e-05,48720,152,1.8751550382980728,False,False
seed-8675309__h-4__c-32__absolute_geometry,8675309,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.2128851540616246,4.851540616246498,38.812324929971986,26.38337182448037,6.595842956120093,0.023485170914765183,0.035260468455931705,0.984973632252412,True,True,True,True,0.7000123,0.0003247,0.0003247,0.0003247,4.04e-05,4.04e-05,4.04e-05,97440,296,1.0,False,False
seed-8675309__h-4__c-32__absolute_geometry,8675309,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.228021978021978,4.912087912087912,39.2967032967033,26.058165548098433,6.514541387024608,0.022340343124474776,0.033618064044074934,0.8351829299562086,True,True,True,True,0.7000123,0.0003247,0.0003247,0.0003247,4.18e-05,4.18e-05,4.18e-05,97440,296,1.0,False,False
seed-8675309__h-4__c-32__turning_matched,8675309,4,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.2128851540616246,4.851540616246498,38.812324929971986,26.38337182448037,6.595842956120093,0.023871169355003177,0.036337083199921204,1.01504802381216,True,True,True,True,0.6933196,0.0002718,0.0002718,0.0002718,3.34e-05,3.34e-05,3.34e-05,97440,296,1.0305331945698635,False,False
seed-8675309__h-4__c-32__turning_matched,8675309,4,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.228021978021978,4.912087912087912,39.2967032967033,26.058165548098433,6.514541387024608,0.02238928326525404,0.03419342384679375,0.8494767538118513,True,True,True,True,0.6933196,0.0002718,0.0002718,0.0002718,3.39e-05,3.39e-05,3.39e-05,97440,296,1.0171146024936024,False,False
seed-8675309__h-4__c-32__turning,8675309,4,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.2128851540616246,6.064425770308123,48.515406162464984,26.38337182448037,5.276674364896074,0.02379510751536225,0.03631306879478533,1.0143772001705904,True,True,True,True,0.6912046,0.0003728,0.0003728,0.0003728,4.21e-05,4.21e-05,4.21e-05,121800,368,1.029852137108421,False,False
seed-8675309__h-4__c-32__turning,8675309,4,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.228021978021978,6.1401098901098905,49.120879120879124,26.058165548098433,5.211633109619687,0.02236370991939536,0.034061747572332796,0.8462054834446513,True,True,True,True,0.6912046,0.0003728,0.0003728,0.0003728,3.61e-05,3.61e-05,3.61e-05,121800,368,1.013197771521768,False,False
seed-8675309__h-4__c-32__full_relational,8675309,4,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.2128851540616246,7.277310924369748,58.21848739495798,26.38337182448037,4.397228637413395,0.026518078116953493,0.04264731983238069,1.1913195530464875,False,True,True,False,0.7244788,0.0003543,0.0003543,0.0003543,3.83e-05,3.83e-05,3.83e-05,146160,440,1.209493852462029,False,False
seed-8675309__h-4__c-32__full_relational,8675309,4,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.228021978021978,7.368131868131868,58.94505494505494,26.058165548098433,4.343027591349739,0.025611538526123034,0.04192553507395549,1.0415677469452405,True,True,True,True,0.7244788,0.0003543,0.0003543,0.0003543,3.98e-05,3.98e-05,3.98e-05,146160,440,1.247113308457889,False,False
seed-8675309__h-16__c-32__raw,8675309,16,32,,,,baseline,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10203193954070024,0.1788801104592664,1.0,,,,,0.0600654,0.000258,0.000258,0.000258,4.09e-05,4.09e-05,4.09e-05,23856,80,,,
seed-8675309__h-16__c-32__raw,8675309,16,32,,,,baseline,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.11654824382041126,0.20459283347257906,1.0,,,,,0.0600654,0.000258,0.000258,0.000258,2.8e-05,2.8e-05,2.8e-05,23856,80,,,
seed-8675309__h-16__c-32__first_difference,8675309,16,32,,,,baseline,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.13644952981468828,0.2340959623511985,1.3086751889305521,,,,,0.0689571,0.0002233,0.0002233,0.0002233,2.79e-05,2.79e-05,2.79e-05,23856,80,,,
seed-8675309__h-16__c-32__first_difference,8675309,16,32,,,,baseline,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.1494576928607826,0.26124689610677265,1.2769112762778505,,,,,0.0689571,0.0002233,0.0002233,0.0002233,2.81e-05,2.81e-05,2.81e-05,23856,80,,,
seed-8675309__h-16__c-32__segment,8675309,16,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.2128851540616246,2.425770308123249,19.406162464985993,26.38337182448037,13.191685912240185,0.14976244392846944,0.3142245193424903,1.7566207810121168,False,True,True,False,0.7159569,0.0003206,0.0003206,0.0003206,3.7e-05,3.7e-05,3.7e-05,47712,152,2.074367149348874,False,False
seed-8675309__h-16__c-32__segment,8675309,16,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.228021978021978,2.456043956043956,19.64835164835165,26.058165548098433,13.029082774049217,0.1422088022314102,0.3108785768951339,1.5194988583840106,False,True,True,False,0.7159569,0.0003206,0.0003206,0.0003206,3.56e-05,3.56e-05,3.56e-05,47712,152,2.1347672166878398,False,False
seed-8675309__h-16__c-32__absolute_geometry,8675309,16,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.2128851540616246,4.851540616246498,38.812324929971986,26.38337182448037,6.595842956120093,0.08734144389728273,0.1514797028294257,0.8468225027394525,True,True,True,True,0.7251009,0.0003394,0.0003394,0.0003394,5.09e-05,5.09e-05,5.09e-05,95424,296,1.0,False,False
