condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,rmse_ratio_vs_reference,beats_reference,practical_improvement_vs_reference
seed-2718__h-4__c-32__segment,2718,4,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.2156862745098038,2.4313725490196076,19.45098039215686,26.322580645161292,13.161290322580646,0.03788041692011397,0.07105467259572924,1.9651886147214903,False,True,True,False,0.7072057,0.0002537,0.0002537,0.0002537,3.05e-05,3.05e-05,3.05e-05,48720,152,1.8374431359467716,False,False
seed-2718__h-4__c-32__segment,2718,4,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.2225274725274726,2.4450549450549453,19.560439560439562,26.1752808988764,13.0876404494382,0.036199624290140744,0.07165251101863189,1.8057285627041002,False,True,True,False,0.7072057,0.0002537,0.0002537,0.0002537,3.21e-05,3.21e-05,3.21e-05,48720,152,1.8088847188955464,False,False
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.2156862745098038,4.862745098039215,38.90196078431372,26.322580645161292,6.580645161290323,0.025593365299887764,0.03867040628667793,1.0695235004967356,True,True,True,True,0.7156728,0.0003456,0.0003456,0.0003456,3.91e-05,3.91e-05,3.91e-05,97440,296,1.0,False,False
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.2225274725274726,4.8901098901098905,39.120879120879124,26.1752808988764,6.5438202247191,0.024166872221598034,0.03961143033060773,0.9982551921863912,True,True,True,True,0.7156728,0.0003456,0.0003456,0.0003456,3.68e-05,3.68e-05,3.68e-05,97440,296,1.0,False,False
seed-2718__h-4__c-32__turning_matched,2718,4,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.2156862745098038,4.862745098039215,38.90196078431372,26.322580645161292,6.580645161290323,0.02201214897433827,0.03422859146200638,0.9466743815962804,True,True,True,True,0.7204886,0.0002819,0.0002819,0.0002819,3.41e-05,3.41e-05,3.41e-05,97440,296,0.8851365876080344,True,True
seed-2718__h-4__c-32__turning_matched,2718,4,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.2225274725274726,4.8901098901098905,39.120879120879124,26.1752808988764,6.5438202247191,0.01923659434483447,0.02871339283508554,0.7236116758137753,True,True,True,True,0.7204886,0.0002819,0.0002819,0.0002819,3.58e-05,3.58e-05,3.58e-05,97440,296,0.7248764459004833,True,True
seed-2718__h-4__c-32__turning,2718,4,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.2156862745098038,6.078431372549019,48.627450980392155,26.322580645161292,5.264516129032258,0.022303628710349042,0.034639900841485695,0.9580501360703005,True,True,True,True,0.7319819,0.0003222,0.0003222,0.0003222,3.67e-05,3.67e-05,3.67e-05,121800,368,0.8957728704655282,True,True
seed-2718__h-4__c-32__turning,2718,4,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.2225274725274726,6.112637362637362,48.9010989010989,26.1752808988764,5.235056179775281,0.01951098645313113,0.029083289316642495,0.7329335074215673,True,True,True,True,0.7319819,0.0003222,0.0003222,0.0003222,3.79e-05,3.79e-05,3.79e-05,121800,368,0.7342145707414622,True,True
seed-2718__h-4__c-32__full_relational,2718,4,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.2156862745098038,7.294117647058823,58.35294117647059,26.322580645161292,4.387096774193548,0.023453832364506037,0.0373802570705155,1.033841307359072,True,True,True,True,0.7247607,0.0005314,0.0005314,0.0005314,3.76e-05,3.76e-05,3.76e-05,146160,440,0.9666372986464618,True,True
seed-2718__h-4__c-32__full_relational,2718,4,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.2225274725274726,7.335164835164835,58.68131868131868,26.1752808988764,4.362546816479401,0.020599158123315236,0.031344933001949085,0.7899296202326804,True,True,True,True,0.7247607,0.0005314,0.0005314,0.0005314,3.93e-05,3.93e-05,3.93e-05,146160,440,0.7913103046351969,True,True
seed-2718__h-16__c-32__raw,2718,16,32,,,,baseline,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10262469271317794,0.17868402237576425,1.0,,,,,0.0614232,0.0003134,0.0003134,0.0003134,2.77e-05,2.77e-05,2.77e-05,23856,80,,,
seed-2718__h-16__c-32__raw,2718,16,32,,,,baseline,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.11717026343783901,0.20470420816690732,1.0,,,,,0.0614232,0.0003134,0.0003134,0.0003134,3.06e-05,3.06e-05,3.06e-05,23856,80,,,
seed-2718__h-16__c-32__first_difference,2718,16,32,,,,baseline,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.13710576226682916,0.23774540663251206,1.3305353409413654,,,,,0.0728888,0.0002268,0.0002268,0.0002268,2.79e-05,2.79e-05,2.79e-05,23856,80,,,
seed-2718__h-16__c-32__first_difference,2718,16,32,,,,baseline,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.1506887651057296,0.2636910669247829,1.2881565517684919,,,,,0.0728888,0.0002268,0.0002268,0.0002268,2.92e-05,2.92e-05,2.92e-05,23856,80,,,
seed-2718__h-16__c-32__segment,2718,16,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.2156862745098038,2.4313725490196076,19.45098039215686,26.322580645161292,13.161290322580646,0.18183146520096827,0.41063693542000024,2.2981178169162195,False,True,True,False,0.7287825,0.0002527,0.0002527,0.0002527,3.23e-05,3.23e-05,3.23e-05,47712,152,1.514885618840549,False,False
seed-2718__h-16__c-32__segment,2718,16,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.2225274725274726,2.4450549450549453,19.560439560439562,26.1752808988764,13.0876404494382,0.17136563532404245,0.4042987484074696,1.9750387743754694,False,True,True,False,0.7287825,0.0002527,0.0002527,0.0002527,3.42e-05,3.42e-05,3.42e-05,47712,152,1.4766370404289397,False,False
seed-2718__h-16__c-32__absolute_geometry,2718,16,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.2156862745098038,4.862745098039215,38.90196078431372,26.322580645161292,6.580645161290323,0.13080708265977942,0.27106794751559543,1.5170239840781738,False,True,True,False,0.7358858,0.0003332,0.0003332,0.0003332,3.51e-05,3.51e-05,3.51e-05,95424,296,1.0,False,False
seed-2718__h-16__c-32__absolute_geometry,2718,16,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.2225274725274726,4.8901098901098905,39.120879120879124,26.1752808988764,6.5438202247191,0.12567793615989592,0.27379697064217434,1.3375248759856058,False,True,True,False,0.7358858,0.0003332,0.0003332,0.0003332,3.68e-05,3.68e-05,3.68e-05,95424,296,1.0,False,False
seed-2718__h-16__c-32__turning_matched,2718,16,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.2156862745098038,4.862745098039215,38.90196078431372,26.322580645161292,6.580645161290323,0.10066853090533029,0.1962170543268601,1.098123109822459,True,True,True,True,0.7422137,0.0003931,0.0003931,0.0003931,5.39e-05,5.39e-05,5.39e-05,95424,296,0.7238666766957796,True,True
seed-2718__h-16__c-32__turning_matched,2718,16,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.2225274725274726,4.8901098901098905,39.120879120879124,26.1752808988764,6.5438202247191,0.09778465322560631,0.19967960495473022,0.9754543237915253,True,True,True,True,0.7422137,0.0003931,0.0003931,0.0003931,4.88e-05,4.88e-05,4.88e-05,95424,296,0.7292980798377487,True,True
seed-2718__h-16__c-32__turning,2718,16,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.2156862745098038,6.078431372549019,48.627450980392155,26.322580645161292,5.264516129032258,0.1033401085053916,0.20327461892577142,1.1376205674298863,False,True,True,False,0.7388723,0.0003607,0.0003607,0.0003607,3.79e-05,3.79e-05,3.79e-05,119280,368,0.7499028224798742,True,True
seed-2718__h-16__c-32__turning,2718,16,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.2225274725274726,6.112637362637362,48.9010989010989,26.1752808988764,5.235056179775281,0.09999719180621532,0.20628613704789392,1.0077278767014735,True,True,True,True,0.7388723,0.0003607,0.0003607,0.0003607,4.6e-05,4.6e-05,4.6e-05,119280,368,0.7534273902449037,True,True
seed-2718__h-16__c-32__full_relational,2718,16,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.2156862745098038,7.294117647058823,58.35294117647059,26.322580645161292,4.387096774193548,0.08637379268775816,0.15707400805347174,0.879060175414858,True,True,True,True,0.7397949,0.0004434,0.0004434,0.0004434,3.87e-05,3.87e-05,3.87e-05,143136,440,0.5794635975706229,True,True
seed-2718__h-16__c-32__full_relational,2718,16,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.2225274725274726,7.335164835164835,58.68131868131868,26.1752808988764,4.362546816479401,0.08326209270279825,0.1590621216821199,0.7770339608867602,True,True,True,True,0.7397949,0.0004434,0.0004434,0.0004434,4.38e-05,4.38e-05,4.38e-05,143136,440,0.5809491657597571,True,True
seed-2718__h-1__c-64__raw,2718,1,64,,,,baseline,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.01503232687074455,0.019808239138964293,1.0,,,,,0.0606099,0.0002397,0.0002397,0.0002397,2.78e-05,2.78e-05,2.78e-05,23184,80,,,
seed-2718__h-1__c-64__raw,2718,1,64,,,,baseline,raw,test,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.015510846820463395,0.019772766415493043,1.0,,,,,0.0606099,0.0002397,0.0002397,0.0002397,2.85e-05,2.85e-05,2.85e-05,23184,80,,,
seed-2718__h-1__c-64__first_difference,2718,1,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.01914272802358091,0.026784626418901367,1.3521962366767875,,,,,0.0662172,0.000226,0.000226,0.000226,2.75e-05,2.75e-05,2.75e-05,23184,80,,,
seed-2718__h-1__c-64__first_difference,2718,1,64,,,,baseline,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019122189294385986,0.026614348277927857,1.3460103517469393,,,,,0.0662172,0.000226,0.000226,0.000226,2.85e-05,2.85e-05,2.85e-05,23184,80,,,
seed-2718__h-1__c-64__segment,2718,1,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.669467787114846,3.338935574229692,26.711484593837536,38.335570469798654,19.167785234899327,0.0160313332343148,0.021127684510170688,1.066610937092886,True,True,True,True,1.3424196,0.000243,0.000243,0.000243,3.13e-05,3.13e-05,3.13e-05,46368,152,1.3135044944074719,False,False
seed-2718__h-1__c-64__segment,2718,1,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,1.6862745098039216,3.372549019607843,26.980392156862745,37.95348837209302,18.97674418604651,0.014829370510711025,0.018999474362387626,0.9608910540459579,True,True,True,True,1.3424196,0.000243,0.000243,0.000243,3.22e-05,3.22e-05,3.22e-05,46368,152,1.2473492901769447,False,False
seed-2718__h-1__c-64__absolute_geometry,2718,1,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.669467787114846,6.677871148459384,53.42296918767507,38.335570469798654,9.583892617449663,0.012604629725032096,0.016084973138749317,0.8120344784766338,True,True,True,True,1.3639031,0.0004114,0.0004114,0.0004114,3.59e-05,3.59e-05,3.59e-05,92736,296,1.0,False,False
seed-2718__h-1__c-64__absolute_geometry,2718,1,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,1.6862745098039216,6.745098039215686,53.96078431372549,37.95348837209302,9.488372093023255,0.012513931087138897,0.015231879724477515,0.770346415084462,True,True,True,True,1.3639031,0.0004114,0.0004114,0.0004114,3.56e-05,3.56e-05,3.56e-05,92736,296,1.0,False,False
seed-2718__h-1__c-64__turning_matched,2718,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.669467787114846,6.677871148459384,53.42296918767507,38.335570469798654,9.583892617449663,0.013284655177830928,0.016735551906915423,0.8448783251003537,True,True,True,True,1.3576221,0.0002908,0.0002908,0.0002908,3.39e-05,3.39e-05,3.39e-05,92736,296,1.0404463695745214,False,False
seed-2718__h-1__c-64__turning_matched,2718,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,1.6862745098039216,6.745098039215686,53.96078431372549,37.95348837209302,9.488372093023255,0.01279147167611944,0.01572477647393127,0.7952744772026461,True,True,True,True,1.3576221,0.0002908,0.0002908,0.0002908,3.52e-05,3.52e-05,3.52e-05,92736,296,1.0323595484188122,False,False
seed-2718__h-1__c-64__turning,2718,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.669467787114846,8.34733893557423,66.77871148459384,38.335570469798654,7.667114093959731,0.01328673699931274,0.016737507203164352,0.8449770363606132,True,True,True,True,1.3722866,0.0003109,0.0003109,0.0003109,4.78e-05,4.78e-05,4.78e-05,115920,368,1.040567930004375,False,False
seed-2718__h-1__c-64__turning,2718,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,1.6862745098039216,8.431372549019608,67.45098039215686,37.95348837209302,7.590697674418604,0.01279106261045313,0.0157266374119952,0.7953685934241614,True,True,True,True,1.3722866,0.0003109,0.0003109,0.0003109,3.73e-05,3.73e-05,3.73e-05,115920,368,1.032481722313144,False,False
seed-2718__h-1__c-64__full_relational,2718,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.669467787114846,10.016806722689076,80.1344537815126,38.335570469798654,6.389261744966443,0.01484367497606763,0.019644187916471607,0.9917180310000405,True,True,True,True,1.3643856,0.0004436,0.0004436,0.0004436,3.84e-05,3.84e-05,3.84e-05,139104,440,1.221275767576385,False,False
seed-2718__h-1__c-64__full_relational,2718,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,1.6862745098039216,10.117647058823529,80.94117647058823,37.95348837209302,6.325581395348838,0.014268104516419852,0.018200985142655956,0.9205077711530789,True,True,True,True,1.3643856,0.0004436,0.0004436,0.0004436,3.82e-05,3.82e-05,3.82e-05,139104,440,1.194927052463992,False,False
seed-2718__h-4__c-64__raw,2718,4,64,,,,baseline,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03557726985396401,0.056435420205184945,1.0,,,,,0.0607306,0.0002287,0.0002287,0.0002287,2.85e-05,2.85e-05,2.85e-05,23016,80,,,
seed-2718__h-4__c-64__raw,2718,4,64,,,,baseline,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03851970748314656,0.06274672703883584,1.0,,,,,0.0607306,0.0002287,0.0002287,0.0002287,3.54e-05,3.54e-05,3.54e-05,23016,80,,,
seed-2718__h-4__c-64__first_difference,2718,4,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.0476988114859759,0.0758165770439877,1.3434218575557293,,,,,0.0663024,0.0002207,0.0002207,0.0002207,2.8e-05,2.8e-05,2.8e-05,23016,80,,,
seed-2718__h-4__c-64__first_difference,2718,4,64,,,,baseline,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.048530714351563344,0.07993354494050586,1.2739077990638872,,,,,0.0663024,0.0002207,0.0002207,0.0002207,2.95e-05,2.95e-05,2.95e-05,23016,80,,,
seed-2718__h-4__c-64__segment,2718,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.669467787114846,3.338935574229692,26.711484593837536,38.335570469798654,19.167785234899327,0.038096437825122204,0.060735095659169784,1.0761875332610673,True,True,True,True,1.3651379,0.0002458,0.0002458,0.0002458,3.2e-05,3.2e-05,3.2e-05,46032,152,2.204548135660774,False,False
seed-2718__h-4__c-64__segment,2718,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.6868131868131868,3.3736263736263736,26.98901098901099,37.9413680781759,18.97068403908795,0.03590180923297578,0.05884660342543816,0.9378433936325671,True,True,True,True,1.3651379,0.0002458,0.0002458,0.0002458,3.4e-05,3.4e-05,3.4e-05,46032,152,2.1082646837870427,False,False
seed-2718__h-4__c-64__absolute_geometry,2718,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.669467787114846,6.677871148459384,53.42296918767507,38.335570469798654,9.583892617449663,0.020634954551935474,0.02754990679346882,0.4881669471637548,True,True,True,True,1.3779565,0.0003697,0.0003697,0.0003697,3.49e-05,3.49e-05,3.49e-05,92064,296,1.0,False,False
seed-2718__h-4__c-64__absolute_geometry,2718,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.019243701249179547,0.027912341309883792,0.4448413905733761,True,True,True,True,1.3779565,0.0003697,0.0003697,0.0003697,3.75e-05,3.75e-05,3.75e-05,92064,296,1.0,False,False
seed-2718__h-4__c-64__turning_matched,2718,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.669467787114846,6.677871148459384,53.42296918767507,38.335570469798654,9.583892617449663,0.01790047623118533,0.023122982883861103,0.40972465164238653,True,True,True,True,1.3619511,0.0002759,0.0002759,0.0002759,6.07e-05,6.07e-05,6.07e-05,92064,296,0.8393125630952335,True,True
seed-2718__h-4__c-64__turning_matched,2718,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.017143716836228062,0.02374655652766497,0.37845091924822644,True,True,True,True,1.3619511,0.0002759,0.0002759,0.0002759,3.78e-05,3.78e-05,3.78e-05,92064,296,0.8507547347615833,True,True
seed-2718__h-4__c-64__turning,2718,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.669467787114846,8.34733893557423,66.77871148459384,38.335570469798654,7.667114093959731,0.017910277578636957,0.02314655749335287,0.41014237883226223,True,True,True,True,1.3914185,0.0003573,0.0003573,0.0003573,3.65e-05,3.65e-05,3.65e-05,115080,368,0.8401682686941127,True,True
seed-2718__h-4__c-64__turning,2718,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.6868131868131868,8.434065934065934,67.47252747252747,37.9413680781759,7.588273615635179,0.017156407726611457,0.02375335006491114,0.37855918843718295,True,True,True,True,1.3914185,0.0003573,0.0003573,0.0003573,3.86e-05,3.86e-05,3.86e-05,115080,368,0.8509981230596392,True,True
seed-2718__h-4__c-64__full_relational,2718,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.669467787114846,10.016806722689076,80.1344537815126,38.335570469798654,6.389261744966443,0.028592026642285457,0.04440131553227044,0.7867632662402169,True,True,True,True,1.4041285,0.0003776,0.0003776,0.0003776,5.1e-05,5.1e-05,5.1e-05,138096,440,1.611668448286603,False,False
seed-2718__h-4__c-64__full_relational,2718,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.6868131868131868,10.12087912087912,80.96703296703296,37.9413680781759,6.323561346362649,0.027353409177438445,0.050602052703401325,0.8064492777779818,True,True,True,True,1.4041285,0.0003776,0.0003776,0.0003776,4.78e-05,4.78e-05,4.78e-05,138096,440,1.8128917292037798,False,False
seed-2718__h-16__c-64__raw,2718,16,64,,,,baseline,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.1411444217280128,0.26047461675101574,1.0,,,,,0.060409,0.0002479,0.0002479,0.0002479,3.61e-05,3.61e-05,3.61e-05,22512,80,,,
seed-2718__h-16__c-64__raw,2718,16,64,,,,baseline,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15374349046706204,0.2821356183781174,1.0,,,,,0.060409,0.0002479,0.0002479,0.0002479,2.99e-05,2.99e-05,2.99e-05,22512,80,,,
seed-2718__h-16__c-64__first_difference,2718,16,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17721977979162257,0.29894794009190445,1.1477046931512134,,,,,0.0669851,0.0002171,0.0002171,0.0002171,2.79e-05,2.79e-05,2.79e-05,22512,80,,,
seed-2718__h-16__c-64__first_difference,2718,16,64,,,,baseline,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.18578430911678817,0.31460222505451735,1.1150744697285555,,,,,0.0669851,0.0002171,0.0002171,0.0002171,2.91e-05,2.91e-05,2.91e-05,22512,80,,,
seed-2718__h-16__c-64__segment,2718,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.6610644257703082,3.3221288515406164,26.57703081232493,38.529510961214164,19.264755480607082,0.13424459691289098,0.2419514004927523,0.928886674297444,True,True,True,True,1.4078758,0.0002718,0.0002718,0.0002718,3.39e-05,3.39e-05,3.39e-05,45024,152,1.5685679718529408,False,False
seed-2718__h-16__c-64__segment,2718,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.684065934065934,3.368131868131868,26.945054945054945,38.00326264274062,19.00163132137031,0.1303433478840852,0.23551771895867482,0.8347677627963819,True,True,True,True,1.4078758,0.0002718,0.0002718,0.0002718,3.45e-05,3.45e-05,3.45e-05,45024,152,1.4543199274416587,False,False
seed-2718__h-16__c-64__absolute_geometry,2718,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.6610644257703082,6.644257703081233,53.15406162464986,38.529510961214164,9.632377740303541,0.07906361951191872,0.15424986665189677,0.5921877094048753,True,True,True,True,1.3522455,0.000335,0.000335,0.000335,3.7e-05,3.7e-05,3.7e-05,90048,296,1.0,False,False
seed-2718__h-16__c-64__absolute_geometry,2718,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.684065934065934,6.736263736263736,53.89010989010989,38.00326264274062,9.500815660685156,0.08006962959097369,0.16194354111133008,0.5739918342897555,True,True,True,True,1.3522455,0.000335,0.000335,0.000335,3.57e-05,3.57e-05,3.57e-05,90048,296,1.0,False,False
seed-2718__h-16__c-64__turning_matched,2718,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.6610644257703082,6.644257703081233,53.15406162464986,38.529510961214164,9.632377740303541,0.07172986424065438,0.14041157657722853,0.539060497827495,True,True,True,True,1.3749044,0.0003305,0.0003305,0.0003305,3.86e-05,3.86e-05,3.86e-05,90048,296,0.9102865346010458,True,True
seed-2718__h-16__c-64__turning_matched,2718,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.684065934065934,6.736263736263736,53.89010989010989,38.00326264274062,9.500815660685156,0.08068501942410115,0.15118982806302733,0.5358764303924333,True,True,True,True,1.3749044,0.0003305,0.0003305,0.0003305,3.67e-05,3.67e-05,3.67e-05,90048,296,0.9335959126587828,True,True
seed-2718__h-16__c-64__turning,2718,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.6610644257703082,8.305322128851541,66.44257703081233,38.529510961214164,7.705902192242832,0.07175400408499757,0.1404014661016124,0.539021682238697,True,True,True,True,1.4906955,0.0003826,0.0003826,0.0003826,3.94e-05,3.94e-05,3.94e-05,112560,368,0.9102209885112138,True,True
seed-2718__h-16__c-64__turning,2718,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.684065934065934,8.42032967032967,67.36263736263736,38.00326264274062,7.600652528548125,0.08070050918405498,0.1512309299245292,0.5360221116138902,True,True,True,True,1.4906955,0.0003826,0.0003826,0.0003826,4.55e-05,4.55e-05,4.55e-05,112560,368,0.933849716306769,True,True
seed-2718__h-16__c-64__full_relational,2718,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.6610644257703082,9.966386554621849,79.73109243697479,38.529510961214164,6.421585160202361,0.13656856487777502,0.28441402273849853,1.0919068671108407,True,True,True,True,1.3829154,0.0003578,0.0003578,0.0003578,5.33e-05,5.33e-05,5.33e-05,135072,440,1.8438526328217164,False,False
seed-2718__h-16__c-64__full_relational,2718,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.684065934065934,10.104395604395604,80.83516483516483,38.00326264274062,6.3338771071234365,0.1370584680436371,0.33062551944141066,1.1718673499717687,False,True,True,False,1.3829154,0.0003578,0.0003578,0.0003578,4.31e-05,4.31e-05,4.31e-05,135072,440,2.041609792971725,False,False
seed-2718__h-1__c-128__raw,2718,1,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017751394577137754,0.024164943215657,1.0,,,,,0.0575277,0.000237,0.000237,0.000237,2.93e-05,2.93e-05,2.93e-05,20496,80,,,
seed-2718__h-1__c-128__raw,2718,1,128,,,,baseline,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017642503459433436,0.02291719282907656,1.0,,,,,0.0575277,0.000237,0.000237,0.000237,3.93e-05,3.93e-05,3.93e-05,20496,80,,,
seed-2718__h-1__c-128__first_difference,2718,1,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.019228285613188657,0.02570448500399102,1.0637097209206978,,,,,0.0632681,0.0002116,0.0002116,0.0002116,2.82e-05,2.82e-05,2.82e-05,20496,80,,,
