condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,candidate_rmse_ratio_vs_control,candidate_predictive_advantage,candidate_pareto_vs_control
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.025728501286578765,0.03615666815055268,1.0,,,,,0.0604756,0.0002236,0.0002236,0.0002236,2.9e-05,2.9e-05,2.9e-05,24360,80,,,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.027141905893129956,0.039680665465761586,1.0,,,,,0.0604756,0.0002236,0.0002236,0.0002236,3.06e-05,3.06e-05,3.06e-05,24360,80,,,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03383274594554123,0.052887819987684284,1.4627404208669006,,,,,0.0730862,0.0002274,0.0002274,0.0002274,2.96e-05,2.96e-05,2.96e-05,24360,80,,,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.036184259144272465,0.05826690163234904,1.4683952738298849,,,,,0.0730862,0.0002274,0.0002274,0.0002274,3.11e-05,3.11e-05,3.11e-05,24360,80,,,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.2156862745098038,4.862745098039215,38.90196078431372,26.322580645161292,6.580645161290323,0.025593365299887764,0.03867040628667793,1.0695235004967356,,,,,0.7762212,0.0002887,0.0002887,0.0002887,3.62e-05,3.62e-05,3.62e-05,97440,296,,,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.2225274725274726,4.8901098901098905,39.120879120879124,26.1752808988764,6.5438202247191,0.024166872221598034,0.03961143033060773,0.9982551921863912,,,,,0.7762212,0.0002887,0.0002887,0.0002887,3.81e-05,3.81e-05,3.81e-05,97440,296,,,
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.03401219674910932,0.053166940511916234,1.4704601732254343,,,,,0.112312,0.0002907,0.0002907,0.0002907,3.66e-05,3.66e-05,3.66e-05,97440,296,0.7273393186506714,True,True
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.03631696892409999,0.05843325087379731,1.4725874727130364,,,,,0.112312,0.0002907,0.0002907,0.0002907,3.79e-05,3.79e-05,3.79e-05,97440,296,0.6778919491602395,True,True
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.031129169745450595,0.047256887708571595,1.3070033862577917,,,,,0.1557346,0.0003051,0.0003051,0.0003051,3.72e-05,3.72e-05,3.72e-05,97440,296,0.8183020118708277,True,True
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.02978841655966451,0.04775550268739058,1.2034955091314272,,,,,0.1557346,0.0003051,0.0003051,0.0003051,4.52e-05,4.52e-05,4.52e-05,97440,296,0.8294631634370123,True,True
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.03424148551371389,0.055678347827895026,1.5399192092605454,,,,,0.1335567,0.0002913,0.0002913,0.0002913,3.56e-05,3.56e-05,3.56e-05,97440,296,0.6945322157584557,True,True
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.03443436213915534,0.05752101347841795,1.4495980045508532,,,,,0.1335567,0.0002913,0.0002913,0.0002913,3.8e-05,3.8e-05,3.8e-05,97440,296,0.6886427747916865,True,True
seed-2718__h-4__c-32__fixed_geometry,2718,4,32,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,validation,ok,,,357,4,12,13,2.0,8.0,64.0,16.0,4.0,0.02119458516503329,0.02791982216290844,0.7721901267742135,,,,,0.1480611,0.0003343,0.0003343,0.0003343,3.5e-05,3.5e-05,3.5e-05,97440,296,1.385052027231451,False,False
seed-2718__h-4__c-32__fixed_geometry,2718,4,32,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,test,ok,,,364,4,12,13,2.0,8.0,64.0,16.0,4.0,0.02020208435816654,0.027826320703198217,0.7012564022447689,,,,,0.1480611,0.0003343,0.0003343,0.0003343,3.68e-05,3.68e-05,3.68e-05,97440,296,1.4235238195200919,False,False
seed-2718__h-4__c-32__abba_geometry,2718,4,32,,external_control,window_offline,0.1,abba_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.03354120168356699,0.051170315496640965,1.4152386852564234,,,,,0.1409502,0.0002892,0.0002892,0.0002892,3.6e-05,3.6e-05,3.6e-05,97440,296,0.7557195204164106,True,False
seed-2718__h-4__c-32__abba_geometry,2718,4,32,,external_control,window_offline,0.1,abba_geometry,test,ok,,,364,4,12,13,1.0,4.0,32.0,32.0,8.0,0.03550899852758618,0.05628652419460332,1.4184874052369427,,,,,0.1409502,0.0002892,0.0002892,0.0002892,3.77e-05,3.77e-05,3.77e-05,97440,296,0.7037462500554551,True,False
seed-2718__h-16__c-32__raw,2718,16,32,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10262469271317794,0.17868402237576425,1.0,,,,,0.0618621,0.0002432,0.0002432,0.0002432,3.03e-05,3.03e-05,3.03e-05,23856,80,,,
seed-2718__h-16__c-32__raw,2718,16,32,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.11717026343783901,0.20470420816690732,1.0,,,,,0.0618621,0.0002432,0.0002432,0.0002432,3.15e-05,3.15e-05,3.15e-05,23856,80,,,
seed-2718__h-16__c-32__first_difference,2718,16,32,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.13710576226682916,0.23774540663251206,1.3305353409413654,,,,,0.0678457,0.0002294,0.0002294,0.0002294,3.01e-05,3.01e-05,3.01e-05,23856,80,,,
seed-2718__h-16__c-32__first_difference,2718,16,32,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.1506887651057296,0.2636910669247829,1.2881565517684919,,,,,0.0678457,0.0002294,0.0002294,0.0002294,3.18e-05,3.18e-05,3.18e-05,23856,80,,,
seed-2718__h-16__c-32__absolute_geometry,2718,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.2156862745098038,4.862745098039215,38.90196078431372,26.322580645161292,6.580645161290323,0.13080708265977942,0.27106794751559543,1.5170239840781738,,,,,0.7626632,0.0002889,0.0002889,0.0002889,3.53e-05,3.53e-05,3.53e-05,95424,296,,,
seed-2718__h-16__c-32__absolute_geometry,2718,16,32,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.2225274725274726,4.8901098901098905,39.120879120879124,26.1752808988764,6.5438202247191,0.12567793615989592,0.27379697064217434,1.3375248759856058,,,,,0.7626632,0.0002889,0.0002889,0.0002889,3.86e-05,3.86e-05,3.86e-05,95424,296,,,
seed-2718__h-16__c-32__local_geometry,2718,16,32,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.140007716172457,0.24154382845127909,1.351793099571732,,,,,0.1290581,0.0002875,0.0002875,0.0002875,3.56e-05,3.56e-05,3.56e-05,95424,296,1.1222308980263247,False,False
seed-2718__h-16__c-32__local_geometry,2718,16,32,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.1517272674449751,0.26345587403591153,1.2870076115929212,,,,,0.1290581,0.0002875,0.0002875,0.0002875,3.78e-05,3.78e-05,3.78e-05,95424,296,1.0392517215420038,False,False
seed-2718__h-16__c-32__moving_average_geometry,2718,16,32,,causal_control,strict_online,2,moving_average_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.13962975634412408,0.24832525709594414,1.3897451702409496,,,,,0.1542814,0.0002967,0.0002967,0.0002967,3.77e-05,3.77e-05,3.77e-05,95424,296,1.0915842821854578,False,False
seed-2718__h-16__c-32__moving_average_geometry,2718,16,32,,causal_control,strict_online,2,moving_average_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.1401875459312537,0.24880457434727896,1.2154345852255954,,,,,0.1542814,0.0002967,0.0002967,0.0002967,3.96e-05,3.96e-05,3.96e-05,95424,296,1.1004499067610036,False,False
seed-2718__h-16__c-32__ewma_geometry,2718,16,32,,causal_control,strict_online,0.5,ewma_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.13978935709138574,0.254472597539358,1.4241485845008228,,,,,0.1284893,0.0002868,0.0002868,0.0002868,3.53e-05,3.53e-05,3.53e-05,95424,296,1.0652146837683405,False,False
seed-2718__h-16__c-32__ewma_geometry,2718,16,32,,causal_control,strict_online,0.5,ewma_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.13720316770113092,0.2523176125461055,1.232596119081129,,,,,0.1284893,0.0002868,0.0002868,0.0002868,3.78e-05,3.78e-05,3.78e-05,95424,296,1.0851282551357526,False,False
seed-2718__h-16__c-32__fixed_geometry,2718,16,32,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,validation,ok,,,357,4,12,13,2.0,8.0,64.0,16.0,4.0,0.08230194186790568,0.13928503908448514,0.779504721421455,,,,,0.1498463,0.0002897,0.0002897,0.0002897,3.68e-05,3.68e-05,3.68e-05,95424,296,1.9461382880552998,False,False
seed-2718__h-16__c-32__fixed_geometry,2718,16,32,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,test,ok,,,364,4,12,13,2.0,8.0,64.0,16.0,4.0,0.08551310147258362,0.14340163311111714,0.7005309485098293,,,,,0.1498463,0.0002897,0.0002897,0.0002897,3.92e-05,3.92e-05,3.92e-05,95424,296,1.9093016216211303,False,False
seed-2718__h-16__c-32__abba_geometry,2718,16,32,,external_control,window_offline,0.1,abba_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.13570403737093284,0.24082346660588738,1.3477616151904548,,,,,0.1383809,0.0002878,0.0002878,0.0002878,3.55e-05,3.55e-05,3.55e-05,95424,296,1.125587764913308,False,False
seed-2718__h-16__c-32__abba_geometry,2718,16,32,,external_control,window_offline,0.1,abba_geometry,test,ok,,,364,4,12,13,1.0,4.0,32.0,32.0,8.0,0.14949691489808936,0.27240902988127275,1.330744650149848,,,,,0.1383809,0.0002878,0.0002878,0.0002878,3.7e-05,3.7e-05,3.7e-05,95424,296,1.0050950615018397,False,False
seed-2718__h-1__c-64__raw,2718,1,64,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.01503232687074455,0.019808239138964293,1.0,,,,,0.0952092,0.000223,0.000223,0.000223,2.96e-05,2.96e-05,2.96e-05,23184,80,,,
seed-2718__h-1__c-64__raw,2718,1,64,,baseline,strict_online,,raw,test,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.015510846820463395,0.019772766415493043,1.0,,,,,0.0952092,0.000223,0.000223,0.000223,3.02e-05,3.02e-05,3.02e-05,23184,80,,,
seed-2718__h-1__c-64__first_difference,2718,1,64,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.01914272802358091,0.026784626418901367,1.3521962366767875,,,,,0.0685535,0.0003008,0.0003008,0.0003008,2.86e-05,2.86e-05,2.86e-05,23184,80,,,
seed-2718__h-1__c-64__first_difference,2718,1,64,,baseline,strict_online,,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019122189294385986,0.026614348277927857,1.3460103517469393,,,,,0.0685535,0.0003008,0.0003008,0.0003008,3.05e-05,3.05e-05,3.05e-05,23184,80,,,
seed-2718__h-1__c-64__absolute_geometry,2718,1,64,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.669467787114846,6.677871148459384,53.42296918767507,38.335570469798654,9.583892617449663,0.012604629725032096,0.016084973138749317,0.8120344784766338,,,,,1.3952409,0.0003734,0.0003734,0.0003734,3.62e-05,3.62e-05,3.62e-05,92736,296,,,
seed-2718__h-1__c-64__absolute_geometry,2718,1,64,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,357,4,12,13,1.6862745098039216,6.745098039215686,53.96078431372549,37.95348837209302,9.488372093023255,0.012513931087138897,0.015231879724477515,0.770346415084462,,,,,1.3952409,0.0003734,0.0003734,0.0003734,4.63e-05,4.63e-05,4.63e-05,92736,296,,,
seed-2718__h-1__c-64__local_geometry,2718,1,64,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.019243413836651478,0.02765905639139374,1.3963409971654825,,,,,0.1111051,0.0002936,0.0002936,0.0002936,3.74e-05,3.74e-05,3.74e-05,92736,296,0.5815445368466814,True,True
seed-2718__h-1__c-64__local_geometry,2718,1,64,,primary_control,strict_online,1,local_geometry,test,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.019019864801759462,0.027086897950293908,1.3699093683254076,,,,,0.1111051,0.0002936,0.0002936,0.0002936,3.84e-05,3.84e-05,3.84e-05,92736,296,0.562333854265222,True,True
seed-2718__h-1__c-64__moving_average_geometry,2718,1,64,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.013969875297686861,0.01783583586984404,0.9004251081944791,,,,,0.173455,0.0002843,0.0002843,0.0002843,3.55e-05,3.55e-05,3.55e-05,92736,296,0.9018345569071425,True,True
seed-2718__h-1__c-64__moving_average_geometry,2718,1,64,,causal_control,strict_online,8,moving_average_geometry,test,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.013455899099797136,0.01670144213170633,0.844668964410556,,,,,0.173455,0.0002843,0.0002843,0.0002843,3.7e-05,3.7e-05,3.7e-05,92736,296,0.9120098494704855,True,True
seed-2718__h-1__c-64__ewma_geometry,2718,1,64,,causal_control,strict_online,0.2,ewma_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.015513553344388569,0.02051323305944928,1.0355909435230015,,,,,0.1498965,0.000398,0.000398,0.000398,3.7e-05,3.7e-05,3.7e-05,92736,296,0.7841266704343265,True,True
seed-2718__h-1__c-64__ewma_geometry,2718,1,64,,causal_control,strict_online,0.2,ewma_geometry,test,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.014838099013673731,0.01885879897415357,0.953776450794294,,,,,0.1498965,0.000398,0.000398,0.000398,3.68e-05,3.68e-05,3.68e-05,92736,296,0.8076802634861937,True,True
seed-2718__h-1__c-64__fixed_geometry,2718,1,64,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,validation,ok,,,357,4,12,13,4.0,16.0,128.0,16.0,4.0,0.01302947922983011,0.01641452808553462,0.8286717446401386,,,,,0.1413614,0.0002765,0.0002765,0.0002765,3.59e-05,3.59e-05,3.59e-05,92736,296,0.9799229715854137,True,True
seed-2718__h-1__c-64__fixed_geometry,2718,1,64,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,test,ok,,,357,4,12,13,4.0,16.0,128.0,16.0,4.0,0.012794478325658144,0.015749225955026928,0.7965110002354829,,,,,0.1413614,0.0002765,0.0002765,0.0002765,3.7e-05,3.7e-05,3.7e-05,92736,296,0.9671510058953543,True,True
seed-2718__h-1__c-64__abba_geometry,2718,1,64,,external_control,window_offline,0.03,abba_geometry,validation,ok,,,357,4,12,13,1.2492997198879552,4.997198879551821,39.977591036414566,51.228699551569505,12.807174887892376,0.013792422711165087,0.017512687533452493,0.8841112736267265,,,,,0.2060096,0.0002871,0.0002871,0.0002871,3.71e-05,3.71e-05,3.71e-05,92736,296,0.9184754257748289,True,False
seed-2718__h-1__c-64__abba_geometry,2718,1,64,,external_control,window_offline,0.03,abba_geometry,test,ok,,,357,4,12,13,1.2633053221288515,5.053221288515406,40.42577030812325,50.66075388026608,12.66518847006652,0.013548830343767733,0.01709080815424684,0.8643610001307281,,,,,0.2060096,0.0002871,0.0002871,0.0002871,3.79e-05,3.79e-05,3.79e-05,92736,296,0.891232268656213,True,False
seed-2718__h-4__c-64__raw,2718,4,64,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03557726985396401,0.056435420205184945,1.0,,,,,0.0593736,0.0002203,0.0002203,0.0002203,2.82e-05,2.82e-05,2.82e-05,23016,80,,,
seed-2718__h-4__c-64__raw,2718,4,64,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03851970748314656,0.06274672703883584,1.0,,,,,0.0593736,0.0002203,0.0002203,0.0002203,3.66e-05,3.66e-05,3.66e-05,23016,80,,,
seed-2718__h-4__c-64__first_difference,2718,4,64,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.0476988114859759,0.0758165770439877,1.3434218575557293,,,,,0.0698025,0.0003021,0.0003021,0.0003021,3.13e-05,3.13e-05,3.13e-05,23016,80,,,
seed-2718__h-4__c-64__first_difference,2718,4,64,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.048530714351563344,0.07993354494050586,1.2739077990638872,,,,,0.0698025,0.0003021,0.0003021,0.0003021,3.66e-05,3.66e-05,3.66e-05,23016,80,,,
seed-2718__h-4__c-64__absolute_geometry,2718,4,64,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.669467787114846,6.677871148459384,53.42296918767507,38.335570469798654,9.583892617449663,0.020634954551935474,0.02754990679346882,0.4881669471637548,,,,,1.4269073,0.0002878,0.0002878,0.0002878,3.61e-05,3.61e-05,3.61e-05,92064,296,,,
seed-2718__h-4__c-64__absolute_geometry,2718,4,64,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.019243701249179547,0.027912341309883792,0.4448413905733761,,,,,1.4269073,0.0002878,0.0002878,0.0002878,3.8e-05,3.8e-05,3.8e-05,92064,296,,,
seed-2718__h-4__c-64__local_geometry,2718,4,64,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.04807364039495457,0.07854716063011442,1.3918060739963798,,,,,0.113569,0.0002903,0.0002903,0.0002903,3.6e-05,3.6e-05,3.6e-05,92064,296,0.3507435096629882,True,True
seed-2718__h-4__c-64__local_geometry,2718,4,64,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.04908755682813135,0.08207640585133606,1.308058758196846,,,,,0.113569,0.0002903,0.0002903,0.0002903,3.7e-05,3.7e-05,3.7e-05,92064,296,0.340077529228571,True,True
seed-2718__h-4__c-64__moving_average_geometry,2718,4,64,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.021045117435298206,0.027475009950652583,0.48683982241578744,,,,,0.1716768,0.0002885,0.0002885,0.0002885,3.66e-05,3.66e-05,3.66e-05,92064,296,1.0027259987512565,False,True
seed-2718__h-4__c-64__moving_average_geometry,2718,4,64,,causal_control,strict_online,8,moving_average_geometry,test,ok,,,364,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.020751260157781032,0.027796916534862093,0.4430018559797987,,,,,0.1716768,0.0002885,0.0002885,0.0002885,3.77e-05,3.77e-05,3.77e-05,92064,296,1.0041524308955971,False,True
seed-2718__h-4__c-64__ewma_geometry,2718,4,64,,causal_control,strict_online,0.2,ewma_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.025151815163224553,0.032439627799166586,0.5748097149135115,,,,,0.1498902,0.0002821,0.0002821,0.0002821,3.63e-05,3.63e-05,3.63e-05,92064,296,0.8492670435070964,True,True
seed-2718__h-4__c-64__ewma_geometry,2718,4,64,,causal_control,strict_online,0.2,ewma_geometry,test,ok,,,364,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.02437383653405042,0.032514052984189516,0.5181792663713852,,,,,0.1498902,0.0002821,0.0002821,0.0002821,3.75e-05,3.75e-05,3.75e-05,92064,296,0.858470069033123,True,True
seed-2718__h-4__c-64__fixed_geometry,2718,4,64,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,validation,ok,,,357,4,12,13,4.0,16.0,128.0,16.0,4.0,0.019936665372801185,0.025857562884294923,0.4581796820203225,,,,,0.1490503,0.0003199,0.0003199,0.0003199,5e-05,5e-05,5e-05,92064,296,1.065448701285061,False,False
seed-2718__h-4__c-64__fixed_geometry,2718,4,64,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,test,ok,,,364,4,12,13,4.0,16.0,128.0,16.0,4.0,0.02023360018498691,0.02729365034053551,0.4349812592399066,,,,,0.1490503,0.0003199,0.0003199,0.0003199,8.37e-05,8.37e-05,8.37e-05,92064,296,1.0226679451677971,False,False
seed-2718__h-4__c-64__abba_geometry,2718,4,64,,external_control,window_offline,0.3,abba_geometry,validation,ok,,,357,4,12,13,1.0588235294117647,4.235294117647059,33.88235294117647,60.44444444444444,15.11111111111111,0.04837273286952331,0.08485455664251296,1.5035691474255566,,,,,0.2014834,0.0002849,0.0002849,0.0002849,3.65e-05,3.65e-05,3.65e-05,92064,296,0.3246720963911801,True,False
seed-2718__h-4__c-64__abba_geometry,2718,4,64,,external_control,window_offline,0.3,abba_geometry,test,ok,,,364,4,12,13,1.0879120879120878,4.351648351648351,34.81318681318681,58.82828282828283,14.707070707070708,0.04765007925424537,0.09113793671992369,1.4524731571021334,,,,,0.2014834,0.0002849,0.0002849,0.0002849,3.77e-05,3.77e-05,3.77e-05,92064,296,0.3062647928453911,True,False
seed-2718__h-16__c-64__raw,2718,16,64,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.1411444217280128,0.26047461675101574,1.0,,,,,0.0629186,0.0002421,0.0002421,0.0002421,2.93e-05,2.93e-05,2.93e-05,22512,80,,,
seed-2718__h-16__c-64__raw,2718,16,64,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15374349046706204,0.2821356183781174,1.0,,,,,0.0629186,0.0002421,0.0002421,0.0002421,3.08e-05,3.08e-05,3.08e-05,22512,80,,,
seed-2718__h-16__c-64__first_difference,2718,16,64,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17721977979162257,0.29894794009190445,1.1477046931512134,,,,,0.0673001,0.0002249,0.0002249,0.0002249,2.9e-05,2.9e-05,2.9e-05,22512,80,,,
seed-2718__h-16__c-64__first_difference,2718,16,64,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.18578430911678817,0.31460222505451735,1.1150744697285555,,,,,0.0673001,0.0002249,0.0002249,0.0002249,3.06e-05,3.06e-05,3.06e-05,22512,80,,,
seed-2718__h-16__c-64__absolute_geometry,2718,16,64,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.6610644257703082,6.644257703081233,53.15406162464986,38.529510961214164,9.632377740303541,0.07906361951191872,0.15424986665189677,0.5921877094048753,,,,,1.4468248,0.0003285,0.0003285,0.0003285,3.76e-05,3.76e-05,3.76e-05,90048,296,,,
seed-2718__h-16__c-64__absolute_geometry,2718,16,64,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.684065934065934,6.736263736263736,53.89010989010989,38.00326264274062,9.500815660685156,0.08006962959097369,0.16194354111133008,0.5739918342897555,,,,,1.4468248,0.0003285,0.0003285,0.0003285,4.35e-05,4.35e-05,4.35e-05,90048,296,,,
seed-2718__h-16__c-64__local_geometry,2718,16,64,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.17473468949553722,0.2975356758293794,1.1422828049068208,,,,,0.1111011,0.0003448,0.0003448,0.0003448,3.61e-05,3.61e-05,3.61e-05,90048,296,0.518424777875547,True,True
seed-2718__h-16__c-64__local_geometry,2718,16,64,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.1868953357931161,0.31675075313672146,1.1226897013485655,,,,,0.1111011,0.0003448,0.0003448,0.0003448,3.77e-05,3.77e-05,3.77e-05,90048,296,0.5112648967923028,True,True
seed-2718__h-16__c-64__moving_average_geometry,2718,16,64,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.07576089452764662,0.12801601628726866,0.4914721360724277,,,,,0.17241,0.0003631,0.0003631,0.0003631,3.63e-05,3.63e-05,3.63e-05,90048,296,1.204926314108691,False,False
seed-2718__h-16__c-64__moving_average_geometry,2718,16,64,,causal_control,strict_online,8,moving_average_geometry,test,ok,,,364,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.0893901855000409,0.1456771517264374,0.5163373294158176,,,,,0.17241,0.0003631,0.0003631,0.0003631,6.71e-05,6.71e-05,6.71e-05,90048,296,1.1116605397079622,False,False
seed-2718__h-16__c-64__ewma_geometry,2718,16,64,,causal_control,strict_online,0.2,ewma_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.086913409436896,0.13301301498718016,0.5106563420508861,,,,,0.161703,0.0002854,0.0002854,0.0002854,3.74e-05,3.74e-05,3.74e-05,90048,296,1.1596599525750426,False,False
