condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,candidate_rmse_ratio_vs_control,candidate_predictive_advantage,candidate_pareto_vs_control
seed-1729__h-1__c-32__ewma_geometry,1729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.014794314232589529,0.02003385164289797,1.2383844949197262,,,,,0.1324708,0.0004606,0.0004606,0.0004606,4.1e-05,4.1e-05,4.1e-05,98112,296,0.8101471345725063,True,True
seed-1729__h-1__c-32__ewma_geometry,1729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.015709699005785855,0.022189512111370352,1.3784222091109828,,,,,0.1324708,0.0004606,0.0004606,0.0004606,3.6e-05,3.6e-05,3.6e-05,98112,296,0.7611434939752575,True,True
seed-1729__h-1__c-32__fixed_geometry,1729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.01381687962992346,0.017736170774637815,1.0963542746582233,,,,,0.1440139,0.0004817,0.0004817,0.0004817,3.79e-05,3.79e-05,3.79e-05,98112,296,0.9150998662097581,True,False
seed-1729__h-1__c-32__fixed_geometry,1729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.014321983467589759,0.018734467986616966,1.163793355122883,,,,,0.1440139,0.0004817,0.0004817,0.0004817,5.09e-05,5.09e-05,5.09e-05,98112,296,0.9015149397420694,True,False
seed-1729__h-1__c-32__abba_geometry,1729,1,32,,external_control,window_offline,0.3,abba_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.01381687962992346,0.017736170774637815,1.0963542746582233,,,,,0.1423359,0.0002954,0.0002954,0.0002954,3.86e-05,3.86e-05,3.86e-05,98112,296,0.9150998662097581,True,False
seed-1729__h-1__c-32__abba_geometry,1729,1,32,,external_control,window_offline,0.3,abba_geometry,test,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.014321983467589759,0.018734467986616966,1.163793355122883,,,,,0.1423359,0.0002954,0.0002954,0.0002954,3.8e-05,3.8e-05,3.8e-05,98112,296,0.9015149397420694,True,False
seed-1729__h-4__c-32__raw,1729,4,32,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.023586965403255885,0.035144642152991484,1.0,,,,,0.06102,0.0002287,0.0002287,0.0002287,3.03e-05,3.03e-05,3.03e-05,24360,80,,,
seed-1729__h-4__c-32__raw,1729,4,32,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.027271444602722433,0.03948178938534824,1.0,,,,,0.06102,0.0002287,0.0002287,0.0002287,3.68e-05,3.68e-05,3.68e-05,24360,80,,,
seed-1729__h-4__c-32__first_difference,1729,4,32,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.032279364053142225,0.0520039699574121,1.4797126040159598,,,,,0.072146,0.0002212,0.0002212,0.0002212,2.9e-05,2.9e-05,2.9e-05,24360,80,,,
seed-1729__h-4__c-32__first_difference,1729,4,32,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03581588823381632,0.057447486972918134,1.4550375721885844,,,,,0.072146,0.0002212,0.0002212,0.0002212,3.08e-05,3.08e-05,3.08e-05,24360,80,,,
seed-1729__h-4__c-32__absolute_geometry,1729,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.2044817927170868,4.817927170868347,38.54341736694678,26.567441860465117,6.641860465116279,0.019233180255388952,0.026521159972045533,0.7546288238358994,,,,,0.772334,0.0003514,0.0003514,0.0003514,3.76e-05,3.76e-05,3.76e-05,97440,296,,,
seed-1729__h-4__c-32__absolute_geometry,1729,4,32,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.2252747252747254,4.9010989010989015,39.20879120879121,26.11659192825112,6.52914798206278,0.019781198232298746,0.028113460756085173,0.7120614641270065,,,,,0.772334,0.0003514,0.0003514,0.0003514,3.87e-05,3.87e-05,3.87e-05,97440,296,,,
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.03226856800638833,0.052327949862072745,1.4889310761588912,,,,,0.1116953,0.0002941,0.0002941,0.0002941,3.72e-05,3.72e-05,3.72e-05,97440,296,0.5068258940384753,True,True
seed-1729__h-4__c-32__local_geometry,1729,4,32,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.03568802809105775,0.05695245702098831,1.4424993878854808,,,,,0.1116953,0.0002941,0.0002941,0.0002941,3.69e-05,3.69e-05,3.69e-05,97440,296,0.49363034057906763,True,True
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.021406146805365015,0.0299781296662842,0.8529928839731403,,,,,0.1549294,0.0003113,0.0003113,0.0003113,3.72e-05,3.72e-05,3.72e-05,97440,296,0.8846836099275849,True,True
seed-1729__h-4__c-32__moving_average_geometry,1729,4,32,,causal_control,strict_online,8,moving_average_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.022482130851248446,0.030619511939528977,0.7755350610044014,,,,,0.1549294,0.0003113,0.0003113,0.0003113,3.72e-05,3.72e-05,3.72e-05,97440,296,0.918155090505915,True,True
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.025154374215352784,0.037437221428980705,1.06523268229647,,,,,0.133114,0.0002913,0.0002913,0.0002913,3.69e-05,3.69e-05,3.69e-05,97440,296,0.7084168899221541,True,True
seed-1729__h-4__c-32__ewma_geometry,1729,4,32,,causal_control,strict_online,0.2,ewma_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.02584873026256432,0.038550491453503,0.9764119624175177,,,,,0.133114,0.0002913,0.0002913,0.0002913,3.74e-05,3.74e-05,3.74e-05,97440,296,0.7292633555656154,True,True
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.031966131507441785,0.05084319982480234,1.4466842372009927,,,,,0.138321,0.0002919,0.0002919,0.0002919,3.71e-05,3.71e-05,3.71e-05,97440,296,0.5216264921057934,True,False
seed-1729__h-4__c-32__fixed_geometry,1729,4,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ok,,,364,4,12,13,1.0,4.0,32.0,32.0,8.0,0.035489793129040374,0.05621095174099939,1.423718443770924,,,,,0.138321,0.0002919,0.0002919,0.0002919,3.76e-05,3.76e-05,3.76e-05,97440,296,0.5001420521328703,True,False
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.031966131507441785,0.05084319982480234,1.4466842372009927,,,,,0.1411081,0.0002995,0.0002995,0.0002995,3.58e-05,3.58e-05,3.58e-05,97440,296,0.5216264921057934,True,False
seed-1729__h-4__c-32__abba_geometry,1729,4,32,,external_control,window_offline,0.3,abba_geometry,test,ok,,,364,4,12,13,1.0,4.0,32.0,32.0,8.0,0.035489793129040374,0.05621095174099939,1.423718443770924,,,,,0.1411081,0.0002995,0.0002995,0.0002995,3.72e-05,3.72e-05,3.72e-05,97440,296,0.5001420521328703,True,False
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10189921409104837,0.17973171694716894,1.0,,,,,0.0640347,0.0002233,0.0002233,0.0002233,2.82e-05,2.82e-05,2.82e-05,23856,80,,,
seed-1729__h-16__c-32__raw,1729,16,32,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.11621211870840005,0.20406021512480174,1.0,,,,,0.0640347,0.0002233,0.0002233,0.0002233,3.15e-05,3.15e-05,3.15e-05,23856,80,,,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.1351067630370161,0.23749190425086927,1.3213689174330794,,,,,0.0672022,0.0002241,0.0002241,0.0002241,2.91e-05,2.91e-05,2.91e-05,23856,80,,,
seed-1729__h-16__c-32__first_difference,1729,16,32,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.14902901759960122,0.263484052011262,1.2912073617589646,,,,,0.0672022,0.0002241,0.0002241,0.0002241,3e-05,3e-05,3e-05,23856,80,,,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.2044817927170868,4.817927170868347,38.54341736694678,26.567441860465117,6.641860465116279,0.06714613337253192,0.1099926963907645,0.611982672057243,,,,,0.7667625,0.0002846,0.0002846,0.0002846,3.63e-05,3.63e-05,3.63e-05,95424,296,,,
seed-1729__h-16__c-32__absolute_geometry,1729,16,32,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.2252747252747254,4.9010989010989015,39.20879120879121,26.11659192825112,6.52914798206278,0.06605633851776696,0.11680178988866297,0.572388840309846,,,,,0.7667625,0.0002846,0.0002846,0.0002846,3.87e-05,3.87e-05,3.87e-05,95424,296,,,
seed-1729__h-16__c-32__local_geometry,1729,16,32,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.13398549464362028,0.23572535296907296,1.3115400941635862,,,,,0.1128638,0.0003547,0.0003547,0.0003547,3.89e-05,3.89e-05,3.89e-05,95424,296,0.466613773212572,True,True
seed-1729__h-16__c-32__local_geometry,1729,16,32,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.14752412017863747,0.26006832075180863,1.2744685219152236,,,,,0.1128638,0.0003547,0.0003547,0.0003547,3.83e-05,3.83e-05,3.83e-05,95424,296,0.4491196372976568,True,True
seed-1729__h-16__c-32__moving_average_geometry,1729,16,32,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.07980108449791866,0.12623594099452481,0.7023576202281042,,,,,0.1518801,0.0002947,0.0002947,0.0002947,3.66e-05,3.66e-05,3.66e-05,95424,296,0.8713263078978053,True,True
seed-1729__h-16__c-32__moving_average_geometry,1729,16,32,,causal_control,strict_online,8,moving_average_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.08472922782137177,0.13280035997196502,0.650790061603852,,,,,0.1518801,0.0002947,0.0002947,0.0002947,3.83e-05,3.83e-05,3.83e-05,95424,296,0.8795291662863004,True,True
seed-1729__h-16__c-32__ewma_geometry,1729,16,32,,causal_control,strict_online,0.2,ewma_geometry,validation,ok,,,357,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.09359907823583057,0.1580959593982521,0.8796219280803035,,,,,0.1324422,0.000288,0.000288,0.000288,3.75e-05,3.75e-05,3.75e-05,95424,296,0.6957337607451881,True,True
seed-1729__h-16__c-32__ewma_geometry,1729,16,32,,causal_control,strict_online,0.2,ewma_geometry,test,ok,,,364,4,12,13,31.0,124.0,992.0,1.032258064516129,0.25806451612903225,0.09457491108892586,0.160637949490554,0.7872085668061704,,,,,0.1324422,0.000288,0.000288,0.000288,3.81e-05,3.81e-05,3.81e-05,95424,296,0.7271120570144682,True,True
seed-1729__h-16__c-32__fixed_geometry,1729,16,32,,causal_control,forecast_causal_fixed_boundaries,8,fixed_geometry,validation,ok,,,357,4,12,13,4.0,16.0,128.0,8.0,2.0,0.0864360791850274,0.14400175894038092,0.8012039354339967,,,,,0.1450117,0.0002885,0.0002885,0.0002885,3.69e-05,3.69e-05,3.69e-05,95424,296,0.7638288393151036,True,True
seed-1729__h-16__c-32__fixed_geometry,1729,16,32,,causal_control,forecast_causal_fixed_boundaries,8,fixed_geometry,test,ok,,,364,4,12,13,4.0,16.0,128.0,8.0,2.0,0.0895518472949999,0.14817921653495086,0.7261543679365697,,,,,0.1450117,0.0002885,0.0002885,0.0002885,3.78e-05,3.78e-05,3.78e-05,95424,296,0.7882467772470174,True,True
seed-1729__h-16__c-32__abba_geometry,1729,16,32,,external_control,window_offline,0.3,abba_geometry,validation,ok,,,357,4,12,13,1.0,4.0,32.0,32.0,8.0,0.13563137978150028,0.24335413436151307,1.3539854762142263,,,,,0.1435146,0.0002909,0.0002909,0.0002909,3.7e-05,3.7e-05,3.7e-05,95424,296,0.45198614225047684,True,False
seed-1729__h-16__c-32__abba_geometry,1729,16,32,,external_control,window_offline,0.3,abba_geometry,test,ok,,,364,4,12,13,1.0,4.0,32.0,32.0,8.0,0.15033032725586776,0.27263313575145454,1.3360425773574438,,,,,0.1435146,0.0002909,0.0002909,0.0002909,3.79e-05,3.79e-05,3.79e-05,95424,296,0.4284211072389421,True,False
seed-1729__h-1__c-64__raw,1729,1,64,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.01420178134604677,0.018368504850147505,1.0,,,,,0.062617,0.0002244,0.0002244,0.0002244,2.98e-05,2.98e-05,2.98e-05,23184,80,,,
seed-1729__h-1__c-64__raw,1729,1,64,,baseline,strict_online,,raw,test,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.015014720083066676,0.019919906342916176,1.0,,,,,0.062617,0.0002244,0.0002244,0.0002244,2.98e-05,2.98e-05,2.98e-05,23184,80,,,
seed-1729__h-1__c-64__first_difference,1729,1,64,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.017948765334347055,0.025214933094923953,1.3727264848516763,,,,,0.068768,0.0002358,0.0002358,0.0002358,3.06e-05,3.06e-05,3.06e-05,23184,80,,,
seed-1729__h-1__c-64__first_difference,1729,1,64,,baseline,strict_online,,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019384934237860967,0.028250327616736036,1.4181958052620205,,,,,0.068768,0.0002358,0.0002358,0.0002358,5.2e-05,5.2e-05,5.2e-05,23184,80,,,
seed-1729__h-1__c-64__absolute_geometry,1729,1,64,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.6610644257703082,6.644257703081233,53.15406162464986,38.529510961214164,9.632377740303541,0.012664056721875112,0.01606684474148961,0.8746952935236091,,,,,1.4081034,0.0002839,0.0002839,0.0002839,3.77e-05,3.77e-05,3.77e-05,92736,296,,,
seed-1729__h-1__c-64__absolute_geometry,1729,1,64,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,357,4,12,13,1.6862745098039216,6.745098039215686,53.96078431372549,37.95348837209302,9.488372093023255,0.012416422009404281,0.015619744459550536,0.7841274045500297,,,,,1.4081034,0.0002839,0.0002839,0.0002839,3.74e-05,3.74e-05,3.74e-05,92736,296,,,
seed-1729__h-1__c-64__local_geometry,1729,1,64,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.018339384220706856,0.025993105579888008,1.4150909827415417,,,,,0.1123467,0.0002865,0.0002865,0.0002865,3.73e-05,3.73e-05,3.73e-05,92736,296,0.6181194737238794,True,True
seed-1729__h-1__c-64__local_geometry,1729,1,64,,primary_control,strict_online,1,local_geometry,test,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.01950723670744859,0.02857479702974458,1.434484506997003,,,,,0.1123467,0.0002865,0.0002865,0.0002865,3.71e-05,3.71e-05,3.71e-05,92736,296,0.546626610970897,True,True
seed-1729__h-1__c-64__moving_average_geometry,1729,1,64,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.013546737707619766,0.017086080541931222,0.9301835223564217,,,,,0.1780056,0.0002914,0.0002914,0.0002914,3.79e-05,3.79e-05,3.79e-05,92736,296,0.9403470094887889,True,True
seed-1729__h-1__c-64__moving_average_geometry,1729,1,64,,causal_control,strict_online,8,moving_average_geometry,test,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.013682423423061486,0.017251628317771946,0.8660496701535391,,,,,0.1780056,0.0002914,0.0002914,0.0002914,5.65e-05,5.65e-05,5.65e-05,92736,296,0.9054069663360237,True,True
seed-1729__h-1__c-64__ewma_geometry,1729,1,64,,causal_control,strict_online,0.2,ewma_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.014524039988298326,0.01851098317322658,1.0077566641510254,,,,,0.1512424,0.0002874,0.0002874,0.0002874,3.79e-05,3.79e-05,3.79e-05,92736,296,0.8679627976069872,True,True
seed-1729__h-1__c-64__ewma_geometry,1729,1,64,,causal_control,strict_online,0.2,ewma_geometry,test,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.014800056645090313,0.019270929125017433,0.9674206692176779,,,,,0.1512424,0.0002874,0.0002874,0.0002874,3.76e-05,3.76e-05,3.76e-05,92736,296,0.8105340618617632,True,True
seed-1729__h-1__c-64__fixed_geometry,1729,1,64,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ok,,,357,4,12,13,2.0,8.0,64.0,32.0,8.0,0.013097565552484453,0.016653047434940057,0.9066087616165628,,,,,0.143395,0.0002811,0.0002811,0.0002811,3.57e-05,3.57e-05,3.57e-05,92736,296,0.964799073818734,True,True
seed-1729__h-1__c-64__fixed_geometry,1729,1,64,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ok,,,357,4,12,13,2.0,8.0,64.0,32.0,8.0,0.013300005572367797,0.016896362196855662,0.8482149416763833,,,,,0.143395,0.0002811,0.0002811,0.0002811,3.68e-05,3.68e-05,3.68e-05,92736,296,0.9244442251869637,True,True
seed-1729__h-1__c-64__abba_geometry,1729,1,64,,external_control,window_offline,0.03,abba_geometry,validation,ok,,,357,4,12,13,1.2492997198879552,4.997198879551821,39.977591036414566,51.228699551569505,12.807174887892376,0.014651008704137733,0.019409740851414795,1.056685942038387,,,,,0.2016204,0.0002929,0.0002929,0.0002929,3.62e-05,3.62e-05,3.62e-05,92736,296,0.8277722440749888,True,False
seed-1729__h-1__c-64__abba_geometry,1729,1,64,,external_control,window_offline,0.03,abba_geometry,test,ok,,,357,4,12,13,1.2661064425770308,5.064425770308123,40.515406162464984,50.548672566371685,12.637168141592921,0.01418808098449741,0.018886508951720546,0.948122377012926,,,,,0.2016204,0.0002929,0.0002929,0.0002929,3.87e-05,3.87e-05,3.87e-05,92736,296,0.8270318511207753,True,False
seed-1729__h-4__c-64__raw,1729,4,64,,baseline,strict_online,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03387273012204715,0.05598291103896755,1.0,,,,,0.0617629,0.0002261,0.0002261,0.0002261,2.88e-05,2.88e-05,2.88e-05,23016,80,,,
seed-1729__h-4__c-64__raw,1729,4,64,,baseline,strict_online,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03844589509166227,0.06256543172248372,1.0,,,,,0.0617629,0.0002261,0.0002261,0.0002261,2.96e-05,2.96e-05,2.96e-05,23016,80,,,
seed-1729__h-4__c-64__first_difference,1729,4,64,,baseline,strict_online,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.045620023474357785,0.07427851461755108,1.3268069351707823,,,,,0.0677128,0.000242,0.000242,0.000242,2.92e-05,2.92e-05,2.92e-05,23016,80,,,
seed-1729__h-4__c-64__first_difference,1729,4,64,,baseline,strict_online,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.048406373135147694,0.07954134888893538,1.2713306165895304,,,,,0.0677128,0.000242,0.000242,0.000242,3.13e-05,3.13e-05,3.13e-05,23016,80,,,
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,candidate,strict_online,,absolute_geometry,validation,ok,,,357,4,12,13,1.658263305322129,6.633053221288516,53.06442577030813,38.59459459459459,9.648648648648647,0.01925928727458367,0.027779710127709273,0.49621767807631306,,,,,1.4154975,0.0002913,0.0002913,0.0002913,3.65e-05,3.65e-05,3.65e-05,92064,296,,,
seed-1729__h-4__c-64__absolute_geometry,1729,4,64,0.1,candidate,strict_online,,absolute_geometry,test,ok,,,364,4,12,13,1.6868131868131868,6.747252747252747,53.97802197802198,37.9413680781759,9.485342019543975,0.020565360850553962,0.02923245760778822,0.4672301749223469,,,,,1.4154975,0.0002913,0.0002913,0.0002913,3.75e-05,3.75e-05,3.75e-05,92064,296,,,
seed-1729__h-4__c-64__local_geometry,1729,4,64,,primary_control,strict_online,1,local_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.04689517622249855,0.0772635111655574,1.3801267160219168,,,,,0.1127819,0.0002904,0.0002904,0.0002904,3.68e-05,3.68e-05,3.68e-05,92064,296,0.35954501301635045,True,True
seed-1729__h-4__c-64__local_geometry,1729,4,64,,primary_control,strict_online,1,local_geometry,test,ok,,,364,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.04856131266877286,0.08032690554892767,1.2838863784274206,,,,,0.1127819,0.0002904,0.0002904,0.0002904,3.77e-05,3.77e-05,3.77e-05,92064,296,0.3639186323439601,True,True
seed-1729__h-4__c-64__moving_average_geometry,1729,4,64,,causal_control,strict_online,8,moving_average_geometry,validation,ok,,,357,4,12,13,63.0,252.0,2016.0,1.0158730158730158,0.25396825396825395,0.019030501334013683,0.025996868488679287,0.4643715020568307,,,,,0.1767585,0.0002863,0.0002863,0.0002863,3.58e-05,3.58e-05,3.58e-05,92064,296,1.0685790921243592,False,False
