representation,role,causal_scope,split,horizon,context_length,tolerance,selected_parameters,n_seeds,n_successes,n_failures,rmse_mean,rmse_median,rmse_ratio_vs_raw_mean,candidate_rmse_ratio_vs_control_mean,candidate_rmse_ratio_vs_control_median,candidate_predictive_advantage_rate,candidate_pareto_rate,robust_predictive_cell,robust_pareto_cell,mean_input_steps,mean_input_scalar_elements,n_pooled_features,n_model_parameters,representation_runtime_median_s
fixed_geometry,causal_control,forecast_causal_fixed_boundaries,validation,16,64,,"16,8",5,5,0,0.11772617201613292,0.11342330041881013,0.45169077985527395,1.2818676217127376,1.2502120816323263,0.0,0.0,False,False,6.4,25.6,12,13,0.1420673
fixed_geometry,causal_control,forecast_causal_fixed_boundaries,validation,16,128,,32,5,5,0,0.2559252911826547,0.2559164904326529,0.8561831503354611,0.6825445734188099,0.7025635525083576,1.0,1.0,True,True,4.0,16.0,12,13,0.1322333
local_geometry,primary_control,strict_online,test,1,32,,1,5,5,0,0.02092201837735911,0.020992927203702928,1.293224130629144,0.7901516046820003,0.7790926174680314,1.0,1.0,True,True,31.0,124.0,12,13,0.1169126
local_geometry,primary_control,strict_online,test,1,64,,1,5,5,0,0.028344902694953517,0.028530359872761202,1.4209572185101,0.5502749015208608,0.5513906810592728,1.0,1.0,True,True,63.0,252.0,12,13,0.1114201
local_geometry,primary_control,strict_online,test,1,128,,1,5,5,0,0.024949813506100454,0.024961700071289294,1.071689056581425,0.6260324856700213,0.6252817410675329,1.0,1.0,True,True,127.0,508.0,12,13,0.115702
local_geometry,primary_control,strict_online,test,4,32,,1,5,5,0,0.05738932459492866,0.05695245702098831,1.4488516135433858,0.6331806004069879,0.5931393902860429,1.0,1.0,True,True,31.0,124.0,12,13,0.1118729
local_geometry,primary_control,strict_online,test,4,64,,1,5,5,0,0.08098036212901749,0.08134484150016223,1.2914022942568937,0.3477953209772776,0.34714978149304504,1.0,1.0,True,True,63.0,252.0,12,13,0.1127819
local_geometry,primary_control,strict_online,test,4,128,,1,5,5,0,0.0683001957317039,0.06841686338809619,0.8797060051687758,0.4862250447460282,0.48069314383590256,1.0,1.0,True,True,127.0,508.0,12,13,0.1156012
local_geometry,primary_control,strict_online,test,16,32,,1,5,5,0,0.2617268990689733,0.2633897738963702,1.2825721455990602,0.7103755796064923,0.5528933429977574,0.8,0.8,True,True,31.0,124.0,12,13,0.1137306
local_geometry,primary_control,strict_online,test,16,64,,1,5,5,0,0.31821528420942014,0.3168516670540993,1.1301262301595094,0.5058870743449573,0.4979991611277055,1.0,1.0,True,True,63.0,252.0,12,13,0.1110312
local_geometry,primary_control,strict_online,test,16,128,,1,5,5,0,0.25385815279102475,0.25326791771730284,0.8296406694164318,0.7928790121382282,0.8122138076681589,1.0,1.0,True,True,127.0,508.0,12,13,0.1147937
local_geometry,primary_control,strict_online,validation,1,32,,1,5,5,0,0.01935855333850856,0.019481658607012634,1.2068114910290466,0.8747225158384936,0.8597474855388751,0.8,0.8,True,True,31.0,124.0,12,13,0.1169126
local_geometry,primary_control,strict_online,validation,1,64,,1,5,5,0,0.02712506785812655,0.026658105594550417,1.4421850959638047,0.5921449928782591,0.5815445368466814,1.0,1.0,True,True,63.0,252.0,12,13,0.1114201
local_geometry,primary_control,strict_online,validation,1,128,,1,5,5,0,0.0257775502486782,0.025342133570516533,1.1417970868184482,0.6179362419135364,0.6095876444301549,1.0,1.0,True,True,127.0,508.0,12,13,0.115702
local_geometry,primary_control,strict_online,validation,4,32,,1,5,5,0,0.05245523820509982,0.05266379422336468,1.4786764696894448,0.6898095076643473,0.6923853790966481,1.0,1.0,True,True,31.0,124.0,12,13,0.1118729
local_geometry,primary_control,strict_online,validation,4,64,,1,5,5,0,0.07760392028478864,0.07854716063011442,1.3839251291735024,0.35054151369745973,0.3507435096629882,1.0,1.0,True,True,63.0,252.0,12,13,0.1127819
local_geometry,primary_control,strict_online,validation,4,128,,1,5,5,0,0.07144316401264093,0.07154885033412361,0.9651467506724337,0.45119344600669375,0.4620760192470541,1.0,1.0,True,True,127.0,508.0,12,13,0.1156012
local_geometry,primary_control,strict_online,validation,16,32,,1,5,5,0,0.23836095768037852,0.2403481641843044,1.3331556540434404,0.7771614823035566,0.6503090795461086,0.6,0.6,False,False,31.0,124.0,12,13,0.1137306
local_geometry,primary_control,strict_online,validation,16,64,,1,5,5,0,0.3004517747589857,0.2983695687508284,1.1528121325768255,0.5021411321749656,0.5167861946585596,1.0,1.0,True,True,63.0,252.0,12,13,0.1110312
local_geometry,primary_control,strict_online,validation,16,128,,1,5,5,0,0.2728687983077207,0.2698221732696185,0.9128795952459908,0.6407780352328747,0.6348221999132831,1.0,1.0,True,True,127.0,508.0,12,13,0.1147937
moving_average_geometry,causal_control,strict_online,test,1,32,,"2,4,8",5,5,0,0.020300837962416267,0.021309641296082912,1.2497120237661288,0.8205758610413169,0.8730463404706698,1.0,1.0,True,True,31.0,124.0,12,13,0.1556021
moving_average_geometry,causal_control,strict_online,test,1,64,,"4,8",5,5,0,0.017890455272919093,0.01670144213170633,0.8922196808778103,0.8820161424265196,0.9054069663360237,1.0,1.0,True,True,63.0,252.0,12,13,0.1755751
moving_average_geometry,causal_control,strict_online,test,1,128,,8,5,5,0,0.01548843802596031,0.015462692879476232,0.664403105068464,1.006969387213367,1.001531062027928,0.0,0.8,False,True,127.0,508.0,12,13,0.2210421
moving_average_geometry,causal_control,strict_online,test,4,32,,"2,4,8",5,5,0,0.039193594692010156,0.033519396196798945,0.9903262048459218,0.9323044235812123,0.9428495922991811,0.8,1.0,True,True,31.0,124.0,12,13,0.1574452
moving_average_geometry,causal_control,strict_online,test,4,64,,8,5,5,0,0.027938958437095113,0.027796916534862093,0.4455006984791896,1.0085902359616556,1.0041524308955971,0.4,0.6,False,False,63.0,252.0,12,13,0.1799151
moving_average_geometry,causal_control,strict_online,test,4,128,,8,5,5,0,0.03013191571060862,0.030036614221955065,0.38807303086291506,1.1018510728908733,1.106616755458775,0.0,0.0,False,False,127.0,508.0,12,13,0.2168862
moving_average_geometry,causal_control,strict_online,test,16,32,,"2,8",5,5,0,0.1555930983816168,0.13280035997196502,0.7621251931528418,1.2097634850060506,1.1004499067610036,0.2,0.2,False,False,31.0,124.0,12,13,0.1540603
moving_average_geometry,causal_control,strict_online,test,16,64,,8,5,5,0,0.14475709105045298,0.14537033822510534,0.5140859691157547,1.1126156417042605,1.080934413254517,0.0,0.0,False,False,63.0,252.0,12,13,0.1727459
moving_average_geometry,causal_control,strict_online,test,16,128,,"2,8",5,5,0,0.1827638173237786,0.1802265056380358,0.5972529632854674,1.1006725781188105,1.1049250030140136,0.0,0.2,False,False,127.0,508.0,12,13,0.2169849
moving_average_geometry,causal_control,strict_online,validation,1,32,,"2,4,8",5,5,0,0.01948608817604652,0.019271517513689447,1.215686447997333,0.8714288294569194,0.9056973824067627,1.0,1.0,True,True,31.0,124.0,12,13,0.1556021
moving_average_geometry,causal_control,strict_online,validation,1,64,,"4,8",5,5,0,0.01802157084113246,0.017086080541931222,0.9545959328154344,0.9021403459390276,0.9399992610327759,1.0,1.0,True,True,63.0,252.0,12,13,0.1755751
moving_average_geometry,causal_control,strict_online,validation,1,128,,8,5,5,0,0.01581426941944039,0.015772057320260807,0.700877710704458,1.005665672049691,1.003450663589025,0.2,0.6,False,False,127.0,508.0,12,13,0.2210421
moving_average_geometry,causal_control,strict_online,validation,4,32,,"2,4,8",5,5,0,0.038358752544854505,0.03294807454561572,1.0800611206103976,0.9490849382253593,0.9857778465107085,0.8,0.8,True,True,31.0,124.0,12,13,0.1574452
moving_average_geometry,causal_control,strict_online,validation,4,64,,8,5,5,0,0.026601798531582878,0.02692258726226729,0.4742916115691952,1.0223805853437888,1.0027259987512565,0.2,0.6,False,False,63.0,252.0,12,13,0.1799151
moving_average_geometry,causal_control,strict_online,validation,4,128,,8,5,5,0,0.02857596446610901,0.02842312988547608,0.3860119409075501,1.1276390427350813,1.0829370638599232,0.0,0.0,False,False,127.0,508.0,12,13,0.2168862
moving_average_geometry,causal_control,strict_online,validation,16,32,,"2,8",5,5,0,0.1505360834219615,0.12623594099452481,0.8420155499557364,1.262860917787695,1.1661056269894083,0.2,0.2,False,False,31.0,124.0,12,13,0.1540603
moving_average_geometry,causal_control,strict_online,validation,16,64,,8,5,5,0,0.12680555008121025,0.12791014239288281,0.4865148139791711,1.18774165083107,1.204926314108691,0.0,0.0,False,False,63.0,252.0,12,13,0.1727459
