representation,role,causal_scope,split,horizon,context_length,signal,n_seeds,rmse_mean,rmse_median,candidate_rmse_ratio_vs_control_mean,candidate_rmse_ratio_vs_control_median
abba_geometry,external_control,window_offline,test,1,128,first_order_response,5,0.013712376893314848,0.013725477167212593,1.0000889247586353,1.0016722631993684
abba_geometry,external_control,window_offline,test,1,128,piecewise_linear,5,0.013424448300643455,0.013461456980366677,0.9993875515524924,0.9996721835632066
abba_geometry,external_control,window_offline,test,1,128,ramp,5,0.013600048990859958,0.013876722698761739,0.9976602007867672,0.9955667065131589
abba_geometry,external_control,window_offline,test,1,128,regime_change,5,0.026159524770114618,0.027612775650631874,0.7667694552160881,0.7561255256791859
abba_geometry,external_control,window_offline,test,1,128,second_order_response,5,0.013810793284810862,0.013001986179224254,1.0091184008562046,1.0010813468277615
abba_geometry,external_control,window_offline,test,1,128,sine,5,0.015220816547859162,0.015313503054717036,0.9679473974752619,0.9588428128357244
abba_geometry,external_control,window_offline,test,4,32,chirp,5,0.09158459006338353,0.09156618346371424,0.5953421683241971,0.5366917613308207
abba_geometry,external_control,window_offline,test,4,32,first_order_response,5,0.015854926862249225,0.015597306845065583,1.0064662705449376,1.0067047148075676
abba_geometry,external_control,window_offline,test,4,32,piecewise_linear,5,0.015265371675549037,0.014617917529562185,1.001349582683624,1.0011993390674208
abba_geometry,external_control,window_offline,test,4,32,ramp,5,0.013966902948238293,0.014728615423605134,1.0066500649848358,1.0070801065697632
abba_geometry,external_control,window_offline,test,4,32,regime_change,5,0.11063018649669934,0.11067053136917203,0.6158374919583361,0.565224405419786
abba_geometry,external_control,window_offline,test,4,32,second_order_response,5,0.016271484031462162,0.016296188997952755,1.005945292286469,1.006007715105368
abba_geometry,external_control,window_offline,test,4,32,sine,5,0.023597072214012915,0.024075721101059072,0.9508041099836528,0.9509160603517617
abba_geometry,external_control,window_offline,test,4,64,chirp,5,0.24888923773319407,0.1550916280069124,0.22273764062623616,0.28050201696125404
abba_geometry,external_control,window_offline,test,4,64,first_order_response,5,0.015376367864289902,0.014944647806777641,1.0029693099782695,1.002743907215646
abba_geometry,external_control,window_offline,test,4,64,piecewise_linear,5,0.014785092016045174,0.014157463956739513,1.0030514416175287,1.002737701022193
abba_geometry,external_control,window_offline,test,4,64,ramp,5,0.013551723688034945,0.014212520113801976,0.9944042857189951,0.9930954291824138
abba_geometry,external_control,window_offline,test,4,64,regime_change,5,0.33113227876232465,0.19580449786756715,0.20634308831324985,0.25131111523404737
abba_geometry,external_control,window_offline,test,4,64,second_order_response,5,0.015678387004838933,0.01575289549618157,1.0155763754568858,1.0146287250804589
abba_geometry,external_control,window_offline,test,4,64,sine,5,0.035746359542073405,0.03601281711999126,0.5717884089308706,0.5641295303577892
abba_geometry,external_control,window_offline,test,4,128,chirp,5,0.10129568361998935,0.10566857814153541,0.5414288735942028,0.5230233629759685
abba_geometry,external_control,window_offline,test,4,128,first_order_response,5,0.015218972788082031,0.014650297050354573,0.9959546707736168,0.9939242423642486
abba_geometry,external_control,window_offline,test,4,128,piecewise_linear,5,0.014915484621619148,0.014497479120413997,0.9851255344757762,0.9852144973922653
abba_geometry,external_control,window_offline,test,4,128,ramp,5,0.013742253973889756,0.014016403440201592,0.9648363719318059,0.9716300627975883
abba_geometry,external_control,window_offline,test,4,128,regime_change,5,0.09937840768611553,0.09845465310858517,0.5901989423057721,0.5935415071191473
abba_geometry,external_control,window_offline,test,4,128,second_order_response,5,0.01560435824274253,0.015605804911485567,1.0327515395384865,1.0367041566505322
abba_geometry,external_control,window_offline,test,4,128,sine,5,0.02463902842874947,0.026163376948088672,0.8343983658373364,0.8309441315866646
abba_geometry,external_control,window_offline,test,16,32,chirp,5,0.4422678239301184,0.4417064390075429,0.7147000132200902,0.6259400915162261
abba_geometry,external_control,window_offline,test,16,32,first_order_response,5,0.018288233641995288,0.0201558756967478,1.0386447054886148,1.0323716423050597
