condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,signal,n_examples,mae,rmse,candidate_rmse_ratio_vs_control
seed-1729__h-16__c-128__local_geometry,1729,16,128,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,52,0.05234282660002424,0.07127563298019697,0.2399518784821269
seed-1729__h-16__c-128__local_geometry,1729,16,128,,primary_control,strict_online,1,local_geometry,test,first_order_response,52,0.05587455948698566,0.06703561494560943,0.25575934129135564
seed-1729__h-16__c-128__local_geometry,1729,16,128,,primary_control,strict_online,1,local_geometry,test,second_order_response,52,0.04778070009152091,0.05919828713058292,0.4118133837797621
seed-1729__h-16__c-128__local_geometry,1729,16,128,,primary_control,strict_online,1,local_geometry,test,regime_change,52,0.36974717749363123,0.4263507300049745,0.8079561375685151
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,sine,51,0.034060814722918165,0.0422041413421244,1.6236871211223838
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,chirp,51,0.1194168421029777,0.14626549873971312,1.0629809384258382
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,ramp,51,0.02745824912816318,0.032863970928746405,0.38706738416487235
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,piecewise_linear,51,0.0336340145459848,0.04078856404921646,1.0893576708387018
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,first_order_response,51,0.0300456917904165,0.038290459288405757,0.4121076280121347
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,second_order_response,51,0.03300835387337078,0.03952439526928241,1.1949642076425655
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,regime_change,51,0.31092789524102327,0.369273211537427,1.0388728518261394
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,sine,52,0.04442095047453171,0.05653431146051951,0.9434155961668391
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,chirp,52,0.26115074135500504,0.32124948776918366,0.992422408567524
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,ramp,52,0.029050007146284845,0.035179748364209444,0.3832683511822158
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,piecewise_linear,52,0.0317245539202205,0.03902367416918991,0.43826529376631307
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,first_order_response,52,0.030708954322067165,0.039870912264469614,0.43001235105494506
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,second_order_response,52,0.028494662395477564,0.03585110716219696,0.6799970451935514
seed-1729__h-16__c-128__moving_average_geometry,1729,16,128,,causal_control,strict_online,8,moving_average_geometry,test,regime_change,52,0.2791477608354267,0.3397754400560496,1.0138245689785923
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,sine,51,0.03989210138049872,0.04950362230615165,1.3842688183793896
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,chirp,51,0.13405683376224128,0.15820820217642503,0.9827394216659112
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,ramp,51,0.030675080026726108,0.03860988721343156,0.32946408753649675
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,piecewise_linear,51,0.031450489059826114,0.04094691590485232,1.0851448551768506
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,first_order_response,51,0.035880589885597385,0.04472492840944325,0.352818683316402
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,second_order_response,51,0.0352032694718045,0.04213493882210966,1.120928117990438
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,regime_change,51,0.3471514331952019,0.3948475918661503,0.9715847893607777
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,sine,52,0.04542741638684264,0.05777404627594439,0.9231714686498466
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,chirp,52,0.28135808106256305,0.33299720878641986,0.957410999223902
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,ramp,52,0.032691496756077,0.04019475232158055,0.33544886762037934
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,piecewise_linear,52,0.03457140900434179,0.04359376751765403,0.3923203475513986
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,first_order_response,52,0.03615961691333353,0.04600195811399173,0.3727011941331969
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,second_order_response,52,0.03304136364376011,0.04186014501839194,0.5823832413026792
seed-1729__h-16__c-128__ewma_geometry,1729,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,regime_change,52,0.2946158086657346,0.34682588679360804,0.9932150458807235
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,sine,51,0.04451063541096764,0.0531119862893901,1.2902232724240117
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,chirp,51,0.22938150805159957,0.2624802561480236,0.592339551139356
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ramp,51,0.01704824687395966,0.01996672643029988,0.6370884734192871
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,piecewise_linear,51,0.04644965879528703,0.052395745368766074,0.8480332671438061
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,first_order_response,51,0.01679832223466896,0.02007927664664367,0.785874443115348
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,second_order_response,51,0.0167397528164227,0.020700881773497683,2.2815568047915797
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,regime_change,51,0.552757291227845,0.6225517898167127,0.6162184747486295
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,sine,52,0.03902459536317217,0.04884800288501356,1.0918634949305355
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,chirp,52,0.38772785686073397,0.4428664072783138,0.7198902087929673
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ramp,52,0.016199981865108234,0.01908553229731023,0.7064662352883937
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,piecewise_linear,52,0.026330151778793047,0.032450876162014655,0.5270342143680076
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,first_order_response,52,0.01676675191379551,0.021229461778995654,0.8076033627245889
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,second_order_response,52,0.014691918599273317,0.018584975575330225,1.3117395198286737
seed-1729__h-16__c-128__fixed_geometry,1729,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,regime_change,52,0.5402587103591634,0.6065745843318131,0.5678983227492103
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,sine,51,0.046395257173726785,0.05810571653174554,1.1793387096052312
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,chirp,51,0.2594820276707226,0.403608308725481,0.3852186234734165
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,ramp,51,0.011870499496272845,0.014282833816495952,0.8906195664034586
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,piecewise_linear,51,0.051303447969610616,0.055182867685960424,0.8052016321872727
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,first_order_response,51,0.01256974781614987,0.015382350309293372,1.0258374068692622
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,second_order_response,51,0.028068420422295674,0.03223165603822899,1.4653369848415878
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,validation,regime_change,51,0.503015128218414,0.6721634652374353,0.5707360399860042
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,sine,52,0.03302275030256309,0.04493843823143129,1.1868536880550389
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,chirp,52,0.404114371788209,0.5040605348970169,0.6324938540727311
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,ramp,52,0.012037877759526971,0.014716721360117528,0.91618804356082
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,piecewise_linear,52,0.02651249506117306,0.030390642453477303,0.5627627665253258
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,first_order_response,52,0.012407979691274561,0.016726503094256585,1.0250190745151706
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,second_order_response,52,0.01790034619919588,0.02176608911942037,1.1200288119494983
seed-1729__h-16__c-128__abba_geometry,1729,16,128,,external_control,window_offline,0.03,abba_geometry,test,regime_change,52,0.41017305608820526,0.5721619916465045,0.6020544777416106
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,sine,51,0.011693698575371265,0.014992750218799662,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,chirp,51,0.012844762885463358,0.015480806619988432,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,ramp,51,0.012171632385667788,0.014435369592217166,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,piecewise_linear,51,0.014220273321440019,0.018407056318285882,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,first_order_response,51,0.009922335199557425,0.012486843797248298,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,second_order_response,51,0.01260850364108214,0.015633493124471275,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,validation,regime_change,51,0.019417876878732924,0.02343621414234431,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,sine,51,0.012410413427382748,0.014889649999644152,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,chirp,51,0.015372567251384634,0.018560667561997306,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,ramp,51,0.013126691426510741,0.015599297607596492,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,piecewise_linear,51,0.010049112913938299,0.012341905440432201,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,first_order_response,51,0.013695395812452693,0.015783962683508623,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,second_order_response,51,0.010981421544614524,0.013796523690549775,
seed-2718__h-1__c-32__raw,2718,1,32,,baseline,strict_online,,raw,test,regime_change,51,0.016620902347379053,0.021137345562888626,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,sine,51,0.011802211088381111,0.014596392173819625,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,chirp,51,0.02003396648124314,0.02408869094493465,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,ramp,51,0.011106046729160235,0.01317787309927032,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,piecewise_linear,51,0.011589769118795243,0.01526683466462057,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,first_order_response,51,0.00809951662137709,0.010863506914751197,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,second_order_response,51,0.010738966351920261,0.012924790711836396,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,validation,regime_change,51,0.030610901277453733,0.0361183000109624,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,sine,51,0.011897916514067866,0.01395432959434367,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,chirp,51,0.026191311200235445,0.02994299309296997,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,ramp,51,0.010868402729562578,0.012655272441142264,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,piecewise_linear,51,0.009134287949809718,0.010761072396630909,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,first_order_response,51,0.01091557219925923,0.012732310849769314,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,second_order_response,51,0.008662963774871472,0.011164855749270574,
seed-2718__h-1__c-32__first_difference,2718,1,32,,baseline,strict_online,,first_difference,test,regime_change,51,0.03029758466021372,0.035197164775096094,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,sine,51,0.012185778474209916,0.015665108854090254,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,chirp,51,0.01215266230955835,0.014367943524260613,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,ramp,51,0.011946004820652393,0.014082109719194123,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,piecewise_linear,51,0.014255937007382454,0.01862933460142492,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,first_order_response,51,0.009841529384764644,0.012487172179261614,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,second_order_response,51,0.01199957708290809,0.014789628950087943,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,regime_change,51,0.018269749530344992,0.02254305267867382,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,sine,51,0.012689654544376353,0.015409421098310163,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,chirp,51,0.014063310741934704,0.017042531594254243,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,ramp,51,0.01269970904376735,0.014993275061051026,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,piecewise_linear,51,0.009909368381095966,0.012166402983304911,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,first_order_response,51,0.01316846001575973,0.015075374284074556,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,second_order_response,51,0.010295007931355848,0.012956825425260325,
seed-2718__h-1__c-32__absolute_geometry,2718,1,32,0.1,candidate,strict_online,,absolute_geometry,test,regime_change,51,0.018217187712090827,0.02112071923789957,
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,sine,51,0.011765087637491485,0.014608726959863615,1.072311700884613
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,chirp,51,0.020007619190957792,0.02402231861115344,0.59810810758249
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,ramp,51,0.01115220299105399,0.013211905730753261,1.0658651375641663
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,piecewise_linear,51,0.011679495243125889,0.015217924718434745,1.224170505907264
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,first_order_response,51,0.00804089393709925,0.010808030974668495,1.1553605100252426
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,second_order_response,51,0.01069859285025347,0.012815110672487825,1.1540773488471794
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,validation,regime_change,51,0.03062849620380421,0.036017091216331266,0.6258987585441687
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,sine,51,0.011894795030623096,0.01391697606656726,1.1072391749906219
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,chirp,51,0.025903247885966395,0.029686354291592207,0.5740863774263127
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,ramp,51,0.010990760527288413,0.012790596269283805,1.1722107981046108
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,51,0.009030508292087631,0.010651072602241612,1.1422702142453132
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,first_order_response,51,0.010798480256111236,0.012687821447062542,1.1881767368002152
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,second_order_response,51,0.008769269496147623,0.011233890289203647,1.153369410925484
seed-2718__h-1__c-32__local_geometry,2718,1,32,,primary_control,strict_online,1,local_geometry,test,regime_change,51,0.030471055293680868,0.035080610284764176,0.6020624802833744
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,sine,51,0.012167245559226932,0.015191177636156341,1.0311977931721312
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,chirp,51,0.020706210961817934,0.025964720815836024,0.5533640675811745
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,ramp,51,0.011848662354008414,0.013854302538542076,1.0164430638076725
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,piecewise_linear,51,0.01325192769867876,0.017384509758638107,1.0716054038951706
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,first_order_response,51,0.009482546296730102,0.011984627404306105,1.0419324487947739
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,second_order_response,51,0.01128614809427492,0.013943044165621496,1.0607173565837094
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,regime_change,51,0.030931110038332106,0.038986892280068304,0.5782213292799117
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,sine,51,0.01278389535053717,0.015484923636996726,0.9951241258622567
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,chirp,51,0.02397326189587189,0.029785339967380028,0.5721785150989946
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,ramp,51,0.012641170376217885,0.014785564215234703,1.0140482191137692
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,piecewise_linear,51,0.009653998162955252,0.011780049994378183,1.0327972282894478
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,first_order_response,51,0.012556598729901662,0.014431897011067592,1.0445871580509125
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,second_order_response,51,0.010120015017505939,0.012569753397048094,1.0307939237935353
seed-2718__h-1__c-32__moving_average_geometry,2718,1,32,,causal_control,strict_online,4,moving_average_geometry,test,regime_change,51,0.029547952541245766,0.036443044731807026,0.5795541891006071
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,sine,51,0.011836929591055107,0.014683901418005438,1.066821984713249
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,chirp,51,0.021487490777215963,0.025818474486674084,0.5564985464836998
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,ramp,51,0.010984997409110641,0.012907926384369009,1.090966069983712
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,piecewise_linear,51,0.011869557720943506,0.015382660758542758,1.2110606151851282
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,first_order_response,51,0.007947971550986371,0.010584099085537839,1.1798049204135044
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,second_order_response,51,0.010528044127480847,0.012505635952095712,1.1826370931267574
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,regime_change,51,0.0330884865197217,0.03901774956791723,0.5777640414507681
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,sine,51,0.01190051657397117,0.013916402142473513,1.1072848384626575
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,chirp,51,0.027166453682446575,0.031274431392148985,0.5449349783712626
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,ramp,51,0.011127324022516729,0.012871702450101647,1.1648245536419017
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,piecewise_linear,51,0.009049127988261003,0.010678043452905446,1.139385041554077
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,first_order_response,51,0.01077965732983998,0.012646603227831352,1.1920492809403724
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,second_order_response,51,0.00855498157490767,0.011052593460438983,1.1722882481507386
seed-2718__h-1__c-32__ewma_geometry,2718,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,regime_change,51,0.03288417071385307,0.03776553008324275,0.5592591760620147
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,sine,51,0.012103004615060085,0.015620932571054404,1.0028280182911555
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,chirp,51,0.016908804769911464,0.020403677759779925,0.704184005129847
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ramp,51,0.011936768830475817,0.014069381434013905,1.0009046797998842
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,piecewise_linear,51,0.013822248518110394,0.017962547505518026,1.0371209649244941
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,first_order_response,51,0.009839176287651715,0.012486429973349084,1.0000594410022812
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,second_order_response,51,0.01196601345405987,0.014758845735504464,1.0020857467538553
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,regime_change,51,0.02501587632603471,0.03038043609549845,0.7420253154961816
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,sine,51,0.012749681718536802,0.015505973135766541,0.9937732358613682
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,chirp,51,0.02191355756494538,0.025725792586104742,0.6624686698072586
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ramp,51,0.012695763720335991,0.014985254012385563,1.0005352627762487
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,piecewise_linear,51,0.009885366794216493,0.012136639417147271,1.0024523729456434
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,first_order_response,51,0.013155546354685008,0.015056121970817413,1.0012787033270891
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,second_order_response,51,0.01028547402870337,0.012935301836829392,1.0016639417233892
seed-2718__h-1__c-32__fixed_geometry,2718,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,regime_change,51,0.022661496553101904,0.027685899538231376,0.7628691713171187
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,sine,51,0.012103004615060085,0.015620932571054404,1.0028280182911555
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,chirp,51,0.016908804769911464,0.020403677759779925,0.704184005129847
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,ramp,51,0.011936768830475817,0.014069381434013905,1.0009046797998842
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,piecewise_linear,51,0.013822248518110394,0.017962547505518026,1.0371209649244941
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,first_order_response,51,0.009839176287651715,0.012486429973349084,1.0000594410022812
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,second_order_response,51,0.01196601345405987,0.014758845735504464,1.0020857467538553
