condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,signal,n_examples,mae,rmse,candidate_rmse_ratio_vs_control
seed-8675309__h-1__c-128__raw,8675309,1,128,,baseline,strict_online,,raw,test,chirp,51,0.03296932224873995,0.037568091752993,
seed-8675309__h-1__c-128__raw,8675309,1,128,,baseline,strict_online,,raw,test,ramp,51,0.011492308589656521,0.014173288295440093,
seed-8675309__h-1__c-128__raw,8675309,1,128,,baseline,strict_online,,raw,test,piecewise_linear,51,0.011669273842219658,0.014210197414693542,
seed-8675309__h-1__c-128__raw,8675309,1,128,,baseline,strict_online,,raw,test,first_order_response,51,0.01382598007498235,0.016286621506145606,
seed-8675309__h-1__c-128__raw,8675309,1,128,,baseline,strict_online,,raw,test,second_order_response,51,0.010492814357385248,0.012880692804024693,
seed-8675309__h-1__c-128__raw,8675309,1,128,,baseline,strict_online,,raw,test,regime_change,51,0.036813088450883734,0.041682508945747716,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,sine,51,0.018383239878532374,0.021575757171818075,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,chirp,51,0.029920069817134225,0.03488877835064035,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,ramp,51,0.011830824476305356,0.014708107322379578,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,piecewise_linear,51,0.012349367359012264,0.014237941207442088,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,first_order_response,51,0.011371927410776425,0.014190294158956982,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,second_order_response,51,0.011842647752952089,0.01483410646129356,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,validation,regime_change,51,0.03791917273260146,0.04365675805835155,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,sine,51,0.014131308095525314,0.01813406329596035,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,chirp,51,0.036046978563196844,0.04042131432611465,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,ramp,51,0.011158844340981366,0.013763934528811871,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,piecewise_linear,51,0.01213168639376804,0.014553665534823878,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,first_order_response,51,0.013453162369404208,0.015963647471184315,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,second_order_response,51,0.010328255294109495,0.012979875794106996,
seed-8675309__h-1__c-128__first_difference,8675309,1,128,,baseline,strict_online,,first_difference,test,regime_change,51,0.03600659700360149,0.04075593234091536,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,sine,51,0.012265270878248408,0.015148655660009336,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,chirp,51,0.015210025950747899,0.01900411407476139,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,ramp,51,0.01190913665427843,0.014709434330073379,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,piecewise_linear,51,0.01229613140631542,0.014143307680850474,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,first_order_response,51,0.011463591571899339,0.014455106141535166,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,second_order_response,51,0.011703954947289041,0.014967571195871051,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,validation,regime_change,51,0.01852316281536131,0.02316850824713215,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,sine,51,0.011457487330150208,0.014440757369077076,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,chirp,51,0.017309105400246168,0.021091218905117184,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,ramp,51,0.011207135694120875,0.01381520311440262,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,piecewise_linear,51,0.012174261254464174,0.014621580541028563,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,first_order_response,51,0.013553869258856217,0.01610436845789656,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,second_order_response,51,0.010445863539021737,0.013146848029295293,
seed-8675309__h-1__c-128__absolute_geometry,8675309,1,128,0.1,candidate,strict_online,,absolute_geometry,test,regime_change,51,0.017586187839188073,0.02164294155949308,
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,sine,51,0.01840923550291888,0.02160999788754504,0.7010021814365974
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,chirp,51,0.02902065937072301,0.033949677071395165,0.5597730439319438
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,ramp,51,0.011687706879133165,0.014697845903582469,1.0007884438690493
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,piecewise_linear,51,0.01229066150404763,0.01428685150911587,0.9899527318406154
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,first_order_response,51,0.011361009590061656,0.014140400632176062,1.022255770366435
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,second_order_response,51,0.011939712360237236,0.014895890923931338,1.0048120835675933
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,validation,regime_change,51,0.0383110980106543,0.045100047213772455,0.513713614030476
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,sine,51,0.014376666090620879,0.01844974213613254,0.7827078157800295
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,chirp,51,0.03576072997152,0.03990340083840658,0.5285569265268518
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,ramp,51,0.011159719878322023,0.013723547356948251,1.0066787219856799
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,51,0.012044631818590786,0.014367707143688095,1.0176697224408557
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,first_order_response,51,0.013274549977397845,0.01577622166992296,1.0208000872984184
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,second_order_response,51,0.010167275874322326,0.012869475155176138,1.02155277280345
seed-8675309__h-1__c-128__local_geometry,8675309,1,128,,primary_control,strict_online,1,local_geometry,test,regime_change,51,0.03620200815461219,0.04024489518198881,0.5377810393497846
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,sine,51,0.013132494421416103,0.015978111718749015,0.9480879797725797
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,chirp,51,0.01529902748243815,0.018718820209752313,1.0152410174258975
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,ramp,51,0.012272562719285368,0.01511669383096901,0.9730589568427129
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,piecewise_linear,51,0.01273137211618304,0.014555875911428281,0.9716562415695035
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,first_order_response,51,0.01237191963999334,0.015436330288692277,0.9364341052046615
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,second_order_response,51,0.012106157963127983,0.01552026862143358,0.9643886688404831
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,validation,regime_change,51,0.016121989179876353,0.02092805016771237,1.1070552708668646
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,sine,51,0.011340882678281415,0.014695385973642281,0.9826728875973787
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,chirp,51,0.016251077758405858,0.020063275337237778,1.0512350825376715
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,ramp,51,0.011759932719853409,0.01435075797817688,0.9626810747844347
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,piecewise_linear,51,0.012574897493476844,0.015212810007603252,0.9611360776688069
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,first_order_response,51,0.014057130253819279,0.016836657674286486,0.9565062597009201
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,second_order_response,51,0.011063672214588793,0.013776001836036843,0.9543297239482258
seed-8675309__h-1__c-128__moving_average_geometry,8675309,1,128,,causal_control,strict_online,8,moving_average_geometry,test,regime_change,51,0.016957347081586915,0.02069444053598713,1.0458336151613534
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,sine,51,0.013839317618338958,0.01665860565842675,0.9093591607018078
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,chirp,51,0.016342211726024816,0.020042883296328598,0.9481726652692986
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,ramp,51,0.01255429946633101,0.015479342005314414,0.9502622479058407
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,piecewise_linear,51,0.013125335859406274,0.014914478261171048,0.9482938278619997
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,first_order_response,51,0.012493944306036335,0.015841269201126256,0.9124967171511397
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,second_order_response,51,0.012215973869777392,0.01573337059006659,0.9513264249506057
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,validation,regime_change,51,0.017771065713924217,0.022733295470893495,1.0191442889041704
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,sine,51,0.011617351700313248,0.015136380963589949,0.9540429382567622
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,chirp,51,0.017757787907227145,0.02175624046165204,0.9694330664478987
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,ramp,51,0.01194771436640829,0.014607249066178671,0.9457771995132239
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,piecewise_linear,51,0.012800011467874003,0.015427765914562208,0.9477445160888337
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,first_order_response,51,0.014493676152457436,0.017360477551947896,0.9276454757484249
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,second_order_response,51,0.011163980883410803,0.014031290711999416,0.9369664059523934
seed-8675309__h-1__c-128__ewma_geometry,8675309,1,128,,causal_control,strict_online,0.2,ewma_geometry,test,regime_change,51,0.018988843297881884,0.022698063954732596,0.953514872574869
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,sine,51,0.01192097319957007,0.014717971906878657,1.0292624388642426
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,chirp,51,0.015411972642465053,0.019228224639390275,0.9883447084256661
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ramp,51,0.011986132073916154,0.01483142464335673,0.9917748755620727
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,piecewise_linear,51,0.01215403489363514,0.014084513263269666,1.004174401804437
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,first_order_response,51,0.011622729960791278,0.014697755299393737,0.9834907335905517
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,second_order_response,51,0.011571469673199868,0.014773591275255297,1.0131301805364452
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,regime_change,51,0.026763997680693794,0.03170827247480135,0.7306770895684787
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,sine,51,0.011293170527639786,0.014377413093121771,1.0044058187342206
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,chirp,51,0.02120853649943849,0.026101022780088502,0.8080610128890002
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ramp,51,0.011375663261033288,0.014002256156464374,0.9866412212452349
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,piecewise_linear,51,0.01229672105108198,0.014671230066099494,0.9966158580536709
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,first_order_response,51,0.013700482615382,0.01627011871917768,0.9898125966907819
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,second_order_response,51,0.010529016897404965,0.013192402676241447,0.9965469029361729
seed-8675309__h-1__c-128__fixed_geometry,8675309,1,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,regime_change,51,0.027101721613109513,0.03209235730828589,0.6743955064312185
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,sine,51,0.013613819717448341,0.01642618390025675,0.9222261087538751
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,chirp,51,0.01736001504447569,0.022847822854749796,0.8317691447266564
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,ramp,51,0.011876433490977107,0.01467590141651794,1.0022848963483564
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,piecewise_linear,51,0.012450122181166607,0.014471149740148183,0.9773451270158474
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,first_order_response,51,0.011456673557043126,0.014307205516379966,1.0103374921808366
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,second_order_response,51,0.0117765567818259,0.014838063270692056,1.008728088215852
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,validation,regime_change,51,0.023647417687823073,0.02871562159763146,0.806825935087651
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,sine,51,0.011979696098713959,0.015313503054717036,0.9430080966764083
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,chirp,51,0.02084055834228335,0.026911187331248827,0.7837342383116039
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,ramp,51,0.011262206900215913,0.013876722698761739,0.9955667065131589
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,piecewise_linear,51,0.012164933448834554,0.014577191435216746,1.0030451068718613
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,first_order_response,51,0.013560742026988648,0.016077482675280204,1.0016722631993684
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,second_order_response,51,0.010331776388935138,0.013001986179224254,1.0111415170016496
seed-8675309__h-1__c-128__abba_geometry,8675309,1,128,,external_control,window_offline,0.1,abba_geometry,test,regime_change,51,0.022373645766093853,0.027792098843211318,0.7787444079553469
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,sine,51,0.018201098707715246,0.022854723433197884,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,chirp,51,0.09413017122520376,0.10746581430660779,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,ramp,51,0.01205613737517157,0.014386984720663002,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,piecewise_linear,51,0.012149737516934215,0.015799274281502,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,first_order_response,51,0.017802762654045286,0.021032417911766604,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,second_order_response,51,0.021320506579754844,0.02463322529996378,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,validation,regime_change,51,0.14015352581531518,0.15810307373736351,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,sine,52,0.023411256154852192,0.027555539999561604,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,chirp,52,0.11452728497484517,0.1302441287639012,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,ramp,52,0.014555686655284939,0.018233904485138275,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,piecewise_linear,52,0.012525273953841409,0.015302811169662875,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,first_order_response,52,0.017092260295410788,0.02179232476052926,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,second_order_response,52,0.017073186058259922,0.020537895320571257,
seed-8675309__h-4__c-128__raw,8675309,4,128,,baseline,strict_online,,raw,test,regime_change,52,0.13509357410679743,0.15314792486458023,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,sine,51,0.043780780224324405,0.050350060046472946,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,chirp,51,0.08443741670718777,0.09687916904363779,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,ramp,51,0.019204226971189082,0.023913849606715845,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,piecewise_linear,51,0.019535607301682793,0.024842864145006197,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,first_order_response,51,0.022801633280196836,0.02800525419207467,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,second_order_response,51,0.020617807040297437,0.026022104214156336,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,validation,regime_change,51,0.10934585529181624,0.12489884006098792,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,sine,52,0.04016190223911251,0.04826072355503982,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,chirp,52,0.09316679323135463,0.10708767181283005,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,ramp,52,0.020330763633692187,0.025854535741566036,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,piecewise_linear,52,0.018648687239882368,0.022465682565423892,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,first_order_response,52,0.02155749038655353,0.028073883084733565,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,second_order_response,52,0.019929722802090065,0.024410815913583128,
seed-8675309__h-4__c-128__first_difference,8675309,4,128,,baseline,strict_online,,first_difference,test,regime_change,52,0.10352620588992702,0.11745202569625392,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,sine,51,0.018647456448745693,0.030504542644566566,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,chirp,51,0.026624026800320798,0.032718960138620135,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,ramp,51,0.011978069635768881,0.014230474025703458,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,piecewise_linear,51,0.01283154149401532,0.01575150206760523,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,first_order_response,51,0.014191789594283516,0.017595739870058167,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,second_order_response,51,0.014056904176996454,0.0178646045094465,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,validation,regime_change,51,0.05046715824260448,0.06169466579540838,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,sine,52,0.01599879519186838,0.018989635638793346,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,chirp,52,0.045054276896695715,0.05278526944128251,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,ramp,52,0.0124362482631498,0.015413126262440966,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,piecewise_linear,52,0.011821391644902304,0.014103460276774657,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,first_order_response,52,0.013977884374667618,0.017979194382869823,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,second_order_response,52,0.012906730689671294,0.01594317752247713,
seed-8675309__h-4__c-128__absolute_geometry,8675309,4,128,0.1,candidate,strict_online,,absolute_geometry,test,regime_change,52,0.04793821255721526,0.06006311107452014,
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,sine,51,0.04247444294775193,0.04927889617813769,0.6190183833318031
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,chirp,51,0.0832196707287207,0.09419615370613703,0.34734921598490326
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,ramp,51,0.019046674456954807,0.02381997147326031,0.5974177610446857
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,piecewise_linear,51,0.019893113677237197,0.025478734054559096,0.6182215346286681
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,first_order_response,51,0.022682927548225974,0.027962449579406905,0.6292631773940379
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,second_order_response,51,0.020386331367737015,0.026037658789367295,0.6861064066459642
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,validation,regime_change,51,0.10978668197909447,0.12933298816530236,0.47702188490809116
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,sine,52,0.041824286309589315,0.04950224347530423,0.3836116164768761
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,chirp,52,0.09249693474936363,0.10536327153237017,0.5009835844463656
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,ramp,52,0.02003213200862625,0.025928685406940197,0.5944430278873843
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,52,0.01747148584404584,0.021173609587927487,0.6660867254686701
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,first_order_response,52,0.021225517919087257,0.027281595747716287,0.6590228280314153
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,second_order_response,52,0.01920504314885138,0.023774664441119173,0.6705952701020169
seed-8675309__h-4__c-128__local_geometry,8675309,4,128,,primary_control,strict_online,1,local_geometry,test,regime_change,52,0.10563550576429835,0.1180525719790445,0.5087827403301467
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,sine,51,0.017133777427880824,0.021590137093962312,1.4128924940035312
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,chirp,51,0.023520057012517068,0.0279653923322153,1.1699803725238236
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,ramp,51,0.015051954178039067,0.01816911655917781,0.7832232227336988
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,piecewise_linear,51,0.014097522758816412,0.01796442783966916,0.8768162397481243
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,first_order_response,51,0.018888834975926864,0.022795615816253858,0.7718914027982501
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,second_order_response,51,0.016505065531209152,0.019800735419052494,0.902219242435661
seed-8675309__h-4__c-128__moving_average_geometry,8675309,4,128,,causal_control,strict_online,8,moving_average_geometry,validation,regime_change,51,0.04358553586150967,0.055312514843684386,1.1153834890668095
