condition_id,seed,horizon,context_length,tolerance,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes
seed-104729__h-1__c-64__tol-0p03__vectorchain,104729,1,64,0.03,vectorchain,validation,ok,,,357,5,15,16,5.935574229691877,29.677871148459385,237.42296918767508,10.782444549315715,2.156488909863143,0.0160994909242336,0.021585791565918052,1.2525155914173343,False,True,True,False,1.6230103,0.0004119,0.0004119,0.0004119,5.36e-05,5.36e-05,5.36e-05,115920,368
seed-104729__h-1__c-64__tol-0p03__vectorchain,104729,1,64,0.03,vectorchain,test,ok,,,357,5,15,16,6.072829131652661,30.364145658263304,242.91316526610643,10.538745387453876,2.107749077490775,0.01665746167021081,0.022704446531815355,1.1506831363023575,False,True,True,False,1.6230103,0.0004119,0.0004119,0.0004119,3.66e-05,3.66e-05,3.66e-05,115920,368
seed-104729__h-1__c-64__tol-0p1__vectorchain,104729,1,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6750700280112045,8.375350140056023,67.00280112044818,38.20735785953177,7.641471571906354,0.01271650264245207,0.01645122097329093,0.9545821242632936,True,True,True,True,1.3683454,0.0004099,0.0004099,0.0004099,5.52e-05,5.52e-05,5.52e-05,115920,368
seed-104729__h-1__c-64__tol-0p1__vectorchain,104729,1,64,0.1,vectorchain,test,ok,,,357,5,15,16,1.6666666666666667,8.333333333333334,66.66666666666667,38.4,7.68,0.012202208822734633,0.016012880879719377,0.8115481681569225,True,True,True,True,1.3683454,0.0004099,0.0004099,0.0004099,3.74e-05,3.74e-05,3.74e-05,115920,368
seed-104729__h-4__c-64__tol-na__raw,104729,4,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.034660083866973036,0.05593098488542862,1.0,,,,,0.0597997,0.0003469,0.0003469,0.0003469,2.96e-05,2.96e-05,2.96e-05,23016,80
seed-104729__h-4__c-64__tol-na__raw,104729,4,64,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03782266725211768,0.06246709637547718,1.0,,,,,0.0597997,0.0003469,0.0003469,0.0003469,3.16e-05,3.16e-05,3.16e-05,23016,80
seed-104729__h-4__c-64__tol-na__first_difference,104729,4,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.045631697106469644,0.07423204127731874,1.3272078335358972,,,,,0.0658996,0.0002204,0.0002204,0.0002204,2.67e-05,2.67e-05,2.67e-05,23016,80
seed-104729__h-4__c-64__tol-na__first_difference,104729,4,64,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.04813318665717925,0.07877463217552219,1.261058008875964,,,,,0.0658996,0.0002204,0.0002204,0.0002204,2.84e-05,2.84e-05,2.84e-05,23016,80
seed-104729__h-4__c-64__tol-0p01__vectorchain,104729,4,64,0.01,vectorchain,validation,ok,,,357,5,15,16,34.675070028011206,173.375350140056,1387.002801120448,1.8457064383229662,0.36914128766459325,0.03932066868012794,0.06417864981111111,1.1474614642058842,False,False,False,False,4.147051,0.0004176,0.0004176,0.0004176,4.09e-05,4.09e-05,4.09e-05,115080,368
seed-104729__h-4__c-64__tol-0p01__vectorchain,104729,4,64,0.01,vectorchain,test,ok,,,364,5,15,16,33.98626373626374,169.9313186813187,1359.4505494505495,1.8831137337321153,0.3766227467464231,0.038369664662920334,0.06364677585318745,1.0188848137044735,True,False,False,False,4.147051,0.0004176,0.0004176,0.0004176,4e-05,4e-05,4e-05,115080,368
seed-104729__h-4__c-64__tol-0p03__vectorchain,104729,4,64,0.03,vectorchain,validation,ok,,,357,5,15,16,5.966386554621849,29.831932773109244,238.65546218487395,10.726760563380282,2.1453521126760564,0.036263772245255003,0.056513591972458276,1.0104165354538828,True,True,True,True,1.6626483,0.00043,0.00043,0.00043,4.17e-05,4.17e-05,4.17e-05,115080,368
seed-104729__h-4__c-64__tol-0p03__vectorchain,104729,4,64,0.03,vectorchain,test,ok,,,364,5,15,16,6.054945054945055,30.274725274725274,242.1978021978022,10.569872958257713,2.1139745916515427,0.03488001993839619,0.055340840158291243,0.8859198421141358,True,True,True,True,1.6626483,0.00043,0.00043,0.00043,3.8e-05,3.8e-05,3.8e-05,115080,368
seed-104729__h-4__c-64__tol-0p1__vectorchain,104729,4,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6750700280112045,8.375350140056023,67.00280112044818,38.20735785953177,7.641471571906354,0.021512104900960876,0.03439142300710397,0.6148903524147269,True,True,True,True,1.3746944,0.0004051,0.0004051,0.0004051,4.14e-05,4.14e-05,4.14e-05,115080,368
seed-104729__h-4__c-64__tol-0p1__vectorchain,104729,4,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.6675824175824177,8.337912087912088,66.7032967032967,38.378912685337724,7.675782537067546,0.019879763213862606,0.02952680234753557,0.47267768250433617,True,True,True,True,1.3746944,0.0004051,0.0004051,0.0004051,3.65e-05,3.65e-05,3.65e-05,115080,368
seed-104729__h-16__c-64__tol-na__raw,104729,16,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.1402394688187947,0.25961368181998107,1.0,,,,,0.0577619,0.0002714,0.0002714,0.0002714,4.39e-05,4.39e-05,4.39e-05,22512,80
seed-104729__h-16__c-64__tol-na__raw,104729,16,64,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15319744975279484,0.28071755115641045,1.0,,,,,0.0577619,0.0002714,0.0002714,0.0002714,3.07e-05,3.07e-05,3.07e-05,22512,80
seed-104729__h-16__c-64__tol-na__first_difference,104729,16,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17382852182338154,0.2944211660148961,1.1340741518355373,,,,,0.0639939,0.0002219,0.0002219,0.0002219,2.66e-05,2.66e-05,2.66e-05,22512,80
seed-104729__h-16__c-64__tol-na__first_difference,104729,16,64,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.18224159269081652,0.3105397290371065,1.1062355301898446,,,,,0.0639939,0.0002219,0.0002219,0.0002219,2.83e-05,2.83e-05,2.83e-05,22512,80
seed-104729__h-16__c-64__tol-0p01__vectorchain,104729,16,64,0.01,vectorchain,validation,ok,,,357,5,15,16,34.89355742296919,174.46778711484595,1395.7422969187676,1.8341494741912179,0.3668298948382435,0.1445357645689504,0.23969454763992237,0.9232739428815202,True,False,False,False,4.0484452,0.0003962,0.0003962,0.0003962,4.11e-05,4.11e-05,4.11e-05,112560,368
seed-104729__h-16__c-64__tol-0p01__vectorchain,104729,16,64,0.01,vectorchain,test,ok,,,364,5,15,16,33.82967032967033,169.14835164835165,1353.1868131868132,1.8918304369010883,0.37836608738021765,0.1489265122388708,0.2518176978598369,0.8970500662408845,True,False,False,False,4.0484452,0.0003962,0.0003962,0.0003962,3.68e-05,3.68e-05,3.68e-05,112560,368
seed-104729__h-16__c-64__tol-0p03__vectorchain,104729,16,64,0.03,vectorchain,validation,ok,,,357,5,15,16,6.002801120448179,30.014005602240896,240.11204481792717,10.66168922071862,2.132337844143724,0.1279018287865089,0.20345062452994903,0.7836668048605538,True,True,True,True,1.608949,0.0004022,0.0004022,0.0004022,4.01e-05,4.01e-05,4.01e-05,112560,368
seed-104729__h-16__c-64__tol-0p03__vectorchain,104729,16,64,0.03,vectorchain,test,ok,,,364,5,15,16,6.0576923076923075,30.28846153846154,242.30769230769232,10.565079365079365,2.113015873015873,0.1312969845446236,0.21867720105845526,0.7789936901259604,True,True,True,True,1.608949,0.0004022,0.0004022,0.0004022,4.55e-05,4.55e-05,4.55e-05,112560,368
seed-104729__h-16__c-64__tol-0p1__vectorchain,104729,16,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6666666666666667,8.333333333333334,66.66666666666667,38.4,7.68,0.09191312248145274,0.20101981803367133,0.7743036369441447,True,True,True,True,1.3461892,0.0004439,0.0004439,0.0004439,3.71e-05,3.71e-05,3.71e-05,112560,368
seed-104729__h-16__c-64__tol-0p1__vectorchain,104729,16,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.6675824175824177,8.337912087912088,66.7032967032967,38.378912685337724,7.675782537067546,0.09599946187007398,0.18675521070519516,0.6652779989561063,True,True,True,True,1.3461892,0.0004439,0.0004439,0.0004439,3.82e-05,3.82e-05,3.82e-05,112560,368
seed-104729__h-1__c-128__tol-na__raw,104729,1,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.016459798042037906,0.021375882734737763,1.0,,,,,0.055706,0.0002434,0.0002434,0.0002434,3.42e-05,3.42e-05,3.42e-05,20496,80
seed-104729__h-1__c-128__tol-na__raw,104729,1,128,,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017415340174427075,0.023496071747173494,1.0,,,,,0.055706,0.0002434,0.0002434,0.0002434,2.91e-05,2.91e-05,2.91e-05,20496,80
seed-104729__h-1__c-128__tol-na__first_difference,104729,1,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.018255962477434814,0.023879733583002893,1.1171343836105605,,,,,0.0619165,0.0002113,0.0002113,0.0002113,2.74e-05,2.74e-05,2.74e-05,20496,80
seed-104729__h-1__c-128__tol-na__first_difference,104729,1,128,,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.01848984387319726,0.02497337785584151,1.0628745998294686,,,,,0.0619165,0.0002113,0.0002113,0.0002113,2.83e-05,2.83e-05,2.83e-05,20496,80
seed-104729__h-1__c-128__tol-0p01__vectorchain,104729,1,128,0.01,vectorchain,validation,ok,,,357,5,15,16,69.84873949579831,349.2436974789916,2793.9495798319326,1.8325312800769973,0.36650625601539943,0.017436562308401883,0.023120047747209917,1.0815949934847708,True,False,False,False,8.4904469,0.0003704,0.0003704,0.0003704,4.26e-05,4.26e-05,4.26e-05,102480,368
seed-104729__h-1__c-128__tol-0p01__vectorchain,104729,1,128,0.01,vectorchain,test,ok,,,357,5,15,16,67.50980392156863,337.54901960784315,2700.392156862745,1.8960209119953528,0.37920418239907056,0.017736159709863464,0.023790075467734394,1.0125128882701964,True,False,False,False,8.4904469,0.0003704,0.0003704,0.0003704,3.68e-05,3.68e-05,3.68e-05,102480,368
seed-104729__h-1__c-128__tol-0p03__vectorchain,104729,1,128,0.03,vectorchain,validation,ok,,,357,5,15,16,11.196078431372548,55.98039215686274,447.84313725490193,11.432574430823118,2.2865148861646234,0.015867700122586495,0.02058597912139329,0.9630469710586124,True,True,True,True,2.9086,0.0004251,0.0004251,0.0004251,5.1e-05,5.1e-05,5.1e-05,102480,368
seed-104729__h-1__c-128__tol-0p03__vectorchain,104729,1,128,0.03,vectorchain,test,ok,,,357,5,15,16,11.801120448179272,59.00560224089636,472.04481792717087,10.846427723712319,2.169285544742464,0.016594409088847354,0.022203144705419765,0.9449726296520496,True,True,True,True,2.9086,0.0004251,0.0004251,0.0004251,4.7e-05,4.7e-05,4.7e-05,102480,368
seed-104729__h-1__c-128__tol-0p1__vectorchain,104729,1,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6218487394957983,13.109243697478991,104.87394957983193,48.82051282051282,9.764102564102565,0.012202528766720832,0.015049196463198668,0.7040269003133306,True,True,True,True,2.5594165,0.0004136,0.0004136,0.0004136,4.09e-05,4.09e-05,4.09e-05,102480,368
seed-104729__h-1__c-128__tol-0p1__vectorchain,104729,1,128,0.1,vectorchain,test,ok,,,357,5,15,16,2.6022408963585435,13.011204481792717,104.08963585434174,49.18837459634015,9.83767491926803,0.012489180699753397,0.016299916673690778,0.6937294390774751,True,True,True,True,2.5594165,0.0004136,0.0004136,0.0004136,3.56e-05,3.56e-05,3.56e-05,102480,368
seed-104729__h-4__c-128__tol-na__raw,104729,4,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04468741178346794,0.07378284517394984,1.0,,,,,0.0537719,0.000239,0.000239,0.000239,3.3e-05,3.3e-05,3.3e-05,20328,80
seed-104729__h-4__c-128__tol-na__raw,104729,4,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04682920582197804,0.07750896413382904,1.0,,,,,0.0537719,0.000239,0.000239,0.000239,2.83e-05,2.83e-05,2.83e-05,20328,80
seed-104729__h-4__c-128__tol-na__first_difference,104729,4,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.045071126222570985,0.06703325020004686,0.9085208091665455,,,,,0.0610149,0.0002202,0.0002202,0.0002202,2.73e-05,2.73e-05,2.73e-05,20328,80
seed-104729__h-4__c-128__tol-na__first_difference,104729,4,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04481115793301812,0.06657358625267894,0.8589146687308478,,,,,0.0610149,0.0002202,0.0002202,0.0002202,2.85e-05,2.85e-05,2.85e-05,20328,80
seed-104729__h-4__c-128__tol-0p01__vectorchain,104729,4,128,0.01,vectorchain,validation,ok,,,357,5,15,16,69.9187675070028,349.593837535014,2796.750700280112,1.8306958855815072,0.3661391771163014,0.038816199911601186,0.06022647106572854,0.8162665850542778,True,False,False,False,8.17183,0.0003765,0.0003765,0.0003765,3.62e-05,3.62e-05,3.62e-05,101640,368
seed-104729__h-4__c-128__tol-0p01__vectorchain,104729,4,128,0.01,vectorchain,test,ok,,,364,5,15,16,67.48076923076923,337.40384615384613,2699.230769230769,1.8968367056141353,0.37936734112282705,0.03947289647255523,0.06000992582918598,0.7742320710875615,True,False,False,False,8.17183,0.0003765,0.0003765,0.0003765,3.77e-05,3.77e-05,3.77e-05,101640,368
seed-104729__h-4__c-128__tol-0p03__vectorchain,104729,4,128,0.03,vectorchain,validation,ok,,,357,5,15,16,11.18767507002801,55.938375350140056,447.50700280112045,11.441161742613922,2.2882323485227842,0.03515771418446306,0.05345126995006994,0.7244403468591332,True,True,True,True,2.8489225,0.0003753,0.0003753,0.0003753,3.83e-05,3.83e-05,3.83e-05,101640,368
seed-104729__h-4__c-128__tol-0p03__vectorchain,104729,4,128,0.03,vectorchain,test,ok,,,364,5,15,16,11.791208791208792,58.956043956043956,471.64835164835165,10.855545200372786,2.1711090400745574,0.03429553426812225,0.05346383223273184,0.6897761159653709,True,True,True,True,2.8489225,0.0003753,0.0003753,0.0003753,4.59e-05,4.59e-05,4.59e-05,101640,368
seed-104729__h-4__c-128__tol-0p1__vectorchain,104729,4,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6218487394957983,13.109243697478991,104.87394957983193,48.82051282051282,9.764102564102565,0.02262206106775175,0.03479138484619092,0.4715375879605487,True,True,True,True,2.476355,0.0003908,0.0003908,0.0003908,4.21e-05,4.21e-05,4.21e-05,101640,368
seed-104729__h-4__c-128__tol-0p1__vectorchain,104729,4,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.6043956043956045,13.021978021978022,104.17582417582418,49.14767932489451,9.829535864978903,0.025804774157043384,0.040713193647886656,0.5252707748434126,True,True,True,True,2.476355,0.0003908,0.0003908,0.0003908,3.67e-05,3.67e-05,3.67e-05,101640,368
seed-104729__h-16__c-128__tol-na__raw,104729,16,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1702603346954598,0.29804339821464515,1.0,,,,,0.0527962,0.0002766,0.0002766,0.0002766,2.79e-05,2.79e-05,2.79e-05,19824,80
seed-104729__h-16__c-128__tol-na__raw,104729,16,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1794003420897166,0.3052819641550858,1.0,,,,,0.0527962,0.0002766,0.0002766,0.0002766,2.9e-05,2.9e-05,2.9e-05,19824,80
seed-104729__h-16__c-128__tol-na__first_difference,104729,16,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16266773526755643,0.25331020022096534,0.8499104551161244,,,,,0.0588103,0.0002022,0.0002022,0.0002022,2.66e-05,2.66e-05,2.66e-05,19824,80
seed-104729__h-16__c-128__tol-na__first_difference,104729,16,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.15756882107979267,0.24326769573725232,0.7968623250002096,,,,,0.0588103,0.0002022,0.0002022,0.0002022,2.79e-05,2.79e-05,2.79e-05,19824,80
seed-104729__h-16__c-128__tol-0p01__vectorchain,104729,16,128,0.01,vectorchain,validation,ok,,,357,5,15,16,70.04761904761905,350.23809523809524,2801.904761904762,1.8273283480625424,0.3654656696125085,0.13419160333251448,0.21681244575976852,0.7274526027368147,True,False,False,False,7.9868722,0.0003638,0.0003638,0.0003638,3.61e-05,3.61e-05,3.61e-05,99120,368
seed-104729__h-16__c-128__tol-0p01__vectorchain,104729,16,128,0.01,vectorchain,test,ok,,,364,5,15,16,67.4065934065934,337.032967032967,2696.263736263736,1.8989240299967396,0.37978480599934794,0.14359519238769144,0.21888638040080918,0.7169974191125588,True,False,False,False,7.9868722,0.0003638,0.0003638,0.0003638,3.67e-05,3.67e-05,3.67e-05,99120,368
seed-104729__h-16__c-128__tol-0p03__vectorchain,104729,16,128,0.03,vectorchain,validation,ok,,,357,5,15,16,11.123249299719888,55.61624649859944,444.9299719887955,11.507428859229414,2.3014857718458828,0.12449876582865348,0.20908070809646084,0.7015109522603313,True,True,True,True,2.837215,0.0003897,0.0003897,0.0003897,3.55e-05,3.55e-05,3.55e-05,99120,368
seed-104729__h-16__c-128__tol-0p03__vectorchain,104729,16,128,0.03,vectorchain,test,ok,,,364,5,15,16,11.793956043956044,58.96978021978022,471.75824175824175,10.85301653855113,2.170603307710226,0.12386558512194104,0.21128160843505356,0.6920867697500817,True,True,True,True,2.837215,0.0003897,0.0003897,0.0003897,4.28e-05,4.28e-05,4.28e-05,99120,368
seed-104729__h-16__c-128__tol-0p1__vectorchain,104729,16,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.607843137254902,13.03921568627451,104.31372549019608,49.08270676691729,9.816541353383458,0.09366751219998237,0.178038886808742,0.5973589345553019,True,True,True,True,2.4481722,0.0003963,0.0003963,0.0003963,3.61e-05,3.61e-05,3.61e-05,99120,368
seed-104729__h-16__c-128__tol-0p1__vectorchain,104729,16,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.60989010989011,13.04945054945055,104.3956043956044,49.04421052631579,9.808842105263158,0.12225131446445299,0.23373590755453336,0.7656394251833153,True,True,True,True,2.4481722,0.0003963,0.0003963,0.0003963,3.81e-05,3.81e-05,3.81e-05,99120,368
seed-8675309__h-1__c-32__tol-na__raw,8675309,1,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.013066402590687925,0.016336567181238135,1.0,,,,,0.0583237,0.0002524,0.0002524,0.0002524,3.11e-05,3.11e-05,3.11e-05,24528,80
seed-8675309__h-1__c-32__tol-na__raw,8675309,1,32,,raw,test,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.013718733570580247,0.017239470287381264,1.0,,,,,0.0583237,0.0002524,0.0002524,0.0002524,2.78e-05,2.78e-05,2.78e-05,24528,80
seed-8675309__h-1__c-32__tol-na__first_difference,8675309,1,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.014746360507623806,0.019667308290078143,1.203882558183045,,,,,0.0654382,0.0002295,0.0002295,0.0002295,2.72e-05,2.72e-05,2.72e-05,24528,80
seed-8675309__h-1__c-32__tol-na__first_difference,8675309,1,32,,first_difference,test,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.016143416338431794,0.02136857206028467,1.2395144226633097,,,,,0.0654382,0.0002295,0.0002295,0.0002295,2.84e-05,2.84e-05,2.84e-05,24528,80
seed-8675309__h-1__c-32__tol-0p01__vectorchain,8675309,1,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.92717086834734,84.63585434173669,677.0868347338935,1.890451762369684,0.3780903524739368,0.014996514944522827,0.020982739224184574,1.284403203647482,False,False,False,False,2.0168641,0.0004877,0.0004877,0.0004877,4e-05,4e-05,4e-05,122640,368
seed-8675309__h-1__c-32__tol-0p01__vectorchain,8675309,1,32,0.01,vectorchain,test,ok,,,357,5,15,16,17.00280112044818,85.0140056022409,680.1120448179272,1.8820428336079078,0.3764085667215815,0.01605855201884442,0.02214239581337069,1.2844011703525606,False,False,False,False,2.0168641,0.0004877,0.0004877,0.0004877,4.13e-05,4.13e-05,4.13e-05,122640,368
seed-8675309__h-1__c-32__tol-0p03__vectorchain,8675309,1,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.557422969187675,17.787114845938376,142.296918767507,8.99527559055118,1.799055118110236,0.015865795578822634,0.021836896073824025,1.3366881690360743,False,True,True,False,1.0127682,0.0005315,0.0005315,0.0005315,4.75e-05,4.75e-05,4.75e-05,122640,368
seed-8675309__h-1__c-32__tol-0p03__vectorchain,8675309,1,32,0.03,vectorchain,test,ok,,,357,5,15,16,3.61624649859944,18.0812324929972,144.6498599439776,8.848954298993029,1.7697908597986058,0.017393500052619512,0.02353269816245694,1.3650476360449495,False,True,True,False,1.0127682,0.0005315,0.0005315,0.0005315,4.96e-05,4.96e-05,4.96e-05,122640,368
seed-8675309__h-1__c-32__tol-0p1__vectorchain,8675309,1,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2128851540616246,6.064425770308123,48.515406162464984,26.38337182448037,5.276674364896074,0.013873010252385487,0.01758197558498244,1.076234400405405,True,True,True,True,0.889954,0.0004439,0.0004439,0.0004439,5.03e-05,5.03e-05,5.03e-05,122640,368
seed-8675309__h-1__c-32__tol-0p1__vectorchain,8675309,1,32,0.1,vectorchain,test,ok,,,357,5,15,16,1.226890756302521,6.1344537815126055,49.075630252100844,26.082191780821915,5.2164383561643834,0.012777664423803087,0.01598259670281319,0.9270932596178396,True,True,True,True,0.889954,0.0004439,0.0004439,0.0004439,3.84e-05,3.84e-05,3.84e-05,122640,368
seed-8675309__h-4__c-32__tol-na__raw,8675309,4,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.025246860827103944,0.03579838820182322,1.0,,,,,0.0717644,0.000458,0.000458,0.000458,7.95e-05,7.95e-05,7.95e-05,24360,80
seed-8675309__h-4__c-32__tol-na__raw,8675309,4,32,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.02790261042712429,0.04025233615088091,1.0,,,,,0.0717644,0.000458,0.000458,0.000458,9.09e-05,9.09e-05,9.09e-05,24360,80
seed-8675309__h-4__c-32__tol-na__first_difference,8675309,4,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.033144845604242135,0.05126895368689104,1.4321581574524607,,,,,0.0928695,0.0002394,0.0002394,0.0002394,2.78e-05,2.78e-05,2.78e-05,24360,80
seed-8675309__h-4__c-32__tol-na__first_difference,8675309,4,32,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03630952141980095,0.05669066289899796,1.4083819305915566,,,,,0.0928695,0.0002394,0.0002394,0.0002394,3.07e-05,3.07e-05,3.07e-05,24360,80
seed-8675309__h-4__c-32__tol-0p01__vectorchain,8675309,4,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.92436974789916,84.6218487394958,676.9747899159664,1.890764647467726,0.3781529294935452,0.03092599601957956,0.04925304153252414,1.3758452267416799,False,False,False,False,2.1449525,0.0004281,0.0004281,0.0004281,3.71e-05,3.71e-05,3.71e-05,121800,368
seed-8675309__h-4__c-32__tol-0p01__vectorchain,8675309,4,32,0.01,vectorchain,test,ok,,,364,5,15,16,16.97252747252747,84.86263736263736,678.9010989010989,1.8853998057623829,0.37707996115247655,0.03310748983421718,0.0517610657973006,1.2859145765671995,False,False,False,False,2.1449525,0.0004281,0.0004281,0.0004281,3.7e-05,3.7e-05,3.7e-05,121800,368
seed-8675309__h-4__c-32__tol-0p03__vectorchain,8675309,4,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.549019607843137,17.745098039215687,141.9607843137255,9.01657458563536,1.8033149171270717,0.03218815615835978,0.049998995561948936,1.3966828696327305,False,True,True,False,0.9440954,0.0005113,0.0005113,0.0005113,4.54e-05,4.54e-05,4.54e-05,121800,368
seed-8675309__h-4__c-32__tol-0p03__vectorchain,8675309,4,32,0.03,vectorchain,test,ok,,,364,5,15,16,3.607142857142857,18.035714285714285,144.28571428571428,8.87128712871287,1.7742574257425743,0.03388534214054039,0.05245955520031824,1.3032673433830044,False,True,True,False,0.9440954,0.0005113,0.0005113,0.0005113,4.64e-05,4.64e-05,4.64e-05,121800,368
seed-8675309__h-4__c-32__tol-0p1__vectorchain,8675309,4,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2128851540616246,6.064425770308123,48.515406162464984,26.38337182448037,5.276674364896074,0.02379510751536225,0.03631306879478533,1.0143772001705904,True,True,True,True,0.9307533,0.000876,0.000876,0.000876,0.0002517,0.0002517,0.0002517,121800,368
seed-8675309__h-4__c-32__tol-0p1__vectorchain,8675309,4,32,0.1,vectorchain,test,ok,,,364,5,15,16,1.228021978021978,6.1401098901098905,49.120879120879124,26.058165548098433,5.211633109619687,0.02236370991939536,0.034061747572332796,0.8462054834446513,True,True,True,True,0.9307533,0.000876,0.000876,0.000876,9.05e-05,9.05e-05,9.05e-05,121800,368
seed-8675309__h-16__c-32__tol-na__raw,8675309,16,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10203193954070024,0.1788801104592664,1.0,,,,,0.0817482,0.000286,0.000286,0.000286,3.23e-05,3.23e-05,3.23e-05,23856,80
seed-8675309__h-16__c-32__tol-na__raw,8675309,16,32,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.11654824382041126,0.20459283347257906,1.0,,,,,0.0817482,0.000286,0.000286,0.000286,5.38e-05,5.38e-05,5.38e-05,23856,80
seed-8675309__h-16__c-32__tol-na__first_difference,8675309,16,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.13644952981468828,0.2340959623511985,1.3086751889305521,,,,,0.0751679,0.0002306,0.0002306,0.0002306,2.85e-05,2.85e-05,2.85e-05,23856,80
seed-8675309__h-16__c-32__tol-na__first_difference,8675309,16,32,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.1494576928607826,0.26124689610677265,1.2769112762778505,,,,,0.0751679,0.0002306,0.0002306,0.0002306,3.12e-05,3.12e-05,3.12e-05,23856,80
seed-8675309__h-16__c-32__tol-0p01__vectorchain,8675309,16,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.92436974789916,84.6218487394958,676.9747899159664,1.890764647467726,0.3781529294935452,0.1310781487522311,0.23224004917292906,1.2983000098594721,False,False,False,False,2.1091924,0.0004378,0.0004378,0.0004378,4.06e-05,4.06e-05,4.06e-05,119280,368
