condition_id,seed,horizon,context_length,tolerance,representation,split,signal,n_examples,mae,rmse
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,sine,51,0.08869251898557005,0.10465690451390297
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,chirp,51,0.24608210245033346,0.27353867688749206
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,ramp,51,0.02777563854126788,0.04203397021888452
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,piecewise_linear,51,0.04386021572318137,0.06281131423056366
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,first_order_response,51,0.03311863672034833,0.05337628611475257
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,second_order_response,51,0.035615990207036353,0.05559089841455731
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,validation,regime_change,51,0.4063761732049315,0.4647363319708168
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,sine,52,0.0768616547062812,0.10179747303001156
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,chirp,52,0.32921816445267316,0.37421940013332095
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,ramp,52,0.024878122043234644,0.032522316735872595
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,piecewise_linear,52,0.04422954032221156,0.05970966415269874
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,first_order_response,52,0.026917085638980917,0.04103525049854661
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,second_order_response,52,0.03453386721605715,0.04644946723870235
seed-1729__h-16__c-128__tol-0p03__vectorchain,1729,16,128,0.03,vectorchain,test,regime_change,52,0.37222816986211316,0.4266006065267776
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,sine,51,0.03654713364869475,0.05174063162641923
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,chirp,51,0.2281330242986623,0.2683599060038077
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,ramp,51,0.010656685750047723,0.013079790669287553
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,piecewise_linear,51,0.034955278615456754,0.04813006870944275
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,first_order_response,51,0.01335339631002904,0.016072611488646287
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,second_order_response,51,0.03652886867075719,0.050520702239363585
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,validation,regime_change,51,0.4465169306795139,0.4939326880937354
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,sine,52,0.02896699816967744,0.03946702750370143
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,chirp,52,0.3891213292343379,0.4414115788280237
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,ramp,52,0.011306904297272295,0.013777019285860248
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,piecewise_linear,52,0.013377847828659414,0.017829665749496425
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,first_order_response,52,0.01317465149672998,0.017475557813644658
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,second_order_response,52,0.019756518072830305,0.023878572353213022
seed-1729__h-16__c-128__tol-0p1__vectorchain,1729,16,128,0.1,vectorchain,test,regime_change,52,0.4661855499677643,0.5213545483137982
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,sine,51,0.011693698575371265,0.014992750218799662
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,chirp,51,0.012844762885463358,0.015480806619988432
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,ramp,51,0.012171632385667788,0.014435369592217166
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,piecewise_linear,51,0.014220273321440019,0.018407056318285882
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,first_order_response,51,0.009922335199557425,0.012486843797248298
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,second_order_response,51,0.01260850364108214,0.015633493124471275
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,validation,regime_change,51,0.019417876878732924,0.02343621414234431
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,sine,51,0.012410413427382748,0.014889649999644152
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,chirp,51,0.015372567251384634,0.018560667561997306
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,ramp,51,0.013126691426510741,0.015599297607596492
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,piecewise_linear,51,0.010049112913938299,0.012341905440432201
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,first_order_response,51,0.013695395812452693,0.015783962683508623
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,second_order_response,51,0.010981421544614524,0.013796523690549775
seed-2718__h-1__c-32__tol-na__raw,2718,1,32,,raw,test,regime_change,51,0.016620902347379053,0.021137345562888626
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,sine,51,0.011802211088381111,0.014596392173819625
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,chirp,51,0.02003396648124314,0.02408869094493465
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,ramp,51,0.011106046729160235,0.01317787309927032
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,piecewise_linear,51,0.011589769118795243,0.01526683466462057
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,first_order_response,51,0.00809951662137709,0.010863506914751197
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,second_order_response,51,0.010738966351920261,0.012924790711836396
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,validation,regime_change,51,0.030610901277453733,0.0361183000109624
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,sine,51,0.011897916514067866,0.01395432959434367
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,chirp,51,0.026191311200235445,0.02994299309296997
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,ramp,51,0.010868402729562578,0.012655272441142264
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,piecewise_linear,51,0.009134287949809718,0.010761072396630909
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,first_order_response,51,0.01091557219925923,0.012732310849769314
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,second_order_response,51,0.008662963774871472,0.011164855749270574
seed-2718__h-1__c-32__tol-na__first_difference,2718,1,32,,first_difference,test,regime_change,51,0.03029758466021372,0.035197164775096094
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,sine,51,0.011744021387619808,0.01473056312899386
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,chirp,51,0.01940832927930072,0.023273143178190153
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,ramp,51,0.010936476842763257,0.012964926873806194
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,piecewise_linear,51,0.011556484665233456,0.015253709753907071
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,first_order_response,51,0.00865847703727438,0.011480649401672302
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,second_order_response,51,0.010662164002588898,0.012744679571384495
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,validation,regime_change,51,0.02884587613250022,0.0349556704513665
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,sine,51,0.01220635241925031,0.014428579296955357
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,chirp,51,0.022956523668270317,0.02805969310919911
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,ramp,51,0.010314066997605776,0.012428238664231414
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,piecewise_linear,51,0.009116938293045208,0.01092459003064366
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,first_order_response,51,0.010593159555169573,0.012726630269633716
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,second_order_response,51,0.008814613656537858,0.0112776729990894
seed-2718__h-1__c-32__tol-0p01__vectorchain,2718,1,32,0.01,vectorchain,test,regime_change,51,0.030302232341107155,0.03639321017681383
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,sine,51,0.012370998168955816,0.01567070355158401
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,chirp,51,0.0203568391371668,0.024964674270376262
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,ramp,51,0.01151220493834841,0.013422849465907126
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,piecewise_linear,51,0.01368984864032879,0.018053441635174493
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,first_order_response,51,0.009501708640759388,0.012385635646128535
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,second_order_response,51,0.011667224846573898,0.01440985227547753
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,validation,regime_change,51,0.02907289030256701,0.03496322192195818
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,sine,51,0.012382537136726992,0.015435938569288111
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,chirp,51,0.023141718166732914,0.028217007108049346
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,ramp,51,0.012481429855584116,0.014691089180183378
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,piecewise_linear,51,0.010328324520457142,0.013024546339280886
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,first_order_response,51,0.012824572810123988,0.01475321992119332
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,second_order_response,51,0.010029965410321338,0.01274477362426923
seed-2718__h-1__c-32__tol-0p03__vectorchain,2718,1,32,0.03,vectorchain,test,regime_change,51,0.026210275714780528,0.031044762344596293
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,sine,51,0.012178492889929468,0.01566137361365371
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,chirp,51,0.022178662342309887,0.030305228062670303
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,ramp,51,0.011945406174491765,0.014081331479820556
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,piecewise_linear,51,0.016053362074470796,0.025431318920752868
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,first_order_response,51,0.009841193293708006,0.012486871649506407
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,second_order_response,51,0.011996424457724137,0.014786759010679636
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,validation,regime_change,51,0.02853811630715903,0.03768815731548258
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,sine,51,0.012691375645203371,0.015411493717647017
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,chirp,51,0.019230372373687972,0.024984861107132925
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,ramp,51,0.012699484739414502,0.014992741298032481
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,piecewise_linear,51,0.00990692202148003,0.01216332650168478
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,first_order_response,51,0.01316738767497478,0.015073810648287387
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,second_order_response,51,0.010294170680750201,0.012954874421426222
seed-2718__h-1__c-32__tol-0p1__vectorchain,2718,1,32,0.1,vectorchain,test,regime_change,51,0.025262421633753144,0.03383063490362799
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,sine,51,0.016241069483369647,0.019512433912044585
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,chirp,51,0.03412436284701423,0.03942148978152117
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,ramp,51,0.014298397257701961,0.01740233987397544
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,piecewise_linear,51,0.01768103963800201,0.020890275781266496
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,first_order_response,51,0.014474651503710344,0.018378205556493964
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,second_order_response,51,0.015785521497143143,0.02002086351186654
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,validation,regime_change,51,0.06749446677911,0.07575292177819669
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,sine,52,0.014601033635319125,0.018011894596174204
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,chirp,52,0.05380092910209869,0.0609587257928153
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,ramp,52,0.013074008198519348,0.016832651972838807
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,piecewise_linear,52,0.012196939073865206,0.015283189347396666
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,first_order_response,52,0.01346408209842179,0.016965925375011355
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,second_order_response,52,0.014572519831565933,0.018466502200698606
seed-2718__h-4__c-32__tol-na__raw,2718,4,32,,raw,test,regime_change,52,0.06828382931211963,0.07639190735271965
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,sine,51,0.019837045957323926,0.025037659626763208
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,chirp,51,0.05944818405969581,0.06665030147765354
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,ramp,51,0.012072777072595917,0.015051458134476156
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,piecewise_linear,51,0.015883062087564247,0.018874234526017327
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,first_order_response,51,0.01157795699101738,0.014674671101210804
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,second_order_response,51,0.013486593425362323,0.01643472615187985
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,validation,regime_change,51,0.104523602025229,0.11594168412683652
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,sine,52,0.019347576479616106,0.023304749898702
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,chirp,52,0.08461494023874076,0.0947867263725535
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,ramp,52,0.010461544478296954,0.013703587172204748
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,piecewise_linear,52,0.010200438791550102,0.012937962500772086
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,first_order_response,52,0.011090132212010665,0.01353112997642523
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,second_order_response,52,0.012175322481848262,0.015541843151055642
seed-2718__h-4__c-32__tol-na__first_difference,2718,4,32,,first_difference,test,regime_change,52,0.1053998593278444,0.1160076220536477
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,sine,51,0.021311204021631332,0.026632861033899256
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,chirp,51,0.05089597450244799,0.059519185872100526
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,ramp,51,0.015091740094585956,0.017961349253258613
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,piecewise_linear,51,0.017225440021055284,0.020748681266876352
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,first_order_response,51,0.012344407792296997,0.015467569889565025
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,second_order_response,51,0.013881027032705613,0.017070081421785618
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,validation,regime_change,51,0.08891418551351937,0.10302786049225349
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,sine,52,0.01909217959551287,0.02430782887600834
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,chirp,52,0.0679409288974386,0.08017428783383836
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,ramp,52,0.011476233853220282,0.014460074126176812
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,piecewise_linear,52,0.01133322220914994,0.014802437848074543
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,first_order_response,52,0.012328772140795209,0.015281447602612637
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,second_order_response,52,0.013547276374326869,0.017456770316646743
seed-2718__h-4__c-32__tol-0p01__vectorchain,2718,4,32,0.01,vectorchain,test,regime_change,52,0.0938929349171094,0.10938445069267826
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,sine,51,0.02070832842900908,0.025435954717158635
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,chirp,51,0.0538241532079409,0.06268452955560852
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,ramp,51,0.01562665338171001,0.01948774904463287
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,piecewise_linear,51,0.02080426824702522,0.025731762446608228
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,first_order_response,51,0.017718997701288045,0.022392009143585058
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,second_order_response,51,0.016992744860205817,0.02359358028893081
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,validation,regime_change,51,0.08629247982550542,0.09948606951118154
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,sine,52,0.019743925959347337,0.02621523132957224
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,chirp,52,0.06450636032297942,0.07597121296799214
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,ramp,52,0.014848768837970166,0.01907190539458566
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,piecewise_linear,52,0.014862705954666232,0.019457432379402013
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,first_order_response,52,0.015143281350389705,0.01953277823563626
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,second_order_response,52,0.01652803102447599,0.02246384828102972
seed-2718__h-4__c-32__tol-0p03__vectorchain,2718,4,32,0.03,vectorchain,test,regime_change,52,0.08350440917196922,0.09832491546704349
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,sine,51,0.019997875904669882,0.025165662643099104
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,chirp,51,0.03473770434583878,0.04875898108981481
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,ramp,51,0.012977636603632178,0.01616458098434478
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,piecewise_linear,51,0.021983247586340217,0.040791951112733184
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,first_order_response,51,0.012676752399100223,0.016386520180143777
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,second_order_response,51,0.014791452818066672,0.018061024475794413
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,validation,regime_change,51,0.038960731314795334,0.0535603836455638
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,sine,52,0.018382469217810102,0.023136393740693692
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,chirp,52,0.03577231754363748,0.04627875821624705
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,ramp,52,0.011918559404483423,0.015397137640870076
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,piecewise_linear,52,0.011209249252962008,0.01433787764318189
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,first_order_response,52,0.011573039887481113,0.014669226292631428
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,second_order_response,52,0.012636082567909988,0.0163839084742446
seed-2718__h-4__c-32__tol-0p1__vectorchain,2718,4,32,0.1,vectorchain,test,regime_change,52,0.0350851872976338,0.048141277561016695
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,sine,51,0.032135870043195985,0.04059431241634203
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,chirp,51,0.18780194027144226,0.21085294766666526
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,ramp,51,0.022015370655781206,0.02681138582766963
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,piecewise_linear,51,0.03273922619799745,0.03878806551923162
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,first_order_response,51,0.033011436960352476,0.03753485913682404
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,second_order_response,51,0.04025116915647662,0.04554711959078671
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,validation,regime_change,51,0.37041783570699965,0.4143455382120559
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,sine,52,0.02767655496711718,0.03457639127512602
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,chirp,52,0.2835579777119599,0.3208537928178325
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,ramp,52,0.029245909275716846,0.034859639780411754
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,piecewise_linear,52,0.018532934515090724,0.022873026948586058
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,first_order_response,52,0.03528971395444331,0.04043952956193195
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,second_order_response,52,0.03856994511299004,0.04348605206488357
seed-2718__h-16__c-32__tol-na__raw,2718,16,32,,raw,test,regime_change,52,0.3873188085275551,0.4288580704227141
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,sine,51,0.0892398981878065,0.09946886730843356
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,chirp,51,0.2786671205393442,0.3141442067099154
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,ramp,51,0.02296932981614692,0.02999864209609696
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,piecewise_linear,51,0.0396678758267662,0.04862761274060574
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,first_order_response,51,0.02402712247681456,0.03008007004216993
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,second_order_response,51,0.02625414600425456,0.03386961361530874
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,validation,regime_change,51,0.4789148430166712,0.5308135132627395
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,sine,52,0.0828725500080001,0.09327240593331115
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,chirp,52,0.38905800397850915,0.4345532914201524
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,ramp,52,0.025775333433025793,0.03257340520791716
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,piecewise_linear,52,0.02062897363227329,0.027477270735575595
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,first_order_response,52,0.024487732051657492,0.028850776914488476
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,second_order_response,52,0.026621321772488014,0.032763627115330075
seed-2718__h-16__c-32__tol-na__first_difference,2718,16,32,,first_difference,test,regime_change,52,0.4853774408641532,0.5342964504042663
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,sine,51,0.08893037179967307,0.1033269641774
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,chirp,51,0.23556740993754144,0.27539787863914367
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,ramp,51,0.035334737490141675,0.04234252409643228
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,piecewise_linear,51,0.04417398046022747,0.051612859706693014
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,first_order_response,51,0.030993016418250946,0.0396897958329249
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,second_order_response,51,0.027815906019030907,0.03586199665196378
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,validation,regime_change,51,0.4317893491558382,0.5025625451446921
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,test,sine,52,0.08340720161075267,0.09486243536682953
seed-2718__h-16__c-32__tol-0p01__vectorchain,2718,16,32,0.01,vectorchain,test,chirp,52,0.31784578686179565,0.3857505117206227
