condition_id,seed,horizon,context_length,tolerance,representation,split,signal,n_examples,mae,rmse
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,sine,51,0.011342537024988126,0.014125073461199955
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,chirp,51,0.024835483704512298,0.028416636986322297
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,ramp,51,0.010385443204546492,0.013307761730762402
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,piecewise_linear,51,0.012126489888411331,0.014989917282959545
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,first_order_response,51,0.011666715107925194,0.014067219211931081
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,second_order_response,51,0.010722828570881067,0.013499234963358097
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,regime_change,51,0.037439141212753484,0.04599906585590374
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,sine,51,0.012122495889498056,0.014612162346895934
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,chirp,51,0.027133801274538454,0.033263353912242936
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,ramp,51,0.009746026228136848,0.01150240763767446
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,piecewise_linear,51,0.0091162101166179,0.011594956565165633
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,first_order_response,51,0.009951066666555927,0.01303196505107552
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,second_order_response,51,0.010224462021553419,0.01209025081043271
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,regime_change,51,0.036382115287806875,0.04356515313126386
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,sine,51,0.012105307770120713,0.014697952071276573
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,chirp,51,0.02178351322221519,0.025207673547752826
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,ramp,51,0.012220281485741863,0.014562536792700588
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,piecewise_linear,51,0.012003520174684937,0.015648181352599287
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,first_order_response,51,0.013239989107532884,0.01599944376408418
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,second_order_response,51,0.01168832110468396,0.014453980800760676
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,regime_change,51,0.029048236119548966,0.036857251787286084
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,sine,51,0.013408606087782835,0.016818477299016494
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,chirp,51,0.023573474116958395,0.028713525986331975
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,ramp,51,0.010303008167346561,0.012361754007793527
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,piecewise_linear,51,0.01138899980834119,0.013609269397040364
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,first_order_response,51,0.01079353516514902,0.013978864929181338
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,second_order_response,51,0.010687835868811568,0.012725948354867598
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,regime_change,51,0.029897979007324625,0.035456757160097836
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,sine,51,0.011796867067902214,0.014156559349161232
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,chirp,51,0.011411690406140517,0.015253202265475007
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,ramp,51,0.01101005456203996,0.013968485193349103
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,piecewise_linear,51,0.012281987025158685,0.016332671640164668
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,first_order_response,51,0.012779798146366175,0.015450682541465937
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,second_order_response,51,0.010893834393880704,0.01382787648028466
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,regime_change,51,0.01585927839452026,0.01921616663183114
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,sine,51,0.011947128371049626,0.01448729214831071
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,chirp,51,0.011899177022981244,0.014915459285442792
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,ramp,51,0.009799712508372376,0.011685914256250346
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,piecewise_linear,51,0.010968992194354212,0.01351281681550066
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,first_order_response,51,0.010685806237899347,0.013955364620538707
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,second_order_response,51,0.010788379963474135,0.01266895631054823
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,regime_change,51,0.011323311200997953,0.015002027234613592
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,sine,51,0.013860678463775377,0.01680294249314238
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,chirp,51,0.05854018877343796,0.06641986660898305
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,ramp,51,0.0146274954677811,0.01753409389907595
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,piecewise_linear,51,0.011808181158224346,0.014994757847687354
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,first_order_response,51,0.015560613579782617,0.018483404727972167
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,second_order_response,51,0.014196953239534151,0.01712111491109022
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,regime_change,51,0.1118269516715515,0.12609200668149373
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,sine,52,0.01129317840622703,0.01610516974250385
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,chirp,52,0.08638595721169073,0.09752719269085369
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,ramp,52,0.010454137064211574,0.013443373809449535
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,piecewise_linear,52,0.013100680535209101,0.016830598912444497
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,first_order_response,52,0.016660936612822627,0.02024240602184986
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,second_order_response,52,0.016033360542918138,0.01980610579927523
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,regime_change,52,0.11512198290732845,0.12792589118304887
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,sine,51,0.029399737344437113,0.034278784192227824
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,chirp,51,0.09026224665519827,0.10133054173281991
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,ramp,51,0.015611888825245222,0.01926800323338405
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,piecewise_linear,51,0.014957306283588868,0.017708178589379057
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,first_order_response,51,0.01601979644721687,0.018477259690757506
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,second_order_response,51,0.013098247553093507,0.01543335502981779
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,regime_change,51,0.1450627649437251,0.16372566804844965
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,sine,52,0.02851661817577432,0.03472571253706931
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,chirp,52,0.11484540698347365,0.13062122489386213
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,ramp,52,0.010363036708695216,0.012795952416414886
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,piecewise_linear,52,0.01507466445756878,0.018482535474701058
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,first_order_response,52,0.01710056776824524,0.020866683996467728
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,second_order_response,52,0.0161592966492581,0.019572530142115893
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,regime_change,52,0.14127339138307662,0.1585599088198956
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,sine,51,0.023737328646506985,0.02826982105992729
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,chirp,51,0.06156983770856323,0.06950198690984878
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,ramp,51,0.019340996323168807,0.023257632232036043
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,piecewise_linear,51,0.016458989666923336,0.020851377236312283
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,first_order_response,51,0.016665486341180046,0.021037020635894976
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,second_order_response,51,0.014736627892343979,0.01793499128079295
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,regime_change,51,0.09900687770000809,0.11331346705219965
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,sine,52,0.023791772190174556,0.028710234162019857
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,chirp,52,0.07521705706624073,0.08528776424935958
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,ramp,52,0.012171332811583753,0.014988908360695875
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,piecewise_linear,52,0.015181555736448018,0.02042163982743231
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,first_order_response,52,0.017111816004720455,0.020962576697360503
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,second_order_response,52,0.01804949371647875,0.022527316903641254
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,regime_change,52,0.09907056667599871,0.11304675340137015
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,sine,51,0.01965960186550678,0.024321258734608754
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,chirp,51,0.049931801091529636,0.05665465554482811
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,ramp,51,0.018989482090531393,0.02425272504145816
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,piecewise_linear,51,0.015191754822782781,0.019674274666543964
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,first_order_response,51,0.017628899656687732,0.021359943140866318
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,second_order_response,51,0.013844262901361861,0.01644234107269002
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,regime_change,51,0.07692818947691134,0.08785378360638242
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,sine,52,0.023520547358221542,0.03226302939865046
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,chirp,52,0.06159487698645034,0.07220455725051626
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,ramp,52,0.012699712048293916,0.01685038543788997
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,piecewise_linear,52,0.017995403322135353,0.021690531046342817
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,first_order_response,52,0.017066048302162396,0.02181817962426294
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,second_order_response,52,0.016589442881414895,0.020672620014505733
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,test,regime_change,52,0.0692629724710391,0.081161030847637
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,sine,51,0.01756199977232669,0.022322244054376807
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,chirp,51,0.023177816164238932,0.029684017563728127
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,ramp,51,0.013963256667043145,0.016875734894571153
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,piecewise_linear,51,0.013757897234019885,0.01664691857125436
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,first_order_response,51,0.013661562975448124,0.01591531665430158
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,second_order_response,51,0.011104805523071465,0.013133558530647519
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,validation,regime_change,51,0.036825318834530864,0.045095875974757796
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,sine,52,0.01638329043979581,0.02159391688330759
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,chirp,52,0.03140140329746619,0.03832279982064254
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,ramp,52,0.008324049419182246,0.010728880418407855
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,piecewise_linear,52,0.012900534346461765,0.015913786044143757
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,first_order_response,52,0.013970183637333362,0.017380642304256004
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,second_order_response,52,0.014439214031468521,0.016984763718061922
seed-31415__h-4__c-64__tol-0p1__vectorchain,31415,4,64,0.1,vectorchain,test,regime_change,52,0.03254706091695659,0.038724813383412895
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,sine,51,0.04215336849923754,0.051521241369351864
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,chirp,51,0.2820743414514798,0.3213223182955025
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,ramp,51,0.01654104110570201,0.02072541845761945
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,piecewise_linear,51,0.029512614984797344,0.036050938790586705
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,first_order_response,51,0.03800995608397197,0.04164002402467056
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,second_order_response,51,0.05290870974442042,0.05557973371138493
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,validation,regime_change,51,0.5235497187431515,0.6031121907312813
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,sine,52,0.03278783097057599,0.04325889284208021
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,chirp,52,0.37924966652259245,0.436222703654562
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,ramp,52,0.031006270165989537,0.034633520403711794
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,piecewise_linear,52,0.021988098037904844,0.02667790536938518
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,first_order_response,52,0.039664215328332836,0.04434238529884828
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,second_order_response,52,0.04376837315860364,0.04721790727237217
seed-31415__h-16__c-64__tol-na__raw,31415,16,64,,raw,test,regime_change,52,0.5262049679873557,0.5965178546492417
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,sine,51,0.12301331652328161,0.13842826923713483
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,chirp,51,0.377508450119205,0.4214768305207446
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,ramp,51,0.0346347963287455,0.04241626858797157
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,piecewise_linear,51,0.04536106681074765,0.05384377205919064
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,first_order_response,51,0.03483722991220478,0.042511112025244144
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,second_order_response,51,0.03964088353441619,0.04704472642521677
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,validation,regime_change,51,0.5872200229152262,0.6588234926927509
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,sine,52,0.1214364105500551,0.1405528337158956
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,chirp,52,0.4780117219465472,0.5369218652820585
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,ramp,52,0.03001872200352446,0.040108092512639436
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,piecewise_linear,52,0.035639772732064645,0.042694565671543935
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,first_order_response,52,0.04271171259187656,0.05124259286206456
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,second_order_response,52,0.036771794720718724,0.04619160658660069
seed-31415__h-16__c-64__tol-na__first_difference,31415,16,64,,first_difference,test,regime_change,52,0.5574324908758961,0.6265244916111276
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,sine,51,0.09244691718983936,0.11029314694725442
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,chirp,51,0.2471926317017283,0.2730657901009946
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,ramp,51,0.06020397654924357,0.0709802623836502
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,piecewise_linear,51,0.0523847217577327,0.06979451322689798
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,first_order_response,51,0.047037177622209485,0.05719559993489471
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,second_order_response,51,0.039620674111742915,0.048262778933279474
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,validation,regime_change,51,0.387237953135273,0.43274004504884656
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,sine,52,0.09695029371512284,0.11421975468668985
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,chirp,52,0.2979238289639587,0.33339690128562827
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,ramp,52,0.03366966298129392,0.04268534324400827
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,piecewise_linear,52,0.04191719314783363,0.05388595299476356
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,first_order_response,52,0.0461222312836989,0.05735111754240801
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,second_order_response,52,0.0518130370203153,0.06658007230845658
seed-31415__h-16__c-64__tol-0p01__vectorchain,31415,16,64,0.01,vectorchain,test,regime_change,52,0.4401761505543227,0.4919130543948078
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,sine,51,0.07183898516280358,0.08275981655773046
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,chirp,51,0.2104571061093694,0.23015129693764225
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,ramp,51,0.04505757608605702,0.06473680122943831
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,piecewise_linear,51,0.042567399757998114,0.05807918861984358
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,first_order_response,51,0.03596665378942151,0.05664943119947371
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,second_order_response,51,0.02997747319861709,0.041567608245046274
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,validation,regime_change,51,0.31289021512382653,0.35018176437454
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,sine,52,0.087493918696358,0.11258497683364446
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,chirp,52,0.27099749593698635,0.3040199026203173
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,ramp,52,0.03575113506778909,0.05222929954531573
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,piecewise_linear,52,0.042076081711659,0.055638692371739545
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,first_order_response,52,0.03512785231120874,0.046386982426287186
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,second_order_response,52,0.02911189817014109,0.04351312947353702
seed-31415__h-16__c-64__tol-0p03__vectorchain,31415,16,64,0.03,vectorchain,test,regime_change,52,0.31789545786639156,0.34872420818081745
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,sine,51,0.05568667564185694,0.06774711231234341
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,chirp,51,0.09119962717796638,0.11301247786581257
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,ramp,51,0.013989300479238877,0.017376038298044138
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,piecewise_linear,51,0.02902014539426819,0.044228745815511276
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,first_order_response,51,0.013642215978784797,0.016769443300976142
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,second_order_response,51,0.020137180701951904,0.02335708126919703
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,validation,regime_change,51,0.2626322738414408,0.31578320186500114
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,sine,52,0.05254443127772404,0.06305274754994519
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,chirp,52,0.19535181585202557,0.2311113773052915
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,ramp,52,0.010387460573631203,0.013529671015346127
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,piecewise_linear,52,0.015148310591456021,0.0189093395699213
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,first_order_response,52,0.015294987810022835,0.018678664613664204
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,second_order_response,52,0.017660501483729767,0.021686593388886618
seed-31415__h-16__c-64__tol-0p1__vectorchain,31415,16,64,0.1,vectorchain,test,regime_change,52,0.26419671007207474,0.3083028447697764
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,sine,51,0.011584019074781996,0.01339085046040914
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,chirp,51,0.024092369226536084,0.02851499127041404
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,ramp,51,0.011140663753946125,0.01403142816035575
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,piecewise_linear,51,0.01145259162350011,0.015275073697927272
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,first_order_response,51,0.013850167801696673,0.016923547285276355
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,second_order_response,51,0.013523807975818614,0.015982861943487074
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,validation,regime_change,51,0.03556214448533944,0.042111795707204795
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,sine,51,0.011704002299744637,0.014526278403949641
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,chirp,51,0.028417267796223403,0.03235565060565058
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,ramp,51,0.010016079872237916,0.012346386749885826
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,piecewise_linear,51,0.011308596239588489,0.013961671479852427
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,first_order_response,51,0.01047269247920704,0.013790178831495305
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,second_order_response,51,0.011194489239400592,0.013138263217046982
seed-31415__h-1__c-128__tol-na__raw,31415,1,128,,raw,test,regime_change,51,0.03596419111839051,0.040446038029686306
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,sine,51,0.013155418099852666,0.016756924535663572
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,chirp,51,0.03037251944496916,0.03488046360775958
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,ramp,51,0.010716455362561184,0.013495861113420804
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,piecewise_linear,51,0.011429363674358038,0.015251940091804944
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,first_order_response,51,0.01251962674656771,0.015037608972373587
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,second_order_response,51,0.011153808018728607,0.014081814742034135
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,validation,regime_change,51,0.03893115638302124,0.045531754838018204
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,test,sine,51,0.017065806760939134,0.020321063039824654
seed-31415__h-1__c-128__tol-na__first_difference,31415,1,128,,first_difference,test,chirp,51,0.03212913548233515,0.03639996870320099
