representation,split,horizon,context_length,tolerance,n_seeds,n_successes,n_failures,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max,rmse_ratio_vs_raw_mean,rmse_ratio_vs_raw_median,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw_mean,scalar_reduction_factor_vs_raw_mean,predictive_parity_rate,structural_reduction_success_rate,payload_reduction_success_rate,joint_success_rate,robust_cell,representation_runtime_median_s
vectorchain,test,16,32,0.1,5,5,0,0.08617055325930685,0.08246606148364594,0.173729017554676,0.16275984707840646,0.15546035486646384,0.20628613704789392,0.09751287856631356,0.24662587021430224,0.8516797944178306,0.798089267896953,1.2241758241758243,6.1208791208791204,48.967032967032964,26.140120034595746,5.228024006919151,0.8,1.0,1.0,0.8,True,0.7484487
vectorchain,test,16,64,0.01,5,5,0,0.14833379039791963,0.1489265122388708,0.24402350760882624,0.24574346767213068,0.24055251438619538,0.24943255096511655,0.23257130716085175,0.2518176978598369,0.8666286317616546,0.8711099971208975,33.83791208791209,169.18956043956044,1353.5164835164835,1.8919107045946038,0.37838214091892075,1.0,0.0,0.0,0.0,False,4.0795406
vectorchain,test,16,64,0.03,5,5,0,0.12424217054694757,0.12026241678112304,0.2006852523518799,0.19882407684430833,0.19503048534778414,0.20705421069503593,0.1838402878138158,0.21867720105845526,0.712739170481321,0.7047904168036307,6.045054945054945,30.225274725274726,241.8021978021978,10.609026660143895,2.121805332028779,1.0,1.0,1.0,1.0,True,1.6392824
vectorchain,test,16,64,0.1,5,5,0,0.08683395350196502,0.08650610505879888,0.16306549482039745,0.16146420973170234,0.1512309299245292,0.16765018491652936,0.14822693882403112,0.18675521070519516,0.579166375703131,0.5734033216181584,1.6785714285714284,8.392857142857142,67.14285714285714,38.12999359973057,7.625998719946115,1.0,1.0,1.0,1.0,True,1.3729773
vectorchain,test,16,128,0.01,5,5,0,0.13460620393777253,0.13678793609804896,0.20769829480939653,0.21054778046603503,0.1963252936705497,0.21790769619345732,0.19482432331613142,0.21888638040080918,0.6787544698631748,0.6870720480328293,67.99120879120878,339.95604395604397,2719.6483516483518,1.8828997583113907,0.37657995166227815,1.0,0.0,0.0,0.0,False,8.3300089
vectorchain,test,16,128,0.03,5,5,0,0.1315053530108395,0.125807591263256,0.22086124340349392,0.21452331226846014,0.21128160843505356,0.22066631314847546,0.201700225709059,0.25613475745642134,0.7217049000841118,0.7000452400155037,11.688461538461539,58.44230769230769,467.53846153846155,10.964241285351646,2.192848257070329,1.0,1.0,1.0,1.0,True,3.0273277
vectorchain,test,16,128,0.1,5,5,0,0.12763343573886698,0.1269031751512994,0.24431579001556708,0.2400086070816242,0.23985525647287986,0.24897127015116619,0.23373590755453336,0.25900790881763175,0.7984175888764091,0.7848960937342457,2.6142857142857143,13.071428571428573,104.57142857142858,48.962863355766544,9.792572671153309,1.0,1.0,1.0,1.0,True,2.5084571
vectorchain,validation,1,32,0.01,5,5,0,0.014620229356162922,0.014649438483014731,0.019804343045208603,0.01956858851594978,0.019550391805921562,0.019852861495713837,0.01906713418427326,0.020982739224184574,1.2355966591388032,1.2122801188553463,17.019607843137255,85.09803921568627,680.7843137254902,1.8806148008201085,0.37612296016402164,0.0,0.0,0.0,0.0,False,2.0635446
vectorchain,validation,1,32,0.03,5,5,0,0.015161647891789785,0.015228849242713099,0.02006632883038562,0.019466436326699525,0.01936474901284805,0.0205578634729616,0.01910569926559489,0.021836896073824025,1.251379529590718,1.2281848150868384,3.403361344537815,17.016806722689076,136.1344537815126,9.426468533719934,1.8852937067439863,0.0,1.0,1.0,0.0,False,0.951096
vectorchain,validation,1,32,0.1,5,5,0,0.01400966054417373,0.013873010252385487,0.018445816475572124,0.01758197558498244,0.016092389226893128,0.019153407389457935,0.01609070940851889,0.02331060076800823,1.1511496858559325,1.076234400405405,1.2106442577030812,6.053221288515406,48.42577030812325,26.432456643799135,5.286491328759826,0.6,1.0,1.0,0.6,False,0.7571018
vectorchain,validation,1,64,0.01,5,5,0,0.016719738461871154,0.01658175021390081,0.023365917324622346,0.023253571976644096,0.02258718640801144,0.02361853739543724,0.021840874556937246,0.025529416286081696,1.2425415430953342,1.2205914196243717,34.25714285714285,171.28571428571428,1370.2857142857142,1.8688066025471048,0.37376132050942096,0.0,0.0,0.0,0.0,False,4.2133126
vectorchain,validation,1,64,0.03,5,5,0,0.01584233478038897,0.01601273842636122,0.0211358743703541,0.021151651165950778,0.02046157768476182,0.021585791565918052,0.019263344802218096,0.02321700663292176,1.1243681588131254,1.0931042634771673,6.321008403361345,31.60504201680672,252.84033613445376,10.158737364293192,2.031747472858638,0.6,1.0,1.0,0.6,False,1.680627
vectorchain,validation,1,64,0.1,5,5,0,0.012965340148316618,0.01271650264245207,0.016512610191921406,0.01645122097329093,0.016178499747455846,0.016737507203164352,0.015556982412287413,0.017638840623408487,0.8783663617174939,0.8807739050860162,1.673389355742297,8.366946778711483,66.93557422969187,38.246487858108914,7.649297571621784,1.0,1.0,1.0,1.0,True,1.3823994
vectorchain,validation,1,128,0.01,5,5,0,0.01708694263224704,0.017436562308401883,0.02293319679072351,0.023120047747209917,0.021299849485663592,0.023447677249137988,0.020554955346065995,0.026243454125540067,1.0158864339381766,0.974086560569278,68.42240896358543,342.1120448179272,2736.8963585434176,1.8713573131081442,0.37427146262162886,0.8,0.0,0.0,0.0,False,8.4904469
vectorchain,validation,1,128,0.03,5,5,0,0.015999738795937562,0.015867700122586495,0.0210402004725383,0.02058597912139329,0.019527850955816693,0.02113444856243551,0.01868560372610518,0.025267119996940816,0.9308117005262353,0.9254127217795951,12.035294117647059,60.17647058823529,481.4117647058823,10.710644462826517,2.142128892565303,1.0,1.0,1.0,1.0,True,2.956847
vectorchain,validation,1,128,0.1,5,5,0,0.013176782300329728,0.012958221107515563,0.016696787421973502,0.016494284367592912,0.01585883330693249,0.01743948704857941,0.015049196463198668,0.018642135923564035,0.7395102923889076,0.7216854139876473,2.630252100840336,13.151260504201678,105.21008403361343,48.665132340539486,9.733026468107898,1.0,1.0,1.0,1.0,True,2.5594165
vectorchain,validation,4,32,0.01,5,5,0,0.03101647212908219,0.03092599601957956,0.04879178557816986,0.04825868060756385,0.04803322369641189,0.04925304153252414,0.04747792895687405,0.0509360530974754,1.3753755395642724,1.3731447427316061,17.02689075630252,85.1344537815126,681.0756302521008,1.8798808872102086,0.37597617744204176,0.0,0.0,0.0,0.0,False,2.0894105
vectorchain,validation,4,32,0.03,5,5,0,0.03173551331107779,0.03218815615835978,0.04769789164814843,0.04865882849059038,0.048113382872592536,0.049998995561948936,0.04162420772890343,0.050094043586706855,1.3440028505781085,1.3690104643303975,3.4,17.0,136.0,9.436091511619422,1.8872183023238844,0.0,1.0,1.0,0.0,False,0.94268
vectorchain,validation,4,32,0.1,5,5,0,0.022901222312307904,0.022303628710349042,0.03539339153462753,0.034639900841485695,0.028618326113365514,0.03631306879478533,0.023732286193509883,0.05366337572999123,0.9973014264937635,0.9580501360703005,1.2106442577030812,6.053221288515406,48.42577030812325,26.432456643799135,5.286491328759826,0.8,1.0,1.0,0.8,True,0.7976859
vectorchain,validation,4,64,0.01,5,5,0,0.03722457852750557,0.03715250955540361,0.05795286358552164,0.05770941987411349,0.054848165757852695,0.05929651644724323,0.05373156603728771,0.06417864981111111,1.033320648300934,1.022574469443066,34.24929971988796,171.24649859943978,1369.9719887955182,1.8693149681599646,0.37386299363199293,0.8,0.0,0.0,0.0,False,4.1493552
vectorchain,validation,4,64,0.03,5,5,0,0.033144717482650826,0.03297268658614941,0.04910169133495597,0.049037564971053334,0.04687028109000284,0.049626970613846556,0.04346004802741885,0.056513591972458276,0.8754864013714208,0.8689146779232816,6.323809523809524,31.61904761904762,252.95238095238096,10.157002689605868,2.0314005379211735,1.0,1.0,1.0,1.0,True,1.7118599
vectorchain,validation,4,64,0.1,5,5,0,0.018974810343090575,0.018578951024382732,0.02678559582852815,0.02516716589555154,0.025073490549388927,0.026149342197243453,0.02314655749335287,0.03439142300710397,0.4777428322713832,0.44970995192973934,1.6722689075630253,8.361344537815127,66.89075630252101,38.27221910899201,7.654443821798402,1.0,1.0,1.0,1.0,True,1.3930862
vectorchain,validation,4,128,0.01,5,5,0,0.036389742228723126,0.03827781557022298,0.0534142047467487,0.056029792122509504,0.047178367824284875,0.057235695376054635,0.04640069734516595,0.06022647106572854,0.7215147367829681,0.754038013152528,68.40448179271708,342.02240896358546,2736.1792717086837,1.8718764745807654,0.3743752949161531,1.0,0.0,0.0,0.0,False,8.2392368
vectorchain,validation,4,128,0.03,5,5,0,0.03387224726550457,0.03364172341745075,0.050899016373759855,0.04999384761323165,0.04863189371419394,0.05345126995006994,0.04095792622395885,0.0614601443673449,0.6874213452703402,0.6734736295221257,12.030252100840334,60.15126050420167,481.2100840336134,10.720664796660648,2.1441329593321297,1.0,1.0,1.0,1.0,True,2.9311949
